"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Bill Ferny, Bree Swindler","U","U","29580","5.87","4137","8.43","9829","50.1%","1734","49.0%","2791","51.7%","4525","50.7%","5275","49.8%","0.9pp"
"Bombadil's Song","G","C","89484","7.25","9106","10.65","16235","49.7%","2669","47.3%","4027","52.0%","6696","50.1%","9494","49.3%","0.8pp"
"Lost to Legend","W","U","27330","5.39","5217","6.92","17789","54.8%","2883","52.7%","4592","56.9%","7475","55.3%","10313","54.5%","0.8pp"
"Orcish Medicine","B","C","85074","6.25","11778","9.19","28993","56.0%","4714","54.6%","7322","57.7%","12036","56.5%","16958","55.7%","0.8pp"
"Mines of Moria","","R","8355","4.17","1408","5.88","5221","56.0%","939","58.0%","1244","55.4%","2183","56.5%","3031","55.7%","0.8pp"
"You Cannot Pass!","W","U","29906","6.17","3525","9.20","5330","52.3%","852","51.1%","1330","53.8%","2182","52.7%","3141","52.0%","0.8pp"
"Cirith Ungol Patrol","B","C","85666","6.23","14386","8.70","48652","57.3%","7506","55.4%","12703","59.0%","20209","57.7%","28505","56.9%","0.8pp"
"Erebor Flamesmith","R","C","79857","5.94","14963","7.92","59061","56.2%","10466","55.6%","15802","57.2%","26268","56.5%","32631","55.8%","0.7pp"
"Moria Marauder","R","R","4303","2.49","1856","2.59","9241","58.1%","1611","61.0%","2330","56.8%","3941","58.5%","5315","57.8%","0.7pp"
"Wizard's Rockets","","C","93497","7.69","13046","10.78","16594","52.2%","2976","52.4%","4335","52.7%","7311","52.6%","9274","51.9%","0.7pp"
"Lothlórien Lookout","G","C","82845","6.43","8984","9.15","26679","49.9%","4955","51.9%","6386","49.0%","11341","50.3%","15220","49.6%","0.7pp"
"Shagrat, Loot Bearer","BR","R","7206","3.97","1185","5.42","2400","56.5%","378","55.3%","580","57.8%","958","56.8%","1454","56.1%","0.7pp"
"Relentless Rohirrim","R","C","82131","5.96","15247","8.01","60291","59.2%","9803","59.3%","15237","59.5%","25040","59.4%","35292","58.9%","0.5pp"
"Grond, the Gatebreaker","B","U","22833","4.26","4915","5.53","18367","55.5%","2956","54.6%","4777","56.5%","7733","55.8%","10662","55.3%","0.5pp"
"Elven Farsight","G","C","86792","7.09","8192","10.57","13529","49.1%","2399","46.1%","3445","51.6%","5844","49.3%","7587","48.9%","0.5pp"
"Gimli, Counter of Kills","R","U","22415","4.17","3787","5.69","14602","55.6%","2405","54.6%","3577","56.6%","5982","55.8%","8616","55.4%","0.4pp"
"Eagles of the North","W","C","77506","5.36","12974","7.48","53120","55.0%","9204","53.1%","13271","56.6%","22475","55.2%","30546","54.8%","0.3pp"
"Erkenbrand, Lord of Westfold","R","U","20341","3.86","4945","4.66","22061","57.5%","3595","57.4%","5305","57.6%","8900","57.5%","13111","57.3%","0.2pp"
"Nimble Hobbit","W","C","90932","7.49","10770","10.77","15132","52.6%","2669","51.3%","3661","53.6%","6330","52.6%","8793","52.4%","0.2pp"
"Morgul-Knife Wound","B","C","84361","6.26","10808","9.18","24895","55.9%","4236","53.9%","6383","57.4%","10619","56.0%","14236","55.9%","0.1pp"
"Oliphaunt","R","C","80740","5.60","13945","7.93","57623","57.1%","9874","56.1%","14248","57.8%","24122","57.2%","33457","57.1%","0.1pp"
"Tale of Tinúviel","W","U","24727","4.87","3369","6.70","8811","51.8%","1331","48.4%","2289","53.8%","3620","51.8%","5178","51.7%","0.1pp"
"Westfold Rider","W","C","78889","5.51","12890","7.59","55275","55.8%","9899","56.0%","13245","55.7%","23144","55.8%","32064","55.8%","0.0pp"
"Borne Upon a Wind","U","R","9452","5.17","1327","7.63","1215","46.8%","200","45.0%","327","47.7%","527","46.7%","688","46.7%","0.0pp"
"Isildur's Fateful Strike","B","R","4043","2.31","1532","2.41","6936","54.1%","1134","52.2%","1858","55.3%","2992","54.1%","3955","54.1%","0.0pp"
"Last March of the Ents","G","M","2923","3.36","422","4.33","619","","89","","169","","258","46.5%","359","46.5%","-0.0pp"
"Took Reaper","W","C","83400","6.08","12243","8.53","44402","54.6%","8039","53.9%","10948","55.0%","18987","54.5%","25378","54.6%","-0.1pp"
"Lotho, Corrupt Shirriff","WB","R","7190","3.93","1476","5.02","4339","53.4%","738","51.9%","1083","54.3%","1821","53.3%","2497","53.4%","-0.1pp"
"Cast into the Fire","R","C","93258","7.82","11413","11.28","7925","53.5%","1315","48.7%","2009","56.4%","3324","53.4%","4597","53.5%","-0.1pp"
"Escape from Orthanc","W","C","92634","7.77","12693","10.83","19635","54.9%","2979","53.4%","4721","55.8%","7700","54.9%","11926","55.0%","-0.1pp"
"Mirror of Galadriel","","U","31145","6.17","3169","9.48","3671","48.8%","614","45.8%","997","50.5%","1611","48.7%","2051","48.9%","-0.2pp"
"Mount Doom","","M","2715","3.12","540","3.81","1603","58.1%","279","55.2%","408","60.0%","687","58.1%","913","58.3%","-0.2pp"
"Goblin Fireleaper","R","U","23213","4.22","5613","5.47","27865","58.2%","4990","57.8%","6693","58.3%","11683","58.1%","16191","58.3%","-0.2pp"
"Haradrim Spearmaster","R","C","81756","5.87","13719","8.14","54855","58.0%","9531","57.7%","12887","58.0%","22418","57.9%","32431","58.1%","-0.2pp"
"Fall of Cair Andros","R","R","5419","3.16","1287","3.59","4207","53.9%","712","50.8%","1113","55.5%","1825","53.7%","2358","53.9%","-0.2pp"
"Revive the Shire","G","C","92985","7.96","9343","11.69","9393","49.9%","1478","45.3%","2383","52.7%","3861","49.9%","5523","50.2%","-0.3pp"
"Snarling Warg","B","C","87460","6.55","12094","9.52","25801","56.2%","4243","55.4%","6660","56.2%","10903","55.9%","14905","56.3%","-0.4pp"
"East-Mark Cavalier","W","C","82781","6.08","11864","8.59","41322","55.2%","7332","55.6%","9794","54.3%","17126","54.9%","24158","55.3%","-0.5pp"
"Second Breakfast","W","C","91686","7.57","10299","11.10","10481","52.6%","1603","50.9%","2453","53.2%","4056","52.3%","6420","52.8%","-0.5pp"
"Fog on the Barrow-Downs","W","C","71003","4.98","9167","7.15","33982","53.4%","5613","50.1%","8466","55.0%","14079","53.1%","19841","53.6%","-0.5pp"
"Esquire of the King","W","C","87526","6.86","11904","9.70","31635","55.3%","5482","56.1%","7568","54.0%","13050","54.9%","18548","55.4%","-0.5pp"
"Shire Terrace","","C","82842","5.64","12534","8.11","47181","53.3%","8662","52.4%","11791","53.3%","20453","52.9%","26653","53.5%","-0.5pp"
"Mirkwood Bats","B","C","68821","4.69","12197","6.50","51348","55.2%","8506","53.2%","13199","55.9%","21705","54.8%","29610","55.4%","-0.6pp"
"Battle-Scarred Goblin","R","C","82341","5.90","14557","8.12","61114","58.3%","10926","59.0%","14431","57.2%","25357","57.9%","35769","58.6%","-0.6pp"
"Rush the Room","R","C","95121","8.43","11679","12.00","5192","54.1%","779","54.7%","1211","53.1%","1990","53.7%","3202","54.3%","-0.6pp"
"Storm of Saruman","U","M","2807","3.17","614","3.81","1592","46.5%","236","41.9%","485","48.0%","721","46.0%","857","46.7%","-0.6pp"
"Rohirrim Lancer","R","C","81788","5.92","14936","8.01","62132","57.9%","10906","59.5%","15032","56.1%","25938","57.5%","36177","58.2%","-0.7pp"
"Shire Scarecrow","","C","95145","8.31","10535","11.90","6691","48.2%","1260","46.8%","1693","48.6%","2953","47.8%","3719","48.5%","-0.7pp"
"Barad-dûr","","R","4339","2.35","1587","2.58","8190","57.4%","1500","56.6%","2088","57.3%","3588","57.0%","4589","57.8%","-0.8pp"
"Long List of the Ents","G","U","31136","6.61","3389","9.99","2920","48.4%","490","52.7%","681","44.5%","1171","47.9%","1747","48.8%","-0.9pp"
"The Grey Havens","","U","31782","6.23","3209","9.73","4775","51.2%","877","47.3%","1154","53.2%","2031","50.7%","2726","51.7%","-1.0pp"
"Gorbag of Minas Morgul","B","U","21247","3.84","4222","5.16","19229","55.7%","3469","54.8%","4753","55.3%","8222","55.1%","10995","56.1%","-1.0pp"
"Mordor Trebuchet","B","C","75014","5.30","11834","7.57","41506","54.5%","7164","52.4%","10372","54.5%","17536","53.6%","23940","55.1%","-1.4pp"
"Uglúk of the White Hand","BR","U","21837","4.21","3982","5.60","16097","56.8%","2668","55.3%","3906","56.3%","6574","55.9%","9565","57.4%","-1.5pp"
"Elven Chorus","G","R","4189","2.47","1085","2.69","4132","49.6%","673","46.4%","1080","50.3%","1753","48.8%","2365","50.3%","-1.5pp"
"Gimli's Fury","R","C","93065","7.82","12095","11.21","13215","56.2%","1960","54.8%","3029","55.4%","4989","55.2%","8218","56.7%","-1.5pp"
"Fangorn, Tree Shepherd","G","R","6275","3.58","898","4.78","2041","48.2%","273","46.2%","503","47.5%","776","47.0%","1245","48.6%","-1.6pp"
"Nasty End","B","C","83780","5.98","14133","8.44","48230","55.9%","7848","52.6%","12418","56.5%","20266","55.0%","27959","56.6%","-1.6pp"
"Olog-hai Crusher","R","C","89646","7.07","12216","10.20","20651","56.3%","3284","55.3%","4980","55.3%","8264","55.3%","12399","57.1%","-1.8pp"
"Barrow-Blade","","U","30576","6.01","3493","9.08","5446","54.7%","916","54.4%","1295","53.1%","2211","53.6%","3233","55.4%","-1.8pp"
"Fire of Orthanc","R","C","95665","8.64","11265","12.32","3261","53.4%","476","50.0%","762","53.4%","1238","52.1%","2024","54.2%","-2.1pp"
"Now for Wrath, Now for Ruin!","W","C","90374","7.33","9829","10.83","12649","53.9%","1810","49.2%","3145","54.5%","4955","52.6%","7692","54.7%","-2.2pp"
"Horn of the Mark","","R","4137","2.53","1058","2.72","3902","52.0%","679","48.0%","921","51.9%","1600","50.2%","2300","53.2%","-3.0pp"
"Brandywine Farmer","G","C","91087","7.71","9062","11.28","11811","49.4%","2025","45.0%","2848","49.3%","4873","47.5%","6886","50.7%","-3.2pp"
"Dúnedain Blade","W","C","89934","7.37","10983","10.54","19494","55.5%","3108","53.4%","4709","53.1%","7817","53.2%","11678","56.9%","-3.7pp"
"Shortcut to Mushrooms","G","U","26161","5.21","2908","7.64","6337","47.9%","1028","40.8%","1519","48.8%","2547","45.5%","3771","49.5%","-3.9pp"
"Shadow of the Enemy","B","M","2746","3.27","543","3.98","1371","51.6%","214","42.5%","374","52.9%","588","49.1%","780","53.2%","-4.1pp"
"Gimli's Axe","R","C","94123","8.19","10882","11.84","5767","55.0%","869","50.9%","1366","53.3%","2235","52.3%","3534","56.6%","-4.3pp"
"Entish Restoration","G","U","26448","5.19","3060","7.50","6339","47.7%","1094","41.6%","1504","47.8%","2598","45.2%","3733","49.5%","-4.3pp"
"Rising of the Day","R","U","31876","6.91","3302","10.77","1434","51.2%","238","50.0%","311","46.9%","549","48.3%","884","53.1%","-4.8pp"
"Mithril Coat","","R","3523","2.08","962","2.20","3832","48.3%","597","42.7%","959","46.1%","1556","44.8%","2260","50.6%","-5.8pp"
"Display of Power","R","R","9991","5.31","1361","8.03","1057","50.5%","150","","277","50.9%","427","46.8%","626","52.9%","-6.0pp"
"The Watcher in the Water","U","M","2567","3.04","538","3.33","986","43.4%","185","","298","41.9%","483","39.8%","497","46.5%","-6.7pp"
"Ent-Draught Basin","","U","33131","6.87","3160","10.49","1628","51.0%","280","42.9%","398","49.5%","678","46.8%","948","54.2%","-7.5pp"
"Lost Isle Calling","U","R","8499","4.80","1115","7.06","870","39.0%","162","","199","","361","34.1%","505","42.6%","-8.5pp"
"Forge Anew","W","R","9967","5.44","1175","8.47","141","","22","","41","","63","","78","",""
"Hew the Entwood","R","M","4459","4.90","655","7.26","65","","9","","11","","20","","45","",""
"The Ring Goes South","G","R","8918","4.88","997","7.80","343","","56","","90","","146","","196","",""
"Sharkey, Tyrant of the Shire","UB","R","10396","5.45","1316","8.27","184","","28","","61","","89","","95","",""
"Tom Bombadil","WUBRG","M","4242","4.34","549","6.39","53","","6","","22","","28","","25","",""
"Stone of Erech","","U","34713","7.64","3579","11.58","252","","37","","68","","105","","147","",""
