"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Great Hall of the Citadel","","C","88616","6.81","11948","9.64","30395","52.9%","5284","54.9%","7760","54.4%","13044","54.6%","17307","51.7%","2.9pp"
"Strider, Ranger of the North","RG","U","25382","5.07","3499","7.18","8440","52.8%","1342","54.8%","2029","54.3%","3371","54.5%","5044","51.7%","2.8pp"
"Friendly Rivalry","RG","U","29348","5.95","3797","8.45","7529","53.2%","1184","50.7%","1796","57.7%","2980","54.9%","4539","52.1%","2.8pp"
"Smite the Deathless","R","C","44621","3.09","17750","3.60","100640","58.5%","17423","58.8%","26110","61.0%","43533","60.1%","57179","57.3%","2.8pp"
"Dúnedain Rangers","G","U","22003","4.20","3550","5.48","13815","52.8%","2318","53.3%","3572","54.8%","5890","54.2%","7871","51.5%","2.8pp"
"The Black Breath","B","C","92047","7.51","11839","10.96","9805","54.5%","1588","53.5%","2552","57.6%","4140","56.1%","5655","53.3%","2.7pp"
"Glorfindel, Dauntless Rescuer","G","U","22932","4.39","2936","6.15","8872","49.1%","1503","48.5%","2344","52.0%","3847","50.7%","4956","48.0%","2.7pp"
"Grey Havens Navigator","U","C","84519","6.55","10337","9.55","24545","50.7%","4143","49.9%","7011","53.3%","11154","52.1%","13215","49.4%","2.7pp"
"Phial of Galadriel","","R","3909","2.20","1373","2.27","6611","55.0%","1215","56.1%","1734","56.6%","2949","56.4%","3645","53.8%","2.7pp"
"Gift of Strands","G","U","28829","5.77","3099","8.48","5927","50.0%","898","50.2%","1509","52.3%","2407","51.5%","3497","48.9%","2.6pp"
"Protector of Gondor","W","C","77867","5.49","14147","7.36","61366","57.0%","9999","57.8%","15315","58.9%","25314","58.5%","35966","55.9%","2.6pp"
"Galadhrim Guide","G","C","87073","6.99","8472","10.34","15988","50.0%","2603","49.9%","4055","52.4%","6658","51.4%","9234","48.9%","2.6pp"
"Book of Mazarbul","R","U","17742","3.31","5793","3.86","31399","59.6%","5521","61.9%","7487","60.5%","13008","61.1%","18372","58.5%","2.6pp"
"March from the Black Gate","B","U","14055","2.64","5491","3.00","30227","58.0%","5465","63.6%","7710","56.4%","13175","59.4%","16986","56.9%","2.6pp"
"Stern Scolding","U","U","27384","5.40","5713","6.86","20704","53.9%","3611","55.1%","6309","55.3%","9920","55.2%","10744","52.7%","2.5pp"
"Stalwarts of Osgiliath","W","C","85900","6.55","10493","9.55","23133","54.1%","3588","53.0%","6206","56.9%","9794","55.5%","13341","53.0%","2.5pp"
"Chance-Met Elves","G","C","79117","6.15","8208","8.81","23170","49.3%","4044","50.1%","6009","51.0%","10053","50.6%","12944","48.2%","2.5pp"
"Knights of Dol Amroth","U","C","88874","7.24","9544","10.72","13071","47.5%","2058","43.4%","4027","51.6%","6085","48.8%","6935","46.4%","2.4pp"
"Mirrormere Guardian","G","C","87733","6.86","9471","9.89","24786","53.2%","4314","53.5%","6089","55.2%","10403","54.5%","14254","52.1%","2.4pp"
"Butterbur, Bree Innkeeper","WG","U","23718","4.71","3344","6.43","10296","51.0%","1685","49.4%","2660","54.2%","4345","52.3%","5915","49.9%","2.4pp"
"Glamdring","","M","1571","1.89","634","1.87","2704","52.2%","428","44.9%","774","58.3%","1202","53.5%","1496","51.2%","2.3pp"
"Haunt of the Dead Marshes","B","C","78656","5.47","14798","7.50","61623","57.8%","10909","58.6%","15811","59.3%","26720","59.0%","34812","56.8%","2.3pp"
"Oath of the Grey Host","B","U","19356","3.58","5752","4.34","27252","56.9%","4636","56.6%","7084","59.1%","11720","58.1%","15515","55.9%","2.3pp"
"Uruk-hai Berserker","B","C","68892","4.55","16019","6.02","84336","58.3%","14680","58.8%","21917","60.1%","36597","59.6%","47655","57.3%","2.2pp"
"Nimrodel Watcher","U","C","85263","6.77","10459","9.63","22823","49.2%","4094","48.8%","6020","51.5%","10114","50.4%","12556","48.2%","2.2pp"
"Troll of Khazad-dûm","B","C","70914","4.71","15138","6.43","76825","58.2%","13164","58.0%","20223","60.4%","33387","59.5%","43408","57.2%","2.2pp"
"Minas Tirith","","R","5135","2.78","1430","3.22","6772","55.4%","1160","55.9%","1706","57.3%","2866","56.7%","3899","54.5%","2.2pp"
"Mirkwood Spider","G","C","83371","6.30","8498","9.31","26304","52.8%","4741","54.5%","6320","53.7%","11061","54.0%","15086","51.8%","2.2pp"
"Surrounded by Orcs","U","C","86270","6.91","12070","9.74","25820","50.6%","4221","48.5%","8077","53.4%","12298","51.7%","13616","49.6%","2.2pp"
"Stew the Coneys","G","U","19858","3.63","3707","4.58","17453","52.7%","2849","50.5%","4513","56.1%","7362","54.0%","10041","51.8%","2.2pp"
"Council's Deliberation","U","U","25349","4.86","4611","6.42","14491","51.5%","2580","50.3%","4188","54.1%","6768","52.6%","7595","50.5%","2.2pp"
"Breaking of the Fellowship","R","C","80175","5.78","11574","8.29","35025","55.7%","5684","55.1%","9178","58.1%","14862","56.9%","20142","54.8%","2.2pp"
"Treason of Isengard","U","C","85181","6.56","14040","8.89","41131","52.7%","6585","50.0%","13064","55.6%","19649","53.7%","21543","51.6%","2.1pp"
"Bewitching Leechcraft","U","C","85998","6.77","9825","9.94","18294","51.3%","3097","48.5%","5380","54.6%","8477","52.4%","9673","50.2%","2.1pp"
"Dawn of a New Age","W","M","1648","1.84","810","1.79","3771","54.5%","588","55.6%","975","55.8%","1563","55.7%","2200","53.6%","2.1pp"
"Éomer, Marshal of Rohan","R","R","3293","1.93","1649","1.96","8639","57.8%","1461","59.1%","2105","58.8%","3566","58.9%","5057","56.9%","2.1pp"
"Ioreth of the Healing House","U","U","27898","5.39","4281","7.53","11819","51.9%","1970","51.0%","3440","54.0%","5410","52.9%","6379","50.9%","2.0pp"
"The Battle of Bywater","W","R","4359","2.45","1476","2.63","6113","55.1%","1100","54.8%","1552","57.2%","2652","56.2%","3461","54.2%","2.0pp"
"Mordor Muster","B","C","66346","4.35","17923","5.64","97462","58.3%","17671","59.8%","25522","59.2%","43193","59.4%","54308","57.5%","2.0pp"
"Sam's Desperate Rescue","B","C","83598","6.01","15950","8.15","60662","58.6%","9655","56.6%","15937","61.6%","25592","59.7%","35048","57.8%","1.9pp"
"Soldier of the Grey Host","W","C","89117","6.97","9637","10.38","13386","52.2%","2160","52.0%","3295","54.1%","5455","53.3%","7910","51.3%","1.9pp"
"Quarrel's End","R","C","86549","6.50","16321","8.70","58335","58.9%","10192","58.5%","15047","61.0%","25239","60.0%","33119","58.1%","1.9pp"
"Captain of Umbar","U","C","91506","7.58","10686","11.02","13001","48.9%","2163","47.0%","3707","51.6%","5870","49.9%","7100","48.0%","1.9pp"
"Lobelia Sackville-Baggins","B","R","3733","2.11","1563","2.27","7847","54.6%","1359","53.4%","2006","56.9%","3365","55.5%","4451","53.8%","1.7pp"
"One Ring to Rule Them All","B","R","3735","2.14","1511","2.21","6749","54.9%","1111","53.4%","1767","57.4%","2878","55.9%","3852","54.2%","1.7pp"
"Banish from Edoras","W","C","73699","5.14","9923","7.45","34406","53.4%","5425","50.2%","9067","56.9%","14492","54.4%","19920","52.7%","1.7pp"
"Pippin's Bravery","G","C","93294","8.09","9897","11.61","11075","51.7%","1693","50.8%","2698","53.8%","4391","52.7%","6653","51.0%","1.7pp"
"Peregrin Took","G","U","19746","3.77","3313","4.83","13072","51.4%","2297","51.9%","3227","52.5%","5524","52.2%","7493","50.7%","1.6pp"
"Shower of Arrows","G","C","93357","8.27","8111","12.43","3458","47.4%","494","45.3%","833","50.1%","1327","48.3%","2113","46.8%","1.5pp"
"Landroval, Horizon Witness","W","U","18781","3.53","4002","4.42","17946","54.1%","2753","52.3%","4583","56.4%","7336","54.9%","10492","53.4%","1.5pp"
"Sting, the Glinting Dagger","","R","4423","2.51","882","2.72","3098","51.5%","547","51.4%","768","52.9%","1315","52.2%","1773","50.8%","1.5pp"
"Lash of the Balrog","B","C","62128","4.08","15351","5.34","79537","57.4%","12841","54.8%","21130","60.3%","33971","58.2%","45597","56.8%","1.5pp"
"Easterling Vanguard","B","C","67742","4.38","16678","5.73","92887","58.8%","16655","59.9%","23465","59.5%","40120","59.6%","52726","58.2%","1.5pp"
"Warbeast of Gorgoroth","R","C","85490","6.27","12890","8.88","38871","58.1%","6077","57.5%","9572","59.7%","15649","58.9%","23247","57.5%","1.4pp"
"Gandalf the White","W","M","1255","1.48","730","1.43","3366","53.2%","525","50.9%","896","55.5%","1421","53.8%","1912","52.5%","1.3pp"
"Swarming of Moria","R","C","78681","5.53","15009","7.53","62598","56.5%","10917","56.6%","16083","57.6%","27000","57.2%","35560","56.0%","1.2pp"
"Shire Shirriff","W","U","17372","3.22","5014","3.89","24303","55.9%","4235","54.6%","6037","57.8%","10272","56.5%","14009","55.3%","1.2pp"
"Hobbit's Sting","W","C","70616","4.93","12108","6.69","51095","54.7%","8194","53.0%","12789","56.9%","20983","55.4%","30068","54.2%","1.2pp"
"Faramir, Field Commander","W","U","13495","2.61","4247","3.02","21494","53.5%","3697","52.5%","5660","55.1%","9357","54.1%","12038","52.9%","1.1pp"
"Gríma Wormtongue","B","U","18869","3.48","4588","4.39","21719","56.1%","3772","54.6%","5667","58.0%","9439","56.6%","12304","55.5%","1.1pp"
"Galadhrim Bow","G","C","91853","7.79","8958","11.52","8408","50.9%","1298","49.5%","2023","52.8%","3321","51.5%","5073","50.4%","1.1pp"
"Improvised Club","R","C","76556","5.37","16412","7.09","75886","58.3%","12279","55.7%","19237","60.9%","31516","58.9%","44397","57.9%","1.0pp"
"Legolas, Counter of Kills","UG","U","24823","4.99","2929","7.30","6528","46.0%","1053","44.2%","1782","47.7%","2835","46.4%","3659","45.4%","1.0pp"
"Glóin, Dwarf Emissary","R","R","4732","2.67","1583","2.92","7438","56.5%","1288","56.1%","1876","57.5%","3164","57.0%","4263","56.0%","0.9pp"
"Mushroom Watchdogs","G","C","81906","6.21","10048","8.66","31270","51.7%","5604","52.2%","7433","52.0%","13037","52.1%","18115","51.2%","0.9pp"
"Slip On the Ring","W","C","88981","7.08","10287","10.39","14801","51.7%","2324","51.0%","3754","53.1%","6078","52.3%","8718","51.4%","0.9pp"
