"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Bitter Downfall","B","U","3290","2.51","1617","2.77","8600","58.5%","1453","58.0%","2317","64.0%","3770","61.7%","4863","55.7%","6.0pp"
"Saruman's Trickery","U","U","5494","4.21","1414","5.00","5611","56.4%","917","59.4%","1752","62.8%","2669","61.7%","2968","51.8%","9.9pp"
"Ranger's Firebrand","R","U","3999","3.00","1447","3.42","7392","59.4%","1264","59.9%","1890","62.9%","3154","61.7%","4252","57.8%","3.9pp"
"Gothmog, Morgul Lieutenant","B","U","3457","2.68","1290","3.05","6545","59.3%","1102","60.9%","1718","61.8%","2820","61.4%","3729","57.7%","3.8pp"
"Palantír of Orthanc","","M","295","1.49","179","1.42","876","57.6%","140","","251","55.8%","391","61.4%","484","54.8%","6.6pp"
"Shelob's Ambush","B","C","21602","6.46","3539","8.93","9934","59.4%","1558","59.1%","2457","62.6%","4015","61.2%","5911","58.2%","3.1pp"
"Book of Mazarbul","R","U","4598","3.45","1318","4.02","6277","59.4%","1135","62.3%","1442","60.3%","2577","61.2%","3693","58.1%","3.1pp"
"Sauron, the Necromancer","B","R","588","1.47","400","1.44","1958","58.5%","294","60.9%","484","61.4%","778","61.2%","1184","56.8%","4.4pp"
"Frodo Baggins","WG","U","4796","3.83","1154","4.62","4008","54.4%","687","62.0%","1040","60.6%","1727","61.1%","2250","49.0%","12.2pp"
"Mauhúr, Uruk-hai Captain","BR","U","4625","3.67","1253","4.26","5402","59.0%","950","63.5%","1254","58.8%","2204","60.8%","3204","57.7%","3.1pp"
"Sam's Desperate Rescue","B","C","21018","6.28","3452","8.74","10233","59.2%","1614","54.8%","2682","64.2%","4296","60.7%","5932","58.1%","2.5pp"
"Old Man Willow","BG","U","4799","3.77","1300","4.37","4767","54.2%","761","58.0%","1272","62.3%","2033","60.6%","2724","49.7%","11.0pp"
"Easterling Vanguard","B","C","17874","4.63","3784","6.19","18799","59.7%","3367","60.7%","4693","60.6%","8060","60.6%","10731","58.9%","1.7pp"
"Delighted Halfling","G","R","887","1.97","375","1.97","1445","52.7%","259","67.2%","355","55.8%","614","60.6%","826","46.6%","14.0pp"
"Frodo, Sauron's Bane","W","R","847","2.08","349","2.18","1414","56.6%","218","67.0%","375","56.8%","593","60.5%","808","53.8%","6.7pp"
"Gandalf's Sanction","UR","U","6257","4.99","1716","5.52","6514","56.8%","1076","52.9%","2339","63.8%","3415","60.4%","3209","53.5%","6.8pp"
"Boromir, Warden of the Tower","W","R","773","1.77","366","1.75","1735","58.0%","321","61.4%","443","59.6%","764","60.3%","950","55.9%","4.4pp"
"The Mouth of Sauron","UB","U","4978","3.90","1533","4.48","6137","56.0%","960","56.7%","1819","62.1%","2779","60.2%","3301","52.3%","8.0pp"
"Relentless Rohirrim","R","C","21023","6.30","3173","8.88","9127","59.0%","1485","60.5%","2225","59.9%","3710","60.1%","5433","58.2%","2.0pp"
"Uruk-hai Berserker","B","C","18170","4.97","3574","6.81","16018","58.5%","2757","60.2%","4166","59.9%","6923","60.0%","9083","57.4%","2.6pp"
"Shelob, Child of Ungoliant","BG","R","752","1.86","433","1.73","1864","55.5%","302","56.3%","485","62.3%","787","60.0%","1061","51.6%","8.3pp"
"Smite the Deathless","R","C","12178","3.35","4625","3.89","24027","58.4%","4182","58.2%","6093","61.2%","10275","60.0%","13754","57.2%","2.8pp"
"Shadowfax, Lord of Horses","WR","U","6039","4.84","1138","6.31","3441","58.6%","554","61.7%","750","58.7%","1304","60.0%","2108","57.4%","2.5pp"
"Mordor Muster","B","C","17318","4.62","4201","6.10","20348","59.2%","3606","60.1%","5286","59.9%","8892","59.9%","11467","58.6%","1.3pp"
"Troll of Khazad-dûm","B","C","18227","4.95","3609","6.77","16241","58.7%","2794","57.9%","4229","61.2%","7023","59.9%","9210","57.8%","2.1pp"
"Quarrel's End","R","C","21825","6.76","3671","9.25","10216","58.2%","1729","59.1%","2576","60.4%","4305","59.9%","5929","57.0%","2.9pp"
"Errand-Rider of Gondor","W","C","16371","4.33","3839","5.56","17862","57.3%","3145","58.6%","4578","60.2%","7723","59.6%","10096","55.5%","4.1pp"
"King of the Oathbreakers","WB","R","922","2.08","462","1.93","1832","55.7%","296","59.1%","488","59.8%","784","59.6%","1031","53.0%","6.6pp"
"March from the Black Gate","B","U","3709","2.79","1326","3.20","6689","58.3%","1251","65.2%","1669","55.3%","2920","59.6%","3756","57.5%","2.1pp"
"The Balrog, Durin's Bane","BR","R","906","2.16","429","2.14","1878","56.2%","285","57.2%","483","60.9%","768","59.5%","1111","54.1%","5.4pp"
"Bill the Pony","W","U","4682","3.57","1339","4.29","5429","55.2%","928","58.5%","1416","60.0%","2344","59.4%","3061","51.9%","7.5pp"
"Glóin, Dwarf Emissary","R","R","1145","2.59","393","2.69","1783","57.7%","307","59.0%","462","59.7%","769","59.4%","1014","56.2%","3.2pp"
"Haunt of the Dead Marshes","B","C","20329","5.76","3425","8.03","11801","58.1%","2135","59.1%","3085","59.6%","5220","59.4%","6562","57.1%","2.3pp"
"Flowering of the White Tree","W","R","730","1.62","443","1.55","1998","58.0%","356","59.0%","522","59.6%","878","59.3%","1119","56.9%","2.4pp"
"Lash of the Balrog","B","C","16000","4.28","3729","5.60","17053","58.5%","2672","55.9%","4483","61.3%","7155","59.3%","9905","58.1%","1.3pp"
"Moria Marauder","R","R","1052","2.44","458","2.43","2061","58.5%","351","61.0%","497","57.9%","848","59.2%","1215","58.3%","0.9pp"
"Spiteful Banditry","R","M","350","1.64","226","1.55","970","56.6%","160","","259","62.5%","419","59.2%","551","54.6%","4.6pp"
"Éomer, Marshal of Rohan","R","R","805","1.95","406","2.02","1880","59.4%","333","56.8%","445","60.9%","778","59.1%","1096","59.6%","-0.5pp"
"Protector of Gondor","W","C","19669","5.60","3471","7.54","14030","57.7%","2322","59.8%","3413","58.6%","5735","59.1%","8273","56.8%","2.3pp"
"Samwise Gamgee","WG","R","995","2.56","317","2.40","1271","55.2%","233","62.7%","320","56.3%","553","59.0%","705","52.1%","6.9pp"
"Bilbo, Retired Burglar","UR","U","5525","4.50","1423","5.21","4980","55.8%","878","58.8%","1375","59.0%","2253","58.9%","2710","53.1%","5.8pp"
"Gandalf the White","W","M","296","1.35","200","1.30","872","55.8%","136","","231","58.9%","367","58.9%","503","53.7%","5.2pp"
"Oath of the Grey Host","B","U","5005","3.66","1488","4.34","6407","57.3%","1090","58.4%","1618","59.1%","2708","58.8%","3688","56.0%","2.8pp"
"The Battle of Bywater","W","R","1022","2.28","380","2.36","1472","56.6%","246","53.7%","384","62.0%","630","58.7%","842","54.9%","3.9pp"
"Improvised Club","R","C","19861","5.78","3947","7.74","15328","58.6%","2465","57.6%","3825","59.4%","6290","58.7%","9041","58.5%","0.2pp"
"Glorious Gale","U","C","18797","5.39","3719","6.98","14665","55.3%","2572","56.6%","4310","59.8%","6882","58.6%","7757","52.4%","6.2pp"
"Haradrim Spearmaster","R","C","20879","6.14","3255","8.56","11264","59.1%","1976","59.7%","2536","57.8%","4512","58.6%","6754","59.3%","-0.7pp"
"Éowyn, Lady of Rohan","W","U","3917","2.98","1112","3.47","5135","56.0%","872","58.9%","1273","58.3%","2145","58.6%","2979","53.9%","4.6pp"
"Goblin Fireleaper","R","U","5994","4.42","1322","5.75","5981","58.9%","1037","60.3%","1453","57.3%","2490","58.5%","3495","59.2%","-0.7pp"
"Warbeast of Gorgoroth","R","C","21362","6.41","2882","9.15","7164","57.8%","1126","58.5%","1726","58.5%","2852","58.5%","4309","57.3%","1.2pp"
"Lost to Legend","W","U","6780","5.36","1312","6.84","4366","56.3%","703","53.5%","1114","61.5%","1817","58.4%","2544","54.9%","3.5pp"
"Battle-Scarred Goblin","R","C","20763","6.17","3346","8.50","12039","58.6%","2167","59.4%","2712","57.4%","4879","58.3%","7166","58.7%","-0.4pp"
"Samwise the Stouthearted","W","U","3462","2.63","1307","2.98","6157","56.0%","1062","57.1%","1624","59.1%","2686","58.3%","3442","54.1%","4.2pp"
"Rosie Cotton of South Lane","W","U","3736","2.81","1218","3.16","5718","56.7%","955","56.6%","1414","59.3%","2369","58.2%","3310","55.4%","2.8pp"
"Legolas, Master Archer","G","R","790","1.89","330","1.96","1303","51.4%","212","57.1%","314","58.9%","526","58.2%","770","46.9%","11.3pp"
"Sauron's Ransom","UB","R","1591","3.55","467","3.93","1385","54.4%","225","55.1%","425","59.8%","650","58.2%","747","51.4%","6.7pp"
"Soothing of Sméagol","U","C","20216","5.88","3517","7.74","12461","54.9%","2199","53.8%","3784","60.6%","5983","58.1%","6485","51.8%","6.3pp"
"Morgul-Knife Wound","B","C","21031","6.33","2531","9.33","5172","57.2%","860","55.9%","1312","59.5%","2172","58.1%","2989","56.6%","1.5pp"
"War of the Last Alliance","W","R","1124","2.61","304","2.63","1026","54.9%","170","","250","58.0%","420","58.1%","605","52.6%","5.5pp"
"The One Ring","","M","327","1.44","168","1.39","739","","140","","175","","315","58.1%","422","50.5%","7.6pp"
"The Bath Song","U","U","5850","4.53","1350","5.48","4949","55.0%","804","56.2%","1472","59.0%","2276","58.0%","2645","52.4%","5.6pp"
"Gandalf, Friend of the Shire","U","U","3649","2.82","1317","3.10","5824","54.9%","989","55.5%","1770","59.3%","2759","58.0%","3036","51.9%","6.0pp"
"Westfold Rider","W","C","19694","5.60","3228","7.70","12809","56.9%","2287","58.4%","2976","57.6%","5263","58.0%","7527","56.1%","1.8pp"
"Lórien Revealed","U","C","19934","5.88","3821","7.77","14046","54.9%","2463","54.3%","4312","60.0%","6775","57.9%","7420","52.4%","5.6pp"
"Mines of Moria","","R","1980","3.91","354","5.48","1169","55.6%","220","57.3%","267","58.4%","487","57.9%","681","54.0%","3.9pp"
"Birthday Escape","U","C","18394","5.25","3788","6.71","15286","55.1%","2743","56.6%","4725","58.6%","7468","57.9%","7838","52.4%","5.5pp"
"Reprieve","W","U","5408","3.93","1502","4.60","6223","56.0%","1123","56.6%","1580","58.7%","2703","57.8%","3513","54.7%","3.2pp"
"Erebor Flamesmith","R","C","20316","6.24","3629","8.24","12885","57.0%","2301","56.8%","3384","58.3%","5685","57.7%","7164","56.4%","1.3pp"
"Barad-dûr","","R","1029","2.17","415","2.26","2048","58.1%","367","55.6%","511","59.1%","878","57.6%","1168","58.4%","-0.8pp"
"Shire Shirriff","W","U","4232","3.15","1353","3.67","6289","56.6%","1110","55.7%","1587","59.0%","2697","57.6%","3589","55.8%","1.8pp"
"Cirith Ungol Patrol","B","C","21441","6.40","3394","8.91","10559","57.8%","1600","56.4%","2724","58.3%","4324","57.6%","6239","57.9%","-0.3pp"
"Gríma Wormtongue","B","U","4730","3.51","1177","4.38","5226","57.7%","909","55.6%","1317","58.9%","2226","57.5%","3007","57.6%","-0.1pp"
"Deceive the Messenger","U","C","22300","7.10","3721","9.52","8556","55.3%","1462","56.4%","2483","58.2%","3945","57.5%","4587","53.3%","4.2pp"
"Isolation at Orthanc","U","C","21555","6.59","4407","8.36","14466","55.7%","2384","53.6%","4324","59.7%","6708","57.5%","7701","53.8%","3.7pp"
"Isildur's Fateful Strike","B","R","911","2.18","398","2.20","1602","55.4%","259","56.0%","395","58.5%","654","57.5%","950","53.8%","3.7pp"
"Gandalf the Grey","UR","R","944","2.29","416","2.23","1664","55.3%","264","53.4%","554","59.4%","818","57.5%","883","53.2%","4.2pp"
"Minas Tirith","","R","1174","2.60","350","2.97","1472","55.2%","250","54.0%","379","59.6%","629","57.4%","841","53.4%","4.0pp"
"Erkenbrand, Lord of Westfold","R","U","5189","3.98","1235","4.80","4904","58.9%","799","56.4%","1163","57.8%","1962","57.2%","2920","59.9%","-2.7pp"
"Pelargir Survivor","U","C","22306","6.99","3491","9.46","10654","55.3%","1898","58.3%","3089","56.6%","4987","57.2%","5643","53.3%","3.9pp"
"Oliphaunt","R","C","20304","5.86","3329","8.24","11987","57.2%","2063","55.8%","2897","58.2%","4960","57.2%","7015","57.2%","-0.0pp"
"Horses of the Bruinen","U","U","6596","5.07","1343","6.37","4566","53.9%","717","49.4%","1439","61.0%","2156","57.1%","2419","51.0%","6.2pp"
"Rise of the Witch-king","BG","U","5987","4.80","1060","6.20","2773","54.1%","423","55.6%","705","58.0%","1128","57.1%","1648","52.0%","5.1pp"
"Fiery Inscription","R","U","5825","4.75","1235","5.85","4362","55.8%","736","54.3%","1248","58.7%","1984","57.1%","2352","54.5%","2.5pp"
"Breaking of the Fellowship","R","C","19879","5.89","2606","8.45","6726","56.0%","1092","56.1%","1702","57.6%","2794","57.1%","3918","55.2%","1.8pp"
"Eastfarthing Farmer","W","C","19609","5.68","2862","7.94","9290","54.4%","1620","54.9%","2267","58.5%","3887","57.0%","5381","52.6%","4.4pp"
"Arwen Undómiel","UG","U","5209","4.23","979","4.97","3363","51.3%","600","58.2%","958","56.2%","1558","56.9%","1781","46.5%","10.4pp"
"Uglúk of the White Hand","BR","U","5474","4.25","973","5.67","3704","57.4%","635","57.6%","856","56.3%","1491","56.9%","2223","57.7%","-0.8pp"
"Snarling Warg","B","C","21567","6.53","2906","9.48","6098","57.2%","1017","57.5%","1578","56.3%","2595","56.8%","3507","57.4%","-0.6pp"
"Nasty End","B","C","20883","6.05","3533","8.38","11271","57.1%","1875","54.5%","2877","58.2%","4752","56.7%","6522","57.4%","-0.7pp"
"Dawn of a New Age","W","M","408","1.75","203","1.76","898","54.2%","155","","216","58.3%","371","56.6%","522","52.7%","3.9pp"
"Swarming of Moria","R","C","20001","5.78","3808","7.79","14141","56.4%","2449","56.9%","3585","56.4%","6034","56.6%","8099","56.2%","0.4pp"
"East-Mark Cavalier","W","C","20591","6.06","2941","8.58","9459","56.4%","1641","56.5%","2212","56.4%","3853","56.4%","5596","56.3%","0.1pp"
"Rohirrim Lancer","R","C","20812","6.23","3471","8.42","12433","58.0%","2139","59.0%","2932","54.5%","5071","56.4%","7362","59.0%","-2.5pp"
"Merry, Esquire of Rohan","WR","R","1431","3.36","365","4.09","1135","56.5%","202","58.4%","222","54.5%","424","56.4%","709","56.3%","0.1pp"
"Grond, the Gatebreaker","B","U","5756","4.23","1323","5.26","4788","56.0%","777","52.4%","1253","58.8%","2030","56.4%","2760","55.6%","0.8pp"
"Fall of Cair Andros","R","R","1270","3.11","304","3.24","1003","55.2%","162","","252","57.9%","414","56.3%","586","54.6%","1.7pp"
"Hobbit's Sting","W","C","17735","4.93","3192","6.54","12819","55.4%","2072","52.9%","3230","58.4%","5302","56.2%","7499","54.8%","1.4pp"
"Gorbag of Minas Morgul","B","U","5104","3.69","1103","4.90","4813","56.3%","882","56.1%","1199","56.1%","2081","56.1%","2725","56.6%","-0.4pp"
"Gimli, Counter of Kills","R","U","5628","4.18","980","5.49","3679","56.0%","606","55.0%","889","56.9%","1495","56.1%","2182","55.8%","0.3pp"
"Mirkwood Bats","B","C","17095","4.77","3271","6.46","13237","56.5%","2197","55.2%","3460","56.6%","5657","56.1%","7577","56.7%","-0.6pp"
"Flame of Anor","UR","R","1323","3.04","500","3.10","1693","53.2%","270","55.9%","595","56.1%","865","56.1%","878","50.5%","5.6pp"
"Saruman the White","U","U","4305","3.45","1263","3.90","5251","53.2%","831","56.4%","1591","55.8%","2422","56.0%","2792","50.6%","5.5pp"
"Scroll of Isildur","U","R","1260","2.90","413","3.04","1502","51.7%","234","48.7%","451","59.6%","685","55.9%","807","47.8%","8.1pp"
"Generous Ent","G","C","19154","5.51","2853","7.55","10827","53.8%","1804","55.3%","2700","56.3%","4504","55.9%","6288","52.1%","3.8pp"
"One Ring to Rule Them All","B","R","878","2.03","409","1.98","1656","55.1%","294","56.5%","395","55.4%","689","55.9%","961","54.6%","1.2pp"
"Orcish Medicine","B","C","20984","6.19","2814","9.04","6571","56.1%","1080","56.1%","1655","55.5%","2735","55.7%","3838","56.3%","-0.6pp"
"Mirrormere Guardian","G","C","21807","6.81","2468","9.74","6131","53.5%","1086","55.2%","1486","56.1%","2572","55.7%","3535","51.8%","3.9pp"
"Fall of Gil-galad","G","R","876","2.11","344","2.15","1422","50.9%","264","53.8%","334","57.2%","598","55.7%","819","47.3%","8.4pp"
"Dúnedain Blade","W","C","22350","7.19","2755","10.27","4963","56.3%","797","56.2%","1213","55.3%","2010","55.7%","2954","56.6%","-0.9pp"
"Escape from Orthanc","W","C","23078","7.57","3192","10.42","5137","54.9%","811","55.4%","1188","55.8%","1999","55.6%","3135","54.5%","1.1pp"
"Soldier of the Grey Host","W","C","21918","6.75","2407","9.93","3623","54.3%","596","53.0%","907","57.1%","1503","55.5%","2121","53.6%","1.9pp"
"Ent's Fury","G","C","18446","5.35","2851","7.16","10657","53.3%","1632","50.9%","2736","58.2%","4368","55.5%","6250","51.7%","3.7pp"
"Doors of Durin","RG","R","1304","3.26","325","3.46","926","52.5%","162","","213","54.0%","375","55.5%","546","50.7%","4.7pp"
"Great Hall of the Citadel","","C","22461","6.94","2803","9.85","6188","53.3%","1077","55.2%","1563","55.7%","2640","55.5%","3540","51.8%","3.7pp"
"Mordor Trebuchet","B","C","18572","5.38","3156","7.52","10846","56.0%","1876","54.4%","2658","56.2%","4534","55.4%","6302","56.4%","-1.0pp"
"Olog-hai Crusher","R","C","22404","7.18","3063","10.25","5271","56.8%","857","55.4%","1236","55.4%","2093","55.4%","3183","57.8%","-2.4pp"
"Strider, Ranger of the North","RG","U","6263","4.92","924","6.70","2180","54.0%","364","54.1%","524","56.3%","888","55.4%","1282","53.0%","2.4pp"
"Glamdring","","M","375","1.75","176","1.70","779","","119","","224","60.7%","343","55.4%","436","56.7%","-1.3pp"
"Pippin, Guard of the Citadel","WU","R","1164","2.98","350","3.06","911","52.3%","159","","278","55.4%","437","55.4%","457","49.5%","5.9pp"
"Arwen's Gift","U","C","20416","6.13","3305","8.47","9396","53.1%","1500","51.0%","2941","57.6%","4441","55.4%","4981","51.1%","4.3pp"
"Enraged Huorn","G","C","21541","6.57","2397","9.56","6035","53.2%","939","54.0%","1505","56.0%","2444","55.2%","3564","51.4%","3.8pp"
"Rush the Room","R","C","23667","8.37","2764","11.90","1318","55.3%","174","","308","55.8%","482","55.2%","835","55.3%","-0.1pp"
"Wose Pathfinder","G","C","17371","4.87","2701","6.47","10840","53.1%","2012","56.9%","2523","53.6%","4535","55.1%","6270","51.6%","3.4pp"
"Eagles of the North","W","C","19272","5.37","3357","7.35","12729","55.2%","2210","52.6%","3168","56.8%","5378","55.1%","7325","55.2%","-0.2pp"
"Elrond, Lord of Rivendell","U","U","4049","3.19","1110","3.69","4733","52.9%","843","52.7%","1377","56.5%","2220","55.0%","2488","50.6%","4.4pp"
"Stalwarts of Osgiliath","W","C","21270","6.51","2437","9.60","4551","52.8%","658","52.3%","1217","56.5%","1875","55.0%","2675","51.2%","3.9pp"
"Stern Scolding","U","U","6988","5.39","1539","6.63","5345","53.6%","942","56.4%","1559","54.2%","2501","55.0%","2835","52.2%","2.8pp"
"Bag End Porter","G","C","21471","6.64","2371","9.49","5128","52.9%","814","53.3%","1270","56.1%","2084","55.0%","3036","51.6%","3.4pp"
"Esquire of the King","W","C","21371","6.72","3003","9.38","8030","55.5%","1405","56.7%","1912","53.5%","3317","54.9%","4707","55.9%","-1.0pp"
"The Black Breath","B","C","23005","7.44","2702","11.00","1860","53.4%","318","51.6%","452","57.1%","770","54.8%","1087","52.3%","2.5pp"
"Took Reaper","W","C","20694","6.08","3253","8.32","11129","54.8%","2049","55.3%","2691","54.4%","4740","54.8%","6379","54.7%","0.1pp"
"Landroval, Horizon Witness","W","U","4615","3.47","1083","4.19","4645","54.6%","694","51.9%","1178","56.5%","1872","54.8%","2734","54.3%","0.5pp"
"Fire of Orthanc","R","C","23664","8.59","2715","12.34","758","","114","","182","","296","54.7%","462","55.2%","-0.5pp"
"Meriadoc Brandybuck","G","U","5122","3.96","1029","4.95","3896","51.7%","697","56.0%","914","53.7%","1611","54.7%","2261","49.5%","5.2pp"
"Sméagol, Helpful Guide","BG","R","869","2.13","370","2.05","1453","54.0%","236","54.7%","363","54.5%","599","54.6%","849","53.6%","1.0pp"
"Lobelia Sackville-Baggins","B","R","911","2.06","413","2.25","1836","54.2%","305","54.1%","437","54.9%","742","54.6%","1090","53.9%","0.6pp"
"You Cannot Pass!","W","U","7308","6.02","871","9.00","1184","52.5%","198","","264","55.7%","462","54.5%","720","51.4%","3.2pp"
"Barrow-Blade","","U","7185","5.65","853","8.36","1518","54.7%","254","59.8%","375","50.9%","629","54.5%","888","54.7%","-0.2pp"
"Treason of Isengard","U","C","21506","6.61","3800","8.79","10797","52.6%","1748","49.4%","3392","57.1%","5140","54.5%","5651","50.6%","3.9pp"
"Rivendell","","R","1391","2.99","357","3.47","1434","52.9%","267","52.8%","403","55.6%","670","54.5%","755","51.3%","3.2pp"
"Hithlain Knots","U","C","20679","6.25","3204","8.64","9438","52.1%","1679","50.9%","2832","56.5%","4511","54.4%","4905","50.0%","4.4pp"
"Many Partings","G","C","20976","6.39","2640","8.97","7570","52.9%","1353","55.1%","1804","53.8%","3157","54.4%","4400","51.8%","2.6pp"
"Aragorn, Company Leader","WG","R","843","2.14","338","2.04","1244","50.4%","212","52.4%","305","55.7%","517","54.4%","724","48.1%","6.3pp"
"Shagrat, Loot Bearer","BR","R","1686","3.76","284","4.96","585","","89","","145","","234","54.3%","358","56.7%","-2.4pp"
"Council's Deliberation","U","U","6198","4.72","1232","5.98","3878","52.1%","667","50.5%","1110","56.5%","1777","54.2%","2057","49.9%","4.3pp"
"Ioreth of the Healing House","U","U","6976","5.31","1110","7.29","2921","52.0%","487","55.6%","859","53.4%","1346","54.2%","1560","50.1%","4.1pp"
"Stew the Coneys","G","U","4964","3.55","1055","4.36","4552","52.6%","755","48.6%","1180","57.8%","1935","54.2%","2601","51.4%","2.8pp"
"Cast into the Fire","R","C","23064","7.75","2684","11.22","1753","54.5%","276","50.7%","473","56.2%","749","54.2%","1001","54.6%","-0.4pp"
"Dreadful as the Storm","U","C","23216","8.11","2718","11.58","1664","49.6%","273","50.2%","459","56.4%","732","54.1%","934","46.4%","7.7pp"
"Faramir, Field Commander","W","U","3277","2.54","1174","2.88","5359","53.5%","924","52.4%","1419","55.2%","2343","54.1%","3002","52.8%","1.2pp"
"The Shire","","R","1297","2.89","334","3.53","1235","52.0%","207","55.6%","298","53.0%","505","54.1%","726","50.6%","3.5pp"
"Willow-Wind","U","C","21528","6.74","2902","9.50","6570","52.5%","1072","52.3%","1918","55.0%","2990","54.0%","3516","50.7%","3.3pp"
"Ringsight","UB","U","8169","6.87","1067","10.04","753","","119","","233","54.5%","352","54.0%","402","50.0%","4.0pp"
"Prince Imrahil the Fair","WU","U","5691","4.56","1115","5.57","2990","50.0%","509","53.4%","906","54.2%","1415","53.9%","1545","46.2%","7.7pp"
"Sting, the Glinting Dagger","","R","986","2.27","256","2.35","919","53.6%","154","","232","53.0%","386","53.9%","530","53.4%","0.5pp"
"Ithilien Kingfisher","U","C","17904","4.99","3494","6.62","13460","52.1%","2345","51.5%","3939","55.3%","6284","53.9%","7075","50.4%","3.5pp"
"Banish from Edoras","W","C","18510","5.13","2652","7.40","8040","53.2%","1275","49.9%","2139","56.2%","3414","53.9%","4613","52.7%","1.2pp"
"Phial of Galadriel","","R","969","2.15","367","2.18","1521","54.9%","269","53.2%","388","54.1%","657","53.7%","858","55.8%","-2.1pp"
"Quickbeam, Upstart Ent","G","U","5039","3.81","1074","4.63","4230","52.3%","648","50.2%","1063","55.6%","1711","53.5%","2499","51.4%","2.2pp"
