"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Isolation at Orthanc","U","C","67449","6.66","12727","8.69","42690","55.2%","6917","53.7%","13169","59.8%","20086","57.7%","22538","53.0%","4.7pp"
"Shelob, Child of Ungoliant","BG","R","2450","1.90","1281","1.80","5855","54.6%","943","55.1%","1550","59.2%","2493","57.7%","3338","51.9%","5.8pp"
"Shagrat, Loot Bearer","BR","R","5554","3.92","926","5.31","1845","56.1%","285","54.4%","456","59.6%","741","57.6%","1116","54.8%","2.8pp"
"Goblin Fireleaper","R","U","18254","4.26","4413","5.49","21739","58.3%","3906","57.4%","5244","57.8%","9150","57.6%","12595","58.7%","-1.1pp"
"Erkenbrand, Lord of Westfold","R","U","15975","3.89","3832","4.70","16768","57.7%","2723","58.2%","4019","57.1%","6742","57.6%","9980","57.7%","-0.1pp"
"Rohirrim Lancer","R","C","64468","6.01","11588","8.15","46661","58.2%","8278","59.5%","11088","56.0%","19366","57.5%","27280","58.7%","-1.3pp"
"Swarming of Moria","R","C","61849","5.59","11764","7.60","48409","56.7%","8493","57.1%","12422","57.8%","20915","57.5%","27472","56.1%","1.4pp"
"The Battle of Bywater","W","R","3363","2.42","1153","2.64","4799","55.6%","873","56.0%","1200","58.5%","2073","57.5%","2726","54.2%","3.2pp"
"Soothing of Sméagol","U","C","62997","5.84","11013","7.80","41996","54.6%","7141","53.2%","13167","59.6%","20308","57.4%","21683","51.9%","5.4pp"
"Oliphaunt","R","C","63284","5.66","10795","8.01","43686","57.3%","7448","55.9%","10789","58.3%","18237","57.4%","25409","57.3%","0.1pp"
"Lórien Revealed","U","C","62363","5.78","11687","7.70","46253","54.9%","8260","53.7%","14312","59.3%","22572","57.3%","24185","52.8%","4.5pp"
"Merry, Esquire of Rohan","WR","R","4630","3.44","1120","4.11","3715","55.3%","669","62.2%","767","52.9%","1436","57.2%","2262","54.1%","3.2pp"
"Aragorn, the Uniter","WURG","M","1592","2.37","475","2.42","1420","50.4%","244","63.1%","375","53.3%","619","57.2%","789","45.5%","11.7pp"
"Gandalf, Friend of the Shire","U","U","11268","2.81","4033","3.14","19213","54.2%","3217","54.7%","5890","58.5%","9107","57.2%","10030","51.5%","5.7pp"
"Lobelia Sackville-Baggins","B","R","2911","2.09","1249","2.26","6187","55.0%","1059","55.4%","1576","58.0%","2635","57.0%","3526","53.4%","3.6pp"
"Breaking of the Fellowship","R","C","62457","5.79","8843","8.29","25949","55.7%","4244","55.0%","6786","58.1%","11030","56.9%","14907","54.8%","2.1pp"
"Rise of the Witch-king","BG","U","19098","4.84","3345","6.48","9143","54.0%","1478","53.7%","2328","58.8%","3806","56.9%","5338","51.9%","4.9pp"
"Éowyn, Lady of Rohan","W","U","12384","3.01","3396","3.62","16746","55.3%","2942","56.4%","4180","57.1%","7122","56.8%","9559","54.0%","2.8pp"
"Samwise Gamgee","WG","R","3484","2.64","974","2.74","4030","53.5%","708","58.5%","1029","55.6%","1737","56.8%","2252","50.7%","6.1pp"
"Gríma Wormtongue","B","U","14777","3.50","3640","4.37","17093","56.0%","2979","54.5%","4432","58.2%","7411","56.7%","9702","55.4%","1.3pp"
"Minas Tirith","","R","3897","2.75","1111","3.20","5257","55.7%","899","55.1%","1318","57.8%","2217","56.7%","3034","54.9%","1.8pp"
"Phial of Galadriel","","R","3035","2.19","1064","2.24","5084","55.1%","941","56.4%","1323","56.7%","2264","56.6%","2804","54.0%","2.6pp"
"Barad-dûr","","R","3329","2.29","1244","2.46","6344","57.1%","1154","56.2%","1602","56.9%","2756","56.6%","3579","57.5%","-1.0pp"
"Shire Shirriff","W","U","13488","3.20","3979","3.88","19302","55.8%","3386","54.6%","4766","57.9%","8152","56.5%","11131","55.2%","1.3pp"
"Erebor Flamesmith","R","C","62538","6.00","11638","7.96","44965","56.3%","7964","55.6%","11959","57.1%","19923","56.5%","24927","56.0%","0.5pp"
"Doors of Durin","RG","R","4208","3.37","949","3.80","2789","52.6%","464","56.0%","658","56.7%","1122","56.4%","1662","49.9%","6.5pp"
"Eastfarthing Farmer","W","C","62071","5.73","8633","8.16","28470","54.1%","4881","55.5%","7043","56.9%","11924","56.4%","16464","52.4%","3.9pp"
"Orcish Medicine","B","C","66326","6.25","9149","9.16","22242","56.0%","3624","54.7%","5562","57.4%","9186","56.3%","13052","55.8%","0.5pp"
"Fall of Gil-galad","G","R","2937","2.16","1018","2.27","4579","52.6%","798","52.9%","1171","58.6%","1969","56.3%","2600","49.7%","6.6pp"
"Mines of Moria","","R","6394","4.15","1080","5.78","4008","55.8%","731","58.5%","936","54.4%","1667","56.2%","2339","55.6%","0.6pp"
"Snarling Warg","B","C","68140","6.54","9451","9.50","20338","56.4%","3379","55.8%","5211","56.4%","8590","56.2%","11763","56.6%","-0.4pp"
"One Ring to Rule Them All","B","R","2877","2.14","1208","2.17","5291","55.2%","879","53.6%","1376","57.8%","2255","56.1%","3020","54.5%","1.7pp"
"Westfold Rider","W","C","61573","5.53","10139","7.62","43404","56.0%","7742","56.4%","10351","55.9%","18093","56.1%","25253","55.8%","0.3pp"
"Ent's Fury","G","C","58004","5.36","8293","7.27","32632","53.2%","5115","51.8%","8516","58.6%","13631","56.1%","18876","51.2%","4.9pp"
"Morgul-Knife Wound","B","C","65981","6.27","8502","9.18","19497","55.9%","3317","53.9%","4954","57.5%","8271","56.0%","11197","55.9%","0.1pp"
"Prince Imrahil the Fair","WU","U","17991","4.68","3319","5.87","9178","51.6%","1579","55.6%","2754","56.2%","4333","56.0%","4759","47.5%","8.5pp"
"Lost to Legend","W","U","21363","5.39","4107","6.88","13961","54.9%","2246","53.5%","3566","57.4%","5812","55.9%","8147","54.3%","1.6pp"
"Uglúk of the White Hand","BR","U","16997","4.21","3128","5.61","12573","57.0%","2075","56.0%","3054","55.9%","5129","55.9%","7470","57.6%","-1.7pp"
"Gandalf the Grey","UR","R","3061","2.37","1323","2.35","5499","53.5%","941","53.2%","1836","57.2%","2777","55.9%","2866","51.4%","4.5pp"
"Gimli's Fury","R","C","72763","7.83","9455","11.21","10410","56.6%","1555","55.2%","2349","56.3%","3904","55.8%","6500","57.0%","-1.2pp"
"Gimli, Counter of Kills","R","U","17433","4.16","2966","5.61","11460","55.7%","1890","54.8%","2824","56.6%","4714","55.8%","6746","55.6%","0.2pp"
"Dawn of a New Age","W","M","1295","1.83","634","1.78","2967","54.3%","469","55.9%","774","55.8%","1243","55.8%","1715","53.2%","2.6pp"
"Arwen Undómiel","UG","U","16248","4.27","2857","5.29","9913","51.1%","1776","58.1%","2851","54.4%","4627","55.8%","5220","46.8%","9.0pp"
"Hobbit's Sting","W","C","55006","4.92","9594","6.64","40640","54.9%","6508","53.4%","10154","57.2%","16662","55.7%","23942","54.3%","1.4pp"
"Stalwarts of Osgiliath","W","C","66979","6.53","8093","9.56","17145","53.8%","2641","53.2%","4630","57.1%","7271","55.7%","9868","52.5%","3.2pp"
"Grond, the Gatebreaker","B","U","17748","4.24","3923","5.43","14597","55.4%","2373","54.3%","3768","56.2%","6141","55.4%","8482","55.5%","-0.0pp"
"Enraged Huorn","G","C","67121","6.58","7376","9.67","20024","52.8%","3141","53.3%","5143","56.7%","8284","55.4%","11639","50.8%","4.6pp"
"Generous Ent","G","C","60638","5.50","8324","7.73","33427","53.2%","5852","53.0%","8447","57.0%","14299","55.4%","18965","51.3%","4.1pp"
"Meriadoc Brandybuck","G","U","16432","4.02","2888","5.13","11685","52.0%","2178","55.5%","2812","55.2%","4990","55.4%","6637","49.5%","5.8pp"
"Dreadful as the Storm","U","C","72853","8.19","8634","11.70","5778","51.7%","883","51.4%","1689","57.4%","2572","55.3%","3192","48.8%","6.5pp"
"Hithlain Knots","U","C","64799","6.26","9582","8.77","29394","52.8%","5082","50.8%","8836","57.9%","13918","55.3%","15378","50.4%","4.9pp"
"Saruman the White","U","U","13347","3.40","3689","3.94","16239","52.6%","2637","53.8%","4909","56.1%","7546","55.3%","8606","50.3%","5.0pp"
"Nasty End","B","C","65568","6.02","11041","8.48","37277","56.2%","6100","53.1%","9575","56.6%","15675","55.3%","21606","56.9%","-1.6pp"
"Eagles of the North","W","C","60708","5.38","10246","7.49","41306","55.1%","7088","53.0%","10362","56.7%","17450","55.2%","23775","55.0%","0.2pp"
"Bag End Porter","G","C","67024","6.69","7030","9.76","15482","53.4%","2524","53.0%","3880","56.5%","6404","55.2%","9031","52.0%","3.2pp"
"The Shire","","R","4516","3.11","988","3.73","3992","52.6%","700","56.6%","966","54.0%","1666","55.1%","2319","50.8%","4.3pp"
"East-Mark Cavalier","W","C","64571","6.07","9243","8.58","31906","55.3%","5619","55.9%","7612","54.5%","13231","55.1%","18643","55.5%","-0.4pp"
"Sméagol, Helpful Guide","BG","R","3002","2.32","1132","2.29","4368","52.6%","744","54.0%","1130","55.8%","1874","55.1%","2484","50.8%","4.3pp"
"Olog-hai Crusher","R","C","70017","7.08","9592","10.19","16490","56.5%","2676","55.0%","3916","55.1%","6592","55.1%","9911","57.5%","-2.5pp"
"Escape from Orthanc","W","C","72223","7.72","9896","10.74","15381","54.7%","2357","53.8%","3659","55.8%","6016","55.0%","9360","54.5%","0.6pp"
"Aragorn, Company Leader","WG","R","2828","2.27","1022","2.22","3888","51.4%","698","54.9%","951","55.1%","1649","55.0%","2217","48.5%","6.5pp"
"Mirkwood Bats","B","C","53627","4.70","9655","6.50","40465","55.4%","6623","53.3%","10412","56.1%","17035","55.0%","23410","55.6%","-0.6pp"
"Elrond, Lord of Rivendell","U","U","12833","3.26","3147","3.82","14281","52.9%","2503","53.2%","4194","56.1%","6697","55.0%","7492","50.8%","4.2pp"
"The One Ring","","M","996","1.50","518","1.48","2373","53.0%","405","53.8%","594","55.7%","999","55.0%","1368","51.5%","3.4pp"
"Elrond, Master of Healing","UG","R","3263","2.64","1025","2.58","3593","49.9%","595","55.1%","1105","54.8%","1700","54.9%","1869","45.4%","9.6pp"
"Landroval, Horizon Witness","W","U","14600","3.51","3146","4.36","14179","54.2%","2188","53.0%","3644","56.1%","5832","54.9%","8247","53.4%","1.5pp"
"Wose Pathfinder","G","C","53871","4.85","7640","6.52","33418","53.0%","6186","56.8%","7923","53.5%","14109","54.9%","19205","51.5%","3.5pp"
"Arwen's Gift","U","C","64290","6.13","9824","8.62","28936","53.0%","4709","51.1%","8864","56.9%","13573","54.9%","15420","51.4%","3.5pp"
"Stern Scolding","U","U","21397","5.44","4500","6.89","15944","53.8%","2764","55.0%","4783","54.9%","7547","54.9%","8359","52.8%","2.1pp"
"Gorbag of Minas Morgul","B","U","16351","3.80","3308","5.08","15259","55.8%","2788","55.1%","3749","54.7%","6537","54.9%","8713","56.5%","-1.6pp"
"Took Reaper","W","C","64848","6.07","9569","8.49","34288","54.6%","6223","54.3%","8460","55.3%","14683","54.9%","19573","54.4%","0.5pp"
"The Black Breath","B","C","72035","7.52","9199","11.00","6945","53.5%","1145","52.1%","1796","56.5%","2941","54.7%","3995","52.7%","2.1pp"
"Esquire of the King","W","C","68192","6.85","9365","9.67","24682","55.3%","4292","56.5%","5913","53.3%","10205","54.6%","14449","55.6%","-1.0pp"
"Friendly Rivalry","RG","U","22886","5.94","2952","8.41","5748","53.3%","879","51.5%","1370","56.6%","2249","54.6%","3493","52.4%","2.2pp"
"Banish from Edoras","W","C","57646","5.13","7774","7.45","26600","53.4%","4186","50.1%","7023","57.3%","11209","54.6%","15378","52.7%","1.9pp"
"Great Hall of the Citadel","","C","69418","6.87","9047","9.76","22196","52.9%","3821","54.7%","5673","54.4%","9494","54.5%","12667","51.6%","2.9pp"
"Mirrormere Guardian","G","C","68364","6.85","7414","9.86","19218","53.2%","3366","53.2%","4673","55.4%","8039","54.5%","11083","52.2%","2.3pp"
"Fall of Cair Andros","R","R","4209","3.15","1011","3.56","3243","54.8%","536","51.9%","850","56.1%","1386","54.5%","1843","55.1%","-0.6pp"
"Strider, Ranger of the North","RG","U","19683","5.03","2719","7.10","6589","53.0%","1045","54.9%","1570","54.1%","2615","54.5%","3951","52.0%","2.5pp"
"Mirkwood Spider","G","C","64956","6.26","6674","9.27","20560","53.0%","3724","54.4%","4858","54.2%","8582","54.3%","11853","51.8%","2.5pp"
"Goldberry, River-Daughter","U","R","5707","3.76","1142","4.71","3231","51.7%","554","53.6%","958","54.7%","1512","54.3%","1716","49.2%","5.1pp"
"Faramir, Field Commander","W","U","10488","2.59","3356","2.99","16687","53.6%","2855","53.5%","4381","54.8%","7236","54.3%","9369","52.8%","1.5pp"
"Barrow-Blade","","U","23637","5.93","2701","8.87","4401","54.8%","719","56.7%","1054","52.3%","1773","54.1%","2626","55.3%","-1.2pp"
"Dúnedain Rangers","G","U","17004","4.18","2821","5.42","10938","52.7%","1841","52.9%","2830","54.8%","4671","54.1%","6224","51.4%","2.6pp"
"Meneldor, Swift Savior","U","U","14050","3.47","3288","4.17","13535","52.1%","2255","49.4%","4023","56.6%","6278","54.0%","7192","50.1%","3.9pp"
"Ithilien Kingfisher","U","C","56229","4.99","10089","6.72","40516","51.9%","7138","50.8%","11860","55.9%","18998","53.9%","21234","50.1%","3.8pp"
"Mordor Trebuchet","B","C","58291","5.30","9449","7.51","33249","54.6%","5784","52.4%","8260","54.9%","14044","53.9%","19185","55.2%","-1.3pp"
"Isildur's Fateful Strike","B","R","3093","2.28","1217","2.36","5539","54.2%","892","52.4%","1470","54.8%","2362","53.9%","3188","54.5%","-0.6pp"
"Dúnedain Blade","W","C","70213","7.35","8628","10.49","15367","55.7%","2433","54.0%","3676","53.8%","6109","53.9%","9261","56.9%","-3.0pp"
"Many Partings","G","C","65973","6.53","7657","9.33","22256","52.1%","4019","53.7%","5451","54.0%","9470","53.9%","12746","50.9%","3.0pp"
