"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Soldier of the Grey Host","W","C","106583","7.02","11495","10.45","15257","52.1%","2452","52.5%","3772","53.8%","6224","53.3%","9013","51.1%","2.2pp"
"Stalwarts of Osgiliath","W","C","102624","6.55","12505","9.56","27675","54.1%","4260","52.8%","7442","57.0%","11702","55.5%","15980","53.0%","2.5pp"
"Tale of Tinúviel","W","U","29598","4.91","4020","6.79","10511","51.8%","1593","48.1%","2715","53.5%","4308","51.5%","6187","51.9%","-0.4pp"
"Took Reaper","W","C","99318","6.08","14369","8.56","51818","54.4%","9374","53.7%","12803","54.6%","22177","54.2%","29594","54.5%","-0.3pp"
"War of the Last Alliance","W","R","5784","2.84","1593","3.15","6111","55.7%","985","59.2%","1534","59.5%","2519","59.3%","3583","53.1%","6.2pp"
"Westfold Rider","W","C","93714","5.49","15161","7.59","64954","55.6%","11678","55.9%","15681","55.4%","27359","55.6%","37522","55.6%","0.0pp"
"You Cannot Pass!","W","U","35807","6.20","4261","9.24","6492","51.7%","1028","51.3%","1643","52.8%","2671","52.2%","3810","51.4%","0.8pp"
"Arwen's Gift","U","C","97604","6.07","14970","8.52","45398","52.8%","7442","51.0%","14163","57.0%","21605","54.9%","23925","51.0%","3.9pp"
"The Bath Song","U","U","26674","4.31","6812","5.18","28618","55.1%","4738","55.6%","8876","60.9%","13614","59.1%","14878","51.6%","7.5pp"
"Bewitching Leechcraft","U","C","102480","6.79","11651","10.02","21135","51.0%","3607","48.3%","6193","54.4%","9800","52.2%","11160","49.8%","2.4pp"
"Bill Ferny, Bree Swindler","U","U","35413","5.90","4911","8.52","11411","49.9%","2019","49.1%","3234","50.9%","5253","50.2%","6125","49.7%","0.5pp"
"Birthday Escape","U","C","85315","5.02","18640","6.45","85327","55.8%","15271","57.0%","27304","60.3%","42575","59.1%","42969","52.5%","6.6pp"
"Borne Upon a Wind","U","R","11364","5.20","1576","7.70","1464","46.4%","240","43.8%","405","48.1%","645","46.5%","818","46.0%","0.5pp"
"Captain of Umbar","U","C","109124","7.59","12741","11.05","15279","49.0%","2541","47.3%","4397","51.2%","6938","49.8%","8302","48.3%","1.5pp"
"Council's Deliberation","U","U","30287","4.89","5494","6.43","17208","51.3%","3030","50.0%","5020","54.1%","8050","52.6%","9009","50.0%","2.6pp"
"Deceive the Messenger","U","C","105896","6.99","17772","9.44","47160","55.5%","7963","56.0%","14223","59.2%","22186","58.1%","24810","53.0%","5.0pp"
"Dreadful as the Storm","U","C","111572","8.20","13788","11.62","10452","52.4%","1605","52.5%","3172","57.7%","4777","56.0%","5657","49.3%","6.7pp"
"Elrond, Lord of Rivendell","U","U","19774","3.29","4640","3.92","21173","52.7%","3689","53.3%","6237","55.8%","9926","54.9%","11123","50.5%","4.4pp"
"Gandalf, Friend of the Shire","U","U","17110","2.78","6115","3.12","29866","54.2%","5013","54.2%","9333","58.2%","14346","56.8%","15415","51.7%","5.1pp"
"Glorious Gale","U","C","88632","5.25","18004","6.84","79611","55.4%","13945","57.3%","24383","59.5%","38328","58.7%","41173","52.3%","6.4pp"
"Goldberry, River-Daughter","U","R","8838","3.86","1742","4.95","4875","51.4%","822","53.6%","1440","53.8%","2262","53.8%","2612","49.2%","4.5pp"
"Grey Havens Navigator","U","C","100926","6.57","12336","9.60","28706","50.7%","4828","50.3%","8221","53.3%","13049","52.2%","15462","49.4%","2.8pp"
"Hithlain Knots","U","C","98630","6.23","14649","8.72","46450","53.0%","8035","50.9%","14091","58.2%","22126","55.5%","24175","50.7%","4.8pp"
"Horses of the Bruinen","U","U","30578","4.86","6521","6.16","25953","55.4%","4078","54.9%","8300","62.5%","12378","60.0%","13664","51.3%","8.8pp"
"Ioreth of the Healing House","U","U","33366","5.40","5164","7.54","14266","51.7%","2381","51.2%","4220","54.3%","6601","53.2%","7632","50.4%","2.8pp"
"Isolation at Orthanc","U","C","103119","6.64","19215","8.74","65340","55.3%","10636","53.5%","20441","59.9%","31077","57.7%","34210","53.0%","4.7pp"
"Ithilien Kingfisher","U","C","86442","5.03","14818","6.87","59000","52.0%","10364","50.6%","17335","55.8%","27699","53.9%","30895","50.3%","3.6pp"
"Knights of Dol Amroth","U","C","105965","7.27","11356","10.79","15025","47.8%","2373","44.5%","4632","51.3%","7005","49.0%","7960","46.7%","2.3pp"
"Lórien Revealed","U","C","94002","5.66","18308","7.49","76062","54.8%","13386","53.9%","24231","59.1%","37617","57.3%","39368","52.6%","4.7pp"
"Lost Isle Calling","U","R","10272","4.87","1324","7.22","973","40.2%","179","","225","40.9%","404","35.9%","565","43.5%","-7.6pp"
"Meneldor, Swift Savior","U","U","21542","3.48","4935","4.25","20336","51.8%","3396","50.0%","6035","56.1%","9431","53.9%","10814","49.8%","4.1pp"
"Nimrodel Watcher","U","C","101480","6.79","12421","9.72","26429","49.2%","4719","48.9%","7017","51.7%","11736","50.6%","14522","48.0%","2.6pp"
"Pelargir Survivor","U","C","103119","6.69","17694","8.89","65007","55.6%","11490","57.9%","19730","58.0%","31220","57.9%","33737","53.5%","4.5pp"
"Press the Enemy","U","R","8595","4.01","1468","5.24","4109","50.0%","650","47.8%","1244","54.1%","1894","52.0%","2228","47.9%","4.0pp"
"Rangers of Ithilien","U","R","3799","1.85","2170","1.79","10949","56.7%","1870","61.1%","3403","64.3%","5273","63.1%","5628","50.8%","12.3pp"
"Saruman the White","U","U","20364","3.37","5497","3.95","24779","52.8%","4040","53.5%","7615","56.1%","11655","55.2%","13000","50.6%","4.6pp"
"Saruman's Trickery","U","U","25561","4.08","7244","4.77","34017","57.0%","5706","60.7%","10978","63.9%","16684","62.8%","17440","51.8%","11.0pp"
"Scroll of Isildur","U","R","6105","2.90","1958","3.21","8457","55.0%","1462","56.4%","2587","61.9%","4049","59.9%","4369","50.5%","9.4pp"
"Soothing of Sméagol","U","C","94972","5.75","17003","7.70","67641","54.7%","11662","53.1%","21322","60.0%","32984","57.6%","34667","51.9%","5.7pp"
"Stern Scolding","U","U","32432","5.36","6853","6.83","25333","53.8%","4453","55.3%","7717","55.4%","12170","55.4%","13121","52.3%","3.1pp"
"Storm of Saruman","U","M","3365","3.17","714","3.84","1864","45.5%","279","41.2%","575","47.0%","854","45.1%","994","45.7%","-0.6pp"
"Surrounded by Orcs","U","C","102661","6.90","14397","9.72","30727","50.0%","5057","47.7%","9664","52.7%","14721","51.0%","16132","49.2%","1.8pp"
"Treason of Isengard","U","C","101307","6.53","16850","8.86","50232","52.5%","8082","49.7%","16006","55.1%","24088","53.3%","26224","51.6%","1.7pp"
"The Watcher in the Water","U","M","3121","3.10","638","3.52","1148","44.3%","205","37.6%","352","44.3%","557","41.8%","584","46.4%","-4.6pp"
"Willow-Wind","U","C","103610","6.80","12825","9.86","27931","51.0%","4416","49.5%","8345","54.8%","12761","53.0%","14929","49.1%","3.9pp"
"Bitter Downfall","B","U","14460","2.34","7540","2.54","43136","58.3%","7145","59.0%","11815","63.3%","18960","61.7%","24330","55.6%","6.1pp"
"The Black Breath","B","C","109461","7.49","14314","10.89","13072","54.5%","2096","52.7%","3441","58.1%","5537","56.1%","7520","53.3%","2.7pp"
"Call of the Ring","B","R","3067","1.57","2262","1.54","12496","58.0%","2167","66.0%","3307","59.8%","5474","62.3%","6982","54.7%","7.6pp"
"Cirith Ungol Patrol","B","C","101663","6.20","17108","8.67","58414","57.0%","9007","55.1%","15340","58.5%","24347","57.3%","34151","56.8%","0.5pp"
"Claim the Precious","B","C","42905","2.54","20302","2.83","117116","59.0%","19701","60.1%","31996","64.2%","51697","62.6%","65697","56.1%","6.5pp"
"Dunland Crebain","B","C","61789","3.39","23204","4.04","135004","59.5%","24056","62.1%","35352","62.8%","59408","62.5%","75275","57.2%","5.3pp"
"Easterling Vanguard","B","C","80011","4.34","19801","5.69","110347","58.5%","19696","59.5%","28111","59.2%","47807","59.3%","62483","58.0%","1.3pp"
"Gollum, Patient Plotter","B","U","16437","2.59","7448","2.91","42267","59.1%","7736","62.1%","11016","61.0%","18752","61.5%","23457","57.2%","4.3pp"
"Gollum's Bite","B","U","16950","2.67","7936","2.98","44916","59.0%","7948","60.9%","11833","62.7%","19781","62.0%","25132","56.6%","5.4pp"
"Gorbag of Minas Morgul","B","U","25547","3.89","4947","5.25","22494","55.3%","4050","54.2%","5567","55.3%","9617","54.8%","12863","55.6%","-0.8pp"
"Gothmog, Morgul Lieutenant","B","U","15726","2.52","6589","2.82","37042","58.1%","6243","60.1%","9924","62.0%","16167","61.2%","20820","55.7%","5.5pp"
"Gríma Wormtongue","B","U","22475","3.49","5432","4.41","25637","55.5%","4424","54.0%","6746","57.5%","11170","56.1%","14492","55.0%","1.1pp"
"Grond, the Gatebreaker","B","U","27353","4.29","5736","5.60","21237","55.1%","3423","55.0%","5528","55.4%","8951","55.3%","12326","55.1%","0.2pp"
"Haunt of the Dead Marshes","B","C","93006","5.41","17626","7.41","74857","57.5%","13220","58.3%","19345","59.1%","32565","58.8%","42185","56.5%","2.3pp"
"Isildur's Fateful Strike","B","R","4822","2.31","1779","2.42","8125","54.1%","1328","51.9%","2169","55.3%","3497","54.0%","4637","54.2%","-0.2pp"
"Lash of the Balrog","B","C","73472","4.05","18155","5.31","94276","57.1%","15214","54.5%","25190","60.0%","40404","57.9%","53920","56.4%","1.5pp"
"Lobelia Sackville-Baggins","B","R","4516","2.11","1862","2.27","9298","54.2%","1586","53.3%","2447","56.6%","4033","55.3%","5229","53.1%","2.1pp"
"March from the Black Gate","B","U","16480","2.63","6481","2.98","35746","57.8%","6496","63.4%","9139","56.1%","15635","59.2%","20034","56.7%","2.5pp"
"Mirkwood Bats","B","C","81824","4.68","14157","6.53","59042","55.0%","9723","52.6%","15281","55.6%","25004","54.4%","34011","55.2%","-0.8pp"
"Mordor Muster","B","C","78241","4.30","21284","5.57","116131","58.1%","21124","59.6%","30465","59.1%","51589","59.3%","64595","57.2%","2.0pp"
"Mordor Trebuchet","B","C","89468","5.29","13795","7.60","47996","54.4%","8237","52.6%","11969","54.2%","20206","53.6%","27756","54.9%","-1.3pp"
"Morgul-Knife Wound","B","C","100411","6.26","12752","9.23","29051","55.7%","4980","53.3%","7439","57.3%","12419","55.7%","16587","55.7%","-0.0pp"
"Nasty End","B","C","99232","5.95","16709","8.43","57537","55.7%","9375","52.2%","14895","56.4%","24270","54.8%","33251","56.4%","-1.6pp"
"Nazgûl","B","U","14147","2.33","7311","2.50","41719","59.8%","7436","64.3%","11373","64.1%","18809","64.2%","22904","56.3%","7.9pp"
"Oath of the Grey Host","B","U","23150","3.59","6735","4.36","31787","56.7%","5382","56.1%","8336","58.7%","13718","57.7%","18044","56.0%","1.7pp"
"One Ring to Rule Them All","B","R","4489","2.16","1814","2.22","8095","54.6%","1324","53.0%","2156","57.7%","3480","55.9%","4595","53.7%","2.2pp"
"Orcish Bowmasters","B","R","2914","1.43","2377","1.41","13791","62.2%","2457","73.1%","3636","69.8%","6093","71.1%","7641","55.0%","16.2pp"
"Orcish Medicine","B","C","101386","6.25","13978","9.21","34196","55.8%","5585","53.9%","8653","57.6%","14238","56.2%","19958","55.6%","0.6pp"
"Sam's Desperate Rescue","B","C","99013","5.95","19115","8.05","74470","58.3%","11897","56.5%","19590","61.3%","31487","59.4%","42956","57.4%","2.0pp"
"Sauron, the Necromancer","B","R","2976","1.47","2053","1.45","11031","55.9%","1812","57.2%","2982","59.4%","4794","58.6%","6246","53.8%","4.8pp"
"Shadow of the Enemy","B","M","3325","3.33","644","4.06","1649","51.7%","258","42.2%","469","53.1%","727","49.2%","919","53.3%","-4.1pp"
"Shelob's Ambush","B","C","102689","6.37","19104","8.63","66400","59.2%","10520","59.7%","16867","61.8%","27387","61.0%","38992","58.0%","2.9pp"
"Snarling Warg","B","C","104111","6.55","14293","9.57","30022","55.9%","4912","55.1%","7781","55.8%","12693","55.5%","17339","56.2%","-0.6pp"
"The Torment of Gollum","B","C","92689","5.55","23060","6.94","106914","59.7%","17515","61.7%","29040","62.0%","46555","61.9%","60387","58.1%","3.8pp"
"Troll of Khazad-dûm","B","C","83829","4.66","18161","6.35","93295","57.8%","16050","57.5%","24706","60.1%","40756","59.1%","52507","56.9%","2.2pp"
"Uruk-hai Berserker","B","C","81183","4.48","19102","5.91","101796","58.1%","17764","58.8%","26615","60.0%","44379","59.5%","57332","57.1%","2.5pp"
"Voracious Fell Beast","B","U","16859","2.69","7718","2.96","43621","59.7%","6878","59.5%","11647","65.4%","18525","63.2%","24983","57.1%","6.1pp"
"Witch-king of Angmar","B","M","1304","1.20","1133","1.19","6647","60.1%","1162","69.0%","1861","66.7%","3023","67.6%","3589","53.1%","14.5pp"
"Battle-Scarred Goblin","R","C","97703","5.87","17295","8.09","72659","58.0%","12945","58.8%","17239","56.7%","30184","57.6%","42490","58.3%","-0.7pp"
"Book of Mazarbul","R","U","20789","3.27","6833","3.82","36910","59.2%","6481","61.5%","8872","60.5%","15353","60.9%","21539","58.0%","2.9pp"
"Breaking of the Fellowship","R","C","95587","5.77","13994","8.28","42954","55.6%","6957","55.0%","11296","58.1%","18253","56.9%","24681","54.6%","2.3pp"
"Cast into the Fire","R","C","110927","7.81","13783","11.26","9888","53.4%","1648","49.6%","2526","56.7%","4174","53.9%","5704","53.0%","0.9pp"
"Display of Power","R","R","12044","5.34","1631","8.09","1282","49.1%","181","","345","49.3%","526","44.9%","751","51.9%","-7.1pp"
"Éomer, Marshal of Rohan","R","R","3952","1.93","1970","1.98","10413","57.7%","1758","58.8%","2567","59.1%","4325","59.0%","6076","56.7%","2.2pp"
"Éomer of the Riddermark","R","U","18265","2.90","7028","3.25","39261","60.2%","6432","64.1%","9811","65.1%","16243","64.7%","22965","56.9%","7.8pp"
"Erebor Flamesmith","R","C","94514","5.90","17731","7.90","70267","56.0%","12461","55.5%","18945","57.0%","31406","56.4%","38676","55.6%","0.8pp"
"Erkenbrand, Lord of Westfold","R","U","24093","3.83","5951","4.62","26748","57.2%","4367","57.0%","6428","57.0%","10795","57.0%","15894","57.0%","-0.0pp"
"Fall of Cair Andros","R","R","6581","3.15","1544","3.63","5122","53.6%","861","51.5%","1377","54.9%","2238","53.6%","2857","53.6%","0.0pp"
"Fear, Fire, Foes!","R","U","16176","2.59","8427","2.79","48808","60.1%","8398","63.1%","13020","65.5%","21418","64.6%","27559","56.6%","8.0pp"
