"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Took Reaper","W","C","136359","6.09","19462","8.62","70121","54.2%","12616","53.6%","17502","54.5%","30118","54.1%","39941","54.3%","-0.2pp"
"War of the Last Alliance","W","R","8203","2.89","2188","3.29","8630","56.0%","1394","59.5%","2184","59.8%","3578","59.7%","5039","53.4%","6.3pp"
"Westfold Rider","W","C","128226","5.48","20514","7.60","88374","55.5%","15922","55.6%","21552","55.4%","37474","55.5%","50812","55.5%","0.0pp"
"You Cannot Pass!","W","U","49509","6.24","5870","9.35","8935","51.4%","1402","50.0%","2275","52.7%","3677","51.7%","5252","51.3%","0.4pp"
"Arwen's Gift","U","C","134192","6.07","20885","8.53","64754","53.3%","10557","51.6%","20361","57.3%","30918","55.3%","34047","51.5%","3.8pp"
"The Bath Song","U","U","35879","4.20","9853","4.98","43675","55.3%","7315","55.7%","13714","60.9%","21029","59.1%","22457","51.8%","7.3pp"
"Bewitching Leechcraft","U","C","141482","6.85","15976","10.15","27684","51.0%","4700","48.5%","8089","54.9%","12789","52.5%","14652","49.5%","3.0pp"
"Bill Ferny, Bree Swindler","U","U","49117","5.95","6698","8.67","14968","50.3%","2627","49.6%","4279","52.0%","6906","51.1%","8019","49.6%","1.5pp"
"Birthday Escape","U","C","114426","4.89","26656","6.20","126240","56.0%","22572","57.2%","40967","60.5%","63539","59.3%","63088","52.6%","6.7pp"
"Borne Upon a Wind","U","R","15936","5.26","2190","7.89","2013","46.8%","334","44.0%","563","50.6%","897","48.2%","1117","45.7%","2.4pp"
"Captain of Umbar","U","C","149956","7.62","17643","11.09","20573","49.5%","3427","48.0%","5966","51.4%","9393","50.1%","11122","49.0%","1.2pp"
"Council's Deliberation","U","U","41962","4.91","7439","6.57","22958","51.3%","4018","50.5%","6757","54.1%","10775","52.8%","11997","49.7%","3.1pp"
"Deceive the Messenger","U","C","144184","6.89","25314","9.24","74078","55.9%","12476","56.1%","22769","59.7%","35245","58.4%","38543","53.4%","5.0pp"
"Dreadful as the Storm","U","C","153176","8.16","19983","11.44","19544","54.2%","2987","52.1%","6053","59.9%","9040","57.3%","10464","51.4%","5.9pp"
"Elrond, Lord of Rivendell","U","U","27623","3.33","6327","4.02","28986","52.8%","5071","53.8%","8552","56.1%","13623","55.2%","15202","50.6%","4.7pp"
"Gandalf, Friend of the Shire","U","U","23599","2.79","8486","3.13","42027","54.2%","7074","54.3%","13269","58.2%","20343","56.8%","21538","51.7%","5.2pp"
"Glorious Gale","U","C","120789","5.18","25605","6.72","116697","55.7%","20269","57.5%","36323","59.9%","56592","59.0%","59958","52.5%","6.5pp"
"Goldberry, River-Daughter","U","R","12475","3.94","2426","5.06","7090","52.7%","1195","54.1%","2164","54.5%","3359","54.3%","3735","51.1%","3.3pp"
"Grey Havens Navigator","U","C","139288","6.62","16897","9.74","37695","51.3%","6448","50.8%","10761","54.2%","17209","52.9%","20246","49.9%","3.1pp"
"Hithlain Knots","U","C","135289","6.20","20728","8.68","67354","53.6%","11647","51.6%","20705","58.9%","32352","56.3%","34820","51.0%","5.3pp"
"Horses of the Bruinen","U","U","41298","4.77","9406","5.95","39748","56.0%","6272","56.1%","12874","63.0%","19146","60.7%","20752","51.7%","9.0pp"
"Ioreth of the Healing House","U","U","46134","5.45","7166","7.64","20051","51.9%","3370","51.8%","5949","54.4%","9319","53.5%","10702","50.6%","2.9pp"
"Isolation at Orthanc","U","C","141998","6.63","26893","8.78","92170","55.5%","14958","53.6%","29342","60.0%","44300","57.9%","47826","53.2%","4.6pp"
"Ithilien Kingfisher","U","C","120159","5.11","19857","7.06","77638","52.1%","13503","50.6%","23184","55.8%","36687","53.9%","40479","50.4%","3.5pp"
"Knights of Dol Amroth","U","C","146165","7.32","15675","10.89","19623","48.4%","3063","45.5%","6056","51.8%","9119","49.7%","10420","47.2%","2.5pp"
"Lórien Revealed","U","C","126947","5.51","25903","7.22","113658","55.4%","20090","54.9%","36790","59.7%","56880","58.0%","58123","53.1%","4.9pp"
"Lost Isle Calling","U","R","14579","4.98","1880","7.54","1172","40.3%","203","29.1%","277","39.7%","480","35.2%","687","44.0%","-8.8pp"
"Meneldor, Swift Savior","U","U","29952","3.50","6722","4.32","28233","51.9%","4708","50.9%","8448","55.9%","13156","54.1%","14937","49.7%","4.4pp"
"Nimrodel Watcher","U","C","139421","6.87","16946","9.90","34094","49.4%","6096","49.3%","9016","52.0%","15112","50.9%","18761","48.1%","2.8pp"
"Pelargir Survivor","U","C","139743","6.53","26016","8.52","102741","56.0%","18222","58.2%","31721","58.5%","49943","58.4%","52716","53.8%","4.6pp"
"Press the Enemy","U","R","12213","4.12","2054","5.47","5608","50.7%","892","47.3%","1687","54.9%","2579","52.3%","3026","49.0%","3.3pp"
"Rangers of Ithilien","U","R","5170","1.87","3031","1.81","15631","57.1%","2620","61.4%","4849","64.7%","7469","63.5%","8057","51.2%","12.4pp"
"Saruman the White","U","U","28062","3.37","7370","3.96","33462","52.8%","5443","53.3%","10333","56.0%","15776","55.1%","17549","50.7%","4.4pp"
"Saruman's Trickery","U","U","34291","3.99","10344","4.63","50149","57.1%","8393","60.6%","16289","63.8%","24682","62.7%","25641","52.1%","10.6pp"
"Scroll of Isildur","U","R","8418","2.88","2844","3.17","12876","56.0%","2205","57.3%","4015","62.4%","6220","60.6%","6592","51.6%","9.0pp"
"Soothing of Sméagol","U","C","129374","5.68","24005","7.59","99434","55.2%","17119","54.1%","31780","60.6%","48899","58.3%","50614","52.1%","6.2pp"
"Stern Scolding","U","U","44315","5.29","9488","6.76","36223","53.9%","6367","55.1%","11055","55.5%","17422","55.3%","18723","52.5%","2.8pp"
"Storm of Saruman","U","M","4770","3.32","977","4.09","2406","45.9%","369","42.0%","742","47.0%","1111","45.4%","1270","46.1%","-0.8pp"
"Surrounded by Orcs","U","C","141315","6.89","19558","9.78","39996","50.0%","6555","47.4%","12577","53.0%","19132","51.1%","20996","49.0%","2.1pp"
"Treason of Isengard","U","C","139175","6.49","23223","8.87","70256","52.5%","11362","49.3%","22514","55.2%","33876","53.2%","36451","51.7%","1.5pp"
"The Watcher in the Water","U","M","4529","3.18","871","3.86","1505","44.4%","253","37.5%","471","45.0%","724","42.4%","774","46.0%","-3.6pp"
"Willow-Wind","U","C","142869","6.86","17644","10.00","36304","51.2%","5701","50.0%","10863","54.6%","16564","53.0%","19443","49.3%","3.7pp"
"Bitter Downfall","B","U","19347","2.29","10142","2.50","58438","58.2%","9614","58.6%","16258","63.2%","25872","61.5%","32752","55.5%","6.0pp"
"The Black Breath","B","C","149931","7.42","20093","10.74","22281","55.0%","3554","54.0%","5968","58.4%","9522","56.8%","12720","53.5%","3.2pp"
"Call of the Ring","B","R","4124","1.54","3079","1.51","17318","57.6%","3065","65.1%","4537","59.8%","7602","61.9%","9661","54.3%","7.6pp"
"Cirith Ungol Patrol","B","C","138939","6.11","23293","8.57","82103","56.8%","12667","54.6%","21748","58.3%","34415","56.9%","47800","56.7%","0.2pp"
"Claim the Precious","B","C","56865","2.47","27518","2.74","159783","58.9%","27056","60.2%","44225","64.1%","71281","62.6%","88955","55.9%","6.7pp"
"Dunland Crebain","B","C","81468","3.28","31423","3.88","184195","59.2%","32736","61.6%","48660","62.4%","81396","62.1%","102331","56.9%","5.2pp"
"Easterling Vanguard","B","C","107824","4.24","26847","5.57","150770","58.3%","26920","59.2%","38783","59.0%","65703","59.1%","84996","57.6%","1.5pp"
"Gollum, Patient Plotter","B","U","22033","2.54","10137","2.84","58092","58.8%","10633","61.6%","15323","61.2%","25956","61.4%","32063","56.8%","4.6pp"
"Gollum's Bite","B","U","22823","2.61","10816","2.90","61482","59.0%","10951","60.6%","16332","62.6%","27283","61.8%","34171","56.7%","5.1pp"
"Gorbag of Minas Morgul","B","U","35768","3.95","6651","5.40","30303","54.9%","5502","54.1%","7522","55.2%","13024","54.7%","17264","55.0%","-0.3pp"
"Gothmog, Morgul Lieutenant","B","U","21145","2.47","8943","2.76","50745","58.0%","8559","59.9%","13733","61.9%","22292","61.2%","28379","55.6%","5.6pp"
"Gríma Wormtongue","B","U","30946","3.48","7302","4.42","34649","55.3%","5946","54.3%","9184","56.6%","15130","55.7%","19556","54.8%","0.9pp"
"Grond, the Gatebreaker","B","U","37478","4.30","7488","5.68","27487","54.9%","4426","54.3%","7234","55.2%","11660","54.9%","15888","55.0%","-0.2pp"
"Haunt of the Dead Marshes","B","C","125954","5.29","24043","7.28","105685","57.4%","18792","58.3%","27469","58.8%","46261","58.6%","59271","56.4%","2.2pp"
"Isildur's Fateful Strike","B","R","6775","2.34","2355","2.50","10767","53.8%","1720","51.6%","2880","55.1%","4600","53.8%","6170","53.9%","-0.1pp"
"Lash of the Balrog","B","C","99233","3.98","24486","5.22","128708","56.9%","20835","54.5%","34750","59.8%","55585","57.8%","73191","56.1%","1.7pp"
"Lobelia Sackville-Baggins","B","R","6389","2.15","2489","2.32","12506","54.4%","2128","52.8%","3298","57.0%","5426","55.3%","7036","53.5%","1.8pp"
"March from the Black Gate","B","U","22121","2.59","8713","2.93","48300","57.4%","8753","63.1%","12488","55.9%","21241","58.9%","26960","56.3%","2.6pp"
"Mirkwood Bats","B","C","112564","4.68","18664","6.61","77101","54.7%","12677","52.3%","19960","55.7%","32637","54.4%","44436","54.9%","-0.6pp"
"Mordor Muster","B","C","105216","4.18","28723","5.42","158863","58.0%","28741","59.4%","42144","59.0%","70885","59.1%","88063","57.0%","2.2pp"
"Mordor Trebuchet","B","C","122279","5.24","18234","7.60","63428","54.2%","10901","52.4%","15895","54.4%","26796","53.6%","36602","54.7%","-1.1pp"
"Morgul-Knife Wound","B","C","137563","6.24","17261","9.29","39745","55.7%","6778","54.1%","10315","57.6%","17093","56.2%","22590","55.3%","0.9pp"
"Nasty End","B","C","135364","5.87","22696","8.34","80448","55.7%","13151","52.6%","21096","56.3%","34247","54.9%","46184","56.4%","-1.5pp"
"Nazgûl","B","U","18411","2.24","10001","2.38","57846","59.6%","10313","63.7%","15900","63.7%","26213","63.7%","31627","56.2%","7.5pp"
"Oath of the Grey Host","B","U","31651","3.57","8977","4.39","42465","56.5%","7097","56.0%","11151","57.9%","18248","57.2%","24189","55.9%","1.3pp"
"One Ring to Rule Them All","B","R","6335","2.19","2412","2.27","10731","53.9%","1777","51.4%","2883","57.3%","4660","55.1%","6042","53.1%","2.0pp"
"Orcish Bowmasters","B","R","3911","1.40","3228","1.39","19247","62.6%","3522","73.2%","5094","70.3%","8616","71.5%","10535","55.3%","16.2pp"
"Orcish Medicine","B","C","138761","6.22","19021","9.22","46849","55.9%","7644","53.8%","11962","57.9%","19606","56.3%","27241","55.6%","0.7pp"
"Sam's Desperate Rescue","B","C","134235","5.82","26378","7.87","107356","58.1%","17173","55.9%","28583","61.2%","45756","59.2%","61553","57.3%","1.9pp"
"Sauron, the Necromancer","B","R","4077","1.47","2785","1.45","15134","56.0%","2487","56.7%","4105","59.4%","6592","58.4%","8548","53.9%","4.5pp"
"Shadow of the Enemy","B","M","4808","3.39","888","4.36","2173","51.9%","327","43.1%","617","54.9%","944","50.8%","1224","52.4%","-1.5pp"
"Shelob's Ambush","B","C","139889","6.26","26146","8.50","94682","59.0%","15018","59.0%","24384","61.8%","39402","60.7%","55245","57.8%","2.9pp"
"Snarling Warg","B","C","143107","6.54","19307","9.62","40234","55.8%","6500","55.2%","10400","56.0%","16900","55.7%","23360","55.8%","-0.1pp"
"The Torment of Gollum","B","C","122745","5.29","31914","6.57","155536","59.5%","25716","61.0%","42735","62.0%","68451","61.7%","87144","57.7%","3.9pp"
"Troll of Khazad-dûm","B","C","112711","4.54","24926","6.16","131204","57.7%","22707","57.3%","35000","59.7%","57707","58.8%","73463","56.9%","1.9pp"
"Uruk-hai Berserker","B","C","108425","4.35","26566","5.70","144574","58.2%","25338","58.8%","38080","60.1%","63418","59.6%","81046","57.0%","2.6pp"
"Voracious Fell Beast","B","U","22321","2.63","10406","2.88","59010","59.4%","9305","59.7%","15895","64.9%","25200","63.0%","33668","56.7%","6.3pp"
"Witch-king of Angmar","B","M","1787","1.20","1553","1.19","9350","60.2%","1632","69.2%","2673","66.8%","4305","67.7%","5016","53.3%","14.4pp"
"Battle-Scarred Goblin","R","C","133483","5.79","23389","8.04","99192","57.7%","17609","58.5%","23719","56.7%","41328","57.5%","57866","57.9%","-0.5pp"
"Book of Mazarbul","R","U","27960","3.20","9358","3.74","50792","59.0%","8997","61.0%","12310","60.3%","21307","60.6%","29458","57.8%","2.8pp"
"Breaking of the Fellowship","R","C","131574","5.75","19752","8.26","63116","55.8%","10181","54.5%","16819","58.7%","27000","57.1%","36096","54.7%","2.4pp"
"Cast into the Fire","R","C","151992","7.78","19228","11.20","14566","53.4%","2410","50.6%","3829","55.9%","6239","53.9%","8310","52.9%","0.9pp"
"Display of Power","R","R","16794","5.39","2273","8.17","1731","49.2%","239","37.7%","475","51.6%","714","46.9%","1017","50.5%","-3.6pp"
"Éomer, Marshal of Rohan","R","R","5449","1.94","2685","1.98","14266","57.5%","2369","57.3%","3570","59.6%","5939","58.7%","8319","56.4%","2.2pp"
"Éomer of the Riddermark","R","U","24236","2.81","10011","3.09","56997","60.2%","9420","64.2%","14510","65.2%","23930","64.8%","33005","56.8%","8.0pp"
"Erebor Flamesmith","R","C","129448","5.82","24366","7.86","97201","55.8%","17233","55.5%","26395","56.7%","43628","56.2%","53307","55.4%","0.8pp"
"Erkenbrand, Lord of Westfold","R","U","32789","3.78","8137","4.59","37009","56.7%","6041","56.4%","9008","56.8%","15049","56.6%","21877","56.5%","0.1pp"
"Fall of Cair Andros","R","R","9159","3.19","2112","3.76","6980","53.3%","1169","50.2%","1909","54.8%","3078","53.1%","3871","53.4%","-0.3pp"
"Fear, Fire, Foes!","R","U","21249","2.50","11579","2.67","67999","59.7%","11776","62.4%","18379","65.2%","30155","64.2%","38074","56.2%","8.0pp"
"Fiery Inscription","R","U","35345","4.31","8722","5.09","37798","56.3%","6604","55.8%","11055","59.5%","17659","58.1%","19849","54.6%","3.5pp"
"Fire of Orthanc","R","C","156050","8.65","18455","12.33","4733","52.7%","694","48.7%","1144","52.6%","1838","51.1%","2900","53.6%","-2.5pp"
"Foray of Orcs","R","U","24539","2.85","11282","3.14","63537","58.9%","10867","60.5%","17138","61.7%","28005","61.2%","35850","57.0%","4.2pp"
"Gimli, Counter of Kills","R","U","36773","4.20","6022","5.80","22915","55.2%","3709","54.3%","5620","56.4%","9329","55.6%","13595","54.7%","0.9pp"
"Gimli's Axe","R","C","154095","8.21","18113","11.85","9492","54.2%","1453","50.1%","2275","53.6%","3728","52.2%","5767","55.4%","-3.2pp"
"Gimli's Fury","R","C","152075","7.80","19853","11.19","21372","55.8%","3139","53.6%","5015","55.4%","8154","54.7%","13209","56.5%","-1.8pp"
"Glóin, Dwarf Emissary","R","R","8108","2.73","2590","3.04","12164","56.2%","2080","56.4%","3045","56.8%","5125","56.7%","7030","55.8%","0.9pp"
"Goblin Fireleaper","R","U","37577","4.13","9017","5.40","45124","57.4%","8023","56.9%","10951","57.4%","18974","57.2%","26164","57.5%","-0.2pp"
"Grishnákh, Brash Instigator","R","U","24977","2.86","10566","3.16","59104","59.6%","10289","62.0%","14860","62.8%","25149","62.4%","33790","57.3%","5.1pp"
"Haradrim Spearmaster","R","C","132587","5.78","22146","8.08","89233","57.4%","15353","57.1%","21435","57.4%","36788","57.3%","52439","57.5%","-0.2pp"
"Hew the Entwood","R","M","7595","5.03","1078","7.58","99","","13","","20","","33","","66","",""
"Improvised Club","R","C","121958","5.17","27056","6.84","131078","58.0%","21030","55.5%","34040","60.8%","55070","58.8%","76020","57.4%","1.3pp"
"Moria Marauder","R","R","7037","2.49","2961","2.60","15232","57.6%","2666","60.9%","3884","56.5%","6550","58.3%","8705","57.1%","1.2pp"
"Oliphaunt","R","C","129898","5.45","23319","7.69","102858","56.8%","17670","55.8%","26081","58.1%","43751","57.2%","59033","56.5%","0.7pp"
"Olog-hai Crusher","R","C","146981","7.08","20016","10.25","33316","55.9%","5275","54.7%","8080","55.4%","13355","55.1%","19996","56.4%","-1.3pp"
"Quarrel's End","R","C","138807","6.28","27622","8.34","107510","58.4%","18660","58.2%","28303","60.7%","46963","59.7%","60591","57.4%","2.3pp"
"Rally at the Hornburg","R","C","110459","4.65","34426","5.58","189274","59.8%","34042","62.4%","48242","62.0%","82284","62.1%","106804","57.9%","4.3pp"
"Ranger's Firebrand","R","U","23829","2.74","10230","3.10","58644","59.1%","10175","60.1%","15579","62.7%","25754","61.7%","32957","57.1%","4.6pp"
"Relentless Rohirrim","R","C","131207","5.72","26259","7.62","111740","58.5%","18162","58.2%","28742","59.3%","46904","58.9%","64885","58.2%","0.6pp"
"Rising of the Day","R","U","52613","6.97","5452","10.87","2122","50.8%","353","48.7%","463","47.1%","816","47.8%","1301","52.7%","-4.9pp"
"Rohirrim Lancer","R","C","129349","5.66","25051","7.60","111626","57.5%","19679","59.2%","27536","56.5%","47215","57.6%","64368","57.4%","0.2pp"
"Rush the Room","R","C","155403","8.42","19115","12.00","8273","54.1%","1215","53.7%","1982","53.4%","3197","53.5%","5075","54.5%","-1.0pp"
"Smite the Deathless","R","C","70037","2.98","28416","3.48","162145","58.2%","28115","58.7%","43004","60.8%","71119","60.0%","91238","56.7%","3.3pp"
"Spiteful Banditry","R","M","2258","1.72","1487","1.67","7504","56.8%","1279","57.9%","2003","62.2%","3282","60.5%","4203","53.9%","6.6pp"
"Swarming of Moria","R","C","127032","5.40","24087","7.42","102224","56.0%","17830","56.0%","26573","57.0%","44403","56.6%","57734","55.5%","1.0pp"
"There and Back Again","R","R","4883","1.74","3034","1.71","16427","57.4%","2787","60.2%","4244","60.5%","7031","60.4%","9347","55.1%","5.3pp"
"Warbeast of Gorgoroth","R","C","138468","6.18","21388","8.77","66993","57.7%","10381","57.3%","16850","59.5%","27231","58.6%","39818","57.0%","1.7pp"
"Bag End Porter","G","C","142288","6.85","14454","10.08","30279","53.4%","4922","53.5%","7591","56.9%","12513","55.6%","17668","51.6%","4.0pp"
"Bombadil's Song","G","C","146908","7.39","14614","10.90","24626","50.0%","3947","47.0%","6185","52.7%","10132","50.5%","14430","49.5%","1.0pp"
"Brandywine Farmer","G","C","149428","7.89","14445","11.60","16111","49.3%","2752","45.3%","3808","48.9%","6560","47.4%","9480","50.6%","-3.2pp"
"Celeborn the Wise","G","U","34871","4.13","4450","5.64","15691","50.9%","2551","52.8%","4167","53.5%","6718","53.3%","8894","48.8%","4.4pp"
"Chance-Met Elves","G","C","130533","6.32","12657","9.22","33048","49.6%","5727","51.1%","8471","50.6%","14198","50.8%","18613","48.5%","2.3pp"
"Delighted Halfling","G","R","6413","2.17","2175","2.27","9490","53.5%","1675","63.9%","2361","54.1%","4036","58.2%","5422","50.0%","8.2pp"
"Dúnedain Rangers","G","U","36853","4.31","5556","5.74","21362","52.6%","3600","52.9%","5432","55.4%","9032","54.4%","12248","51.0%","3.5pp"
"Elven Chorus","G","R","7323","2.69","1716","3.02","6464","49.5%","1078","46.8%","1690","50.5%","2768","49.0%","3679","50.0%","-0.9pp"
"Elven Farsight","G","C","142970","7.24","13020","10.86","20088","49.7%","3560","47.1%","5111","52.8%","8671","50.5%","11280","49.1%","1.3pp"
"Enraged Huorn","G","C","140218","6.61","15902","9.61","45698","53.5%","7211","53.5%","11769","56.7%","18980","55.5%","26523","51.8%","3.6pp"
"Entish Restoration","G","U","44721","5.43","5006","7.93","9927","48.3%","1729","42.6%","2385","47.2%","4114","45.3%","5801","50.6%","-5.3pp"
"Ent's Fury","G","C","122064","5.44","16523","7.47","65669","53.2%","10415","51.8%","17015","57.8%","27430","55.5%","38035","51.6%","3.9pp"
"Fall of Gil-galad","G","R","6737","2.32","1991","2.52","8992","52.2%","1560","53.8%","2305","57.1%","3865","55.8%","5098","49.4%","6.4pp"
"Fangorn, Tree Shepherd","G","R","10963","3.80","1490","5.25","3218","50.1%","419","48.9%","816","47.4%","1235","47.9%","1961","51.1%","-3.2pp"
"Galadhrim Bow","G","C","151278","7.98","14374","11.80","11976","51.1%","1892","50.3%","2876","53.5%","4768","52.2%","7188","50.4%","1.8pp"
"Galadhrim Guide","G","C","143291","7.15","13302","10.66","22564","50.0%","3651","50.7%","5821","51.6%","9472","51.2%","12939","49.0%","2.3pp"
"Generous Ent","G","C","126364","5.50","17121","7.80","69224","53.7%","12064","53.4%","17568","57.4%","29632","55.8%","39252","52.0%","3.8pp"
"Gift of Strands","G","U","47353","5.89","4999","8.82","8877","50.6%","1323","51.0%","2277","54.4%","3600","53.1%","5242","48.8%","4.3pp"
"Glorfindel, Dauntless Rescuer","G","U","38854","4.62","4639","6.64","12872","49.6%","2197","47.9%","3334","52.2%","5531","50.5%","7243","49.0%","1.4pp"
"Last March of the Ents","G","M","5117","3.59","700","4.90","962","47.3%","132","","272","51.8%","404","47.3%","554","47.1%","0.2pp"
"Legolas, Master Archer","G","R","6165","2.23","1890","2.27","8366","50.9%","1445","52.9%","2090","53.1%","3535","53.0%","4814","49.0%","4.0pp"
"Long List of the Ents","G","U","51671","6.80","5608","10.36","4017","48.4%","656","52.9%","954","44.8%","1610","48.1%","2405","48.6%","-0.5pp"
"Lothlórien Lookout","G","C","135951","6.53","13970","9.43","39874","50.4%","7252","52.5%","9617","50.1%","16869","51.1%","22829","49.8%","1.3pp"
"Many Partings","G","C","139614","6.67","15666","9.55","44721","52.6%","8089","54.3%","10954","54.3%","19043","54.3%","25598","51.3%","3.0pp"
"Meriadoc Brandybuck","G","U","35675","4.19","5706","5.56","23086","52.7%","4164","57.0%","5598","55.5%","9762","56.1%","13218","50.1%","6.0pp"
"Mirkwood Spider","G","C","136826","6.40","13639","9.45","41419","52.9%","7448","54.5%","9968","54.2%","17416","54.3%","23735","51.7%","2.6pp"
"Mirrormere Guardian","G","C","143292","6.92","15335","10.01","39861","53.4%","6943","53.9%","9781","55.6%","16724","54.9%","22956","52.2%","2.7pp"
"Mushroom Watchdogs","G","C","135313","6.39","15427","9.03","45901","52.0%","8214","53.2%","10937","52.6%","19151","52.9%","26562","51.3%","1.6pp"
"Peregrin Took","G","U","33399","3.91","5072","5.12","19623","51.6%","3461","51.9%","4843","53.0%","8304","52.5%","11228","50.8%","1.8pp"
