"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Horses of the Bruinen","U","U","17169","4.97","3481","6.40","13020","55.0%","2005","53.8%","4184","61.7%","6189","59.1%","6872","51.5%","7.7pp"
"Sauron, the Necromancer","B","R","1621","1.46","1122","1.43","5842","56.5%","920","57.0%","1601","60.1%","2521","59.0%","3324","54.6%","4.4pp"
"Warbeast of Gorgoroth","R","C","56448","6.31","8334","8.90","24732","58.1%","3901","57.4%","5986","59.9%","9887","58.9%","14869","57.5%","1.4pp"
"War of the Last Alliance","W","R","3095","2.73","849","3.02","3096","55.5%","494","58.1%","778","59.4%","1272","58.9%","1818","53.1%","5.7pp"
"Lash of the Balrog","B","C","41583","4.16","10107","5.43","51009","57.8%","8183","55.2%","13569","60.8%","21752","58.7%","29262","57.2%","1.4pp"
"Glorious Gale","U","C","49458","5.34","9713","6.97","41073","55.5%","7257","57.0%","12311","59.6%","19568","58.6%","21444","52.5%","6.1pp"
"Samwise the Stouthearted","W","U","9322","2.65","3362","3.05","16866","55.6%","2956","58.2%","4293","58.9%","7249","58.6%","9494","53.2%","5.4pp"
"Oath of the Grey Host","B","U","12804","3.59","3824","4.30","17734","57.1%","2989","57.1%","4579","59.6%","7568","58.6%","10151","56.0%","2.6pp"
"Glóin, Dwarf Emissary","R","R","3065","2.62","1033","2.81","4824","57.3%","815","58.3%","1243","58.8%","2058","58.6%","2760","56.2%","2.4pp"
"Errand-Rider of Gondor","W","C","42007","4.23","9808","5.47","48590","56.8%","8514","57.9%","12214","59.0%","20728","58.6%","27776","55.4%","3.2pp"
"Birthday Escape","U","C","48159","5.19","9927","6.71","43318","55.4%","7724","56.3%","13519","59.8%","21243","58.5%","22142","52.4%","6.1pp"
"Delighted Halfling","G","R","2412","2.01","917","1.98","3862","53.4%","699","64.8%","959","53.8%","1658","58.4%","2190","49.5%","9.0pp"
"Rosie Cotton of South Lane","W","U","9775","2.81","3047","3.25","15332","56.5%","2597","57.0%","3856","59.3%","6453","58.4%","8766","54.8%","3.6pp"
"Sauron's Ransom","UB","R","4403","3.73","1212","4.33","3719","55.2%","592","56.4%","1151","59.3%","1743","58.3%","1992","52.3%","6.0pp"
"Protector of Gondor","W","C","51286","5.53","9239","7.40","39418","57.0%","6473","57.9%","9735","58.6%","16208","58.3%","23158","56.0%","2.4pp"
"Shelob, Child of Ungoliant","BG","R","2050","1.87","1092","1.77","5013","54.9%","803","55.0%","1331","60.3%","2134","58.3%","2857","51.9%","6.4pp"
"Battle-Scarred Goblin","R","C","54206","6.01","9399","8.23","38191","58.7%","6779","59.0%","8863","57.6%","15642","58.2%","22566","59.0%","-0.8pp"
"King of the Oathbreakers","WB","R","2357","2.14","1212","2.02","5150","55.3%","837","57.2%","1345","58.8%","2182","58.2%","2923","52.9%","5.3pp"
"Cirith Ungol Patrol","B","C","56517","6.30","9324","8.77","30639","57.5%","4687","56.0%","7951","59.4%","12638","58.2%","18034","57.1%","1.1pp"
"Flame of Anor","UR","R","3477","3.14","1257","3.23","4571","54.1%","730","57.0%","1595","58.6%","2325","58.1%","2389","50.6%","7.5pp"
"Moria Marauder","R","R","2814","2.48","1216","2.59","6044","58.7%","1040","61.0%","1533","56.2%","2573","58.1%","3483","59.1%","-1.0pp"
"Fiery Inscription","R","U","14919","4.56","3339","5.48","13272","56.4%","2279","56.6%","3777","58.8%","6056","58.0%","7112","54.9%","3.1pp"
"The Bath Song","U","U","15110","4.41","3566","5.38","14274","54.7%","2336","54.4%","4306","59.8%","6642","57.9%","7563","52.0%","5.9pp"
"Goblin Fireleaper","R","U","15471","4.29","3712","5.51","18026","58.4%","3216","58.1%","4353","57.7%","7569","57.9%","10462","58.7%","-0.8pp"
"Shagrat, Loot Bearer","BR","R","4604","3.90","775","5.26","1561","56.6%","234","55.1%","383","59.5%","617","57.9%","955","55.4%","2.5pp"
"The Battle of Bywater","W","R","2850","2.40","978","2.64","4005","56.0%","695","55.0%","1013","59.7%","1708","57.8%","2295","54.7%","3.1pp"
"Haradrim Spearmaster","R","C","54173","5.95","8988","8.22","34956","58.2%","6092","57.7%","8036","57.8%","14128","57.7%","20825","58.4%","-0.7pp"
"Oliphaunt","R","C","53262","5.69","8990","8.05","36050","57.5%","6141","56.4%","8915","58.4%","15056","57.6%","20961","57.4%","0.2pp"
"Reprieve","W","U","14285","4.03","3713","4.90","15807","56.0%","2782","57.2%","4059","57.9%","6841","57.6%","8958","54.8%","2.8pp"
"Isolation at Orthanc","U","C","56650","6.66","10755","8.67","35952","55.3%","5854","53.5%","11070","59.7%","16924","57.6%","18972","53.3%","4.3pp"
"Deceive the Messenger","U","C","58687","7.08","9520","9.57","23291","55.0%","3940","56.2%","6928","58.3%","10868","57.5%","12353","52.6%","5.0pp"
"Swarming of Moria","R","C","52097","5.62","9868","7.63","40050","56.7%","6977","57.3%","10257","57.7%","17234","57.5%","22790","56.1%","1.4pp"
"Lobelia Sackville-Baggins","B","R","2462","2.08","1058","2.24","5176","55.3%","885","55.7%","1292","58.7%","2177","57.5%","2980","53.6%","3.8pp"
"Erkenbrand, Lord of Westfold","R","U","13479","3.92","3242","4.71","14122","57.9%","2303","57.6%","3351","57.3%","5654","57.4%","8428","58.1%","-0.6pp"
"Rohirrim Lancer","R","C","54558","6.05","9666","8.21","38230","58.2%","6800","59.1%","9026","56.0%","15826","57.3%","22393","58.8%","-1.4pp"
"Lórien Revealed","U","C","52656","5.80","9878","7.71","38910","54.8%","6956","53.8%","12014","59.3%","18970","57.3%","20384","52.7%","4.6pp"
"Barad-dûr","","R","2797","2.28","1048","2.45","5401","57.5%","983","57.1%","1352","57.5%","2335","57.3%","3058","57.7%","-0.4pp"
"Gandalf, Friend of the Shire","U","U","9550","2.81","3398","3.15","16027","54.4%","2721","55.0%","4893","58.6%","7614","57.3%","8335","51.5%","5.8pp"
"Soothing of Sméagol","U","C","53222","5.87","9288","7.81","35113","54.6%","6033","53.4%","10967","59.4%","17000","57.3%","18105","51.9%","5.3pp"
"Pelargir Survivor","U","C","57796","6.85","9041","9.26","29956","54.9%","5298","57.4%","8772","57.2%","14070","57.3%","15854","52.8%","4.4pp"
"Rise of the Witch-king","BG","U","16133","4.84","2831","6.46","7779","54.2%","1256","54.6%","1992","58.8%","3248","57.2%","4534","52.1%","5.1pp"
"Minas Tirith","","R","3217","2.74","929","3.17","4306","56.0%","724","55.8%","1093","57.9%","1817","57.1%","2484","55.1%","2.0pp"
"Mount Doom","","M","1752","3.02","358","3.64","1024","58.1%","199","","271","59.4%","470","57.0%","554","59.0%","-2.0pp"
"Gríma Wormtongue","B","U","12360","3.50","3059","4.37","14246","56.2%","2496","55.2%","3672","58.1%","6168","57.0%","8095","55.4%","1.5pp"
"Fall of Gil-galad","G","R","2445","2.14","870","2.24","3908","53.0%","692","54.6%","994","58.6%","1686","56.9%","2213","50.0%","7.0pp"
"Éowyn, Lady of Rohan","W","U","10362","3.00","2876","3.60","14090","55.4%","2473","56.1%","3503","57.4%","5976","56.8%","8067","54.2%","2.6pp"
"Breaking of the Fellowship","R","C","52610","5.81","7409","8.33","21466","55.6%","3510","54.8%","5619","58.1%","9129","56.8%","12324","54.7%","2.1pp"
"Samwise Gamgee","WG","R","2851","2.60","804","2.68","3311","54.1%","586","57.8%","852","56.1%","1438","56.8%","1837","51.6%","5.2pp"
"Shire Shirriff","W","U","11259","3.18","3426","3.82","16386","55.9%","2870","55.2%","4042","57.7%","6912","56.7%","9456","55.2%","1.4pp"
"Erebor Flamesmith","R","C","52809","6.05","9819","8.01","37642","56.2%","6687","55.7%","9944","57.2%","16631","56.6%","20907","55.9%","0.7pp"
"Westfold Rider","W","C","51843","5.53","8506","7.59","36435","56.3%","6486","56.7%","8691","56.2%","15177","56.4%","21213","56.1%","0.3pp"
"Orcish Medicine","B","C","55808","6.25","7666","9.14","18497","56.2%","3003","54.9%","4607","57.3%","7610","56.4%","10884","56.0%","0.4pp"
"Snarling Warg","B","C","57338","6.54","7921","9.51","16846","56.5%","2795","56.5%","4345","56.3%","7140","56.3%","9726","56.6%","-0.3pp"
"Merry, Esquire of Rohan","WR","R","3895","3.42","945","4.06","3100","55.3%","559","60.5%","641","52.7%","1200","56.3%","1886","54.5%","1.8pp"
"One Ring to Rule Them All","B","R","2391","2.13","1004","2.17","4399","55.3%","741","53.6%","1146","58.1%","1887","56.3%","2497","54.4%","1.9pp"
"Eastfarthing Farmer","W","C","52206","5.72","7341","8.10","24108","54.1%","4158","55.3%","5927","57.0%","10085","56.3%","13952","52.4%","3.9pp"
"Morgul-Knife Wound","B","C","55424","6.28","7090","9.19","16222","56.1%","2751","54.5%","4091","57.6%","6842","56.3%","9357","56.0%","0.3pp"
"Lost to Legend","W","U","17922","5.37","3489","6.86","11808","55.2%","1910","53.1%","3008","58.2%","4918","56.3%","6885","54.5%","1.7pp"
"Ent's Fury","G","C","48829","5.36","7098","7.25","27837","53.4%","4331","52.2%","7299","58.6%","11630","56.2%","16102","51.4%","4.8pp"
"Gandalf the Grey","UR","R","2607","2.36","1141","2.32","4723","53.7%","804","54.2%","1561","57.2%","2365","56.2%","2474","51.4%","4.8pp"
"Mines of Moria","","R","5340","4.10","910","5.67","3336","55.9%","618","58.9%","769","54.0%","1387","56.2%","1947","55.7%","0.4pp"
"Prince Imrahil the Fair","WU","U","15099","4.68","2844","5.86","7799","51.6%","1343","56.3%","2340","55.7%","3683","55.9%","4036","47.7%","8.3pp"
"Doors of Durin","RG","R","3520","3.34","819","3.74","2406","52.7%","408","55.9%","572","55.9%","980","55.9%","1422","50.5%","5.4pp"
"Phial of Galadriel","","R","2567","2.22","913","2.27","4278","54.9%","786","54.6%","1115","56.9%","1901","55.9%","2365","54.2%","1.7pp"
"Uglúk of the White Hand","BR","U","14309","4.21","2624","5.56","10499","57.0%","1750","55.7%","2516","56.0%","4266","55.9%","6256","57.6%","-1.7pp"
"Arwen Undómiel","UG","U","13715","4.26","2457","5.26","8593","51.2%","1544","58.1%","2456","54.4%","4000","55.8%","4538","47.0%","8.9pp"
"Gimli's Fury","R","C","61258","7.82","7864","11.22","8665","56.8%","1329","54.9%","1950","56.5%","3279","55.8%","5380","57.4%","-1.6pp"
"Hobbit's Sting","W","C","46190","4.90","8104","6.59","34446","54.8%","5515","53.2%","8621","57.4%","14136","55.8%","20274","54.2%","1.6pp"
"Stern Scolding","U","U","18074","5.45","3828","6.87","13518","54.2%","2337","55.7%","4044","55.6%","6381","55.6%","7095","52.8%","2.8pp"
"Gimli, Counter of Kills","R","U","14704","4.15","2538","5.57","9711","55.7%","1601","55.0%","2398","56.0%","3999","55.6%","5714","55.6%","-0.0pp"
"Enraged Huorn","G","C","56593","6.57","6248","9.65","16840","52.8%","2664","53.6%","4295","56.8%","6959","55.6%","9804","50.7%","4.8pp"
"Dawn of a New Age","W","M","1084","1.79","536","1.74","2539","54.5%","422","55.2%","651","55.8%","1073","55.5%","1458","53.8%","1.7pp"
"Stalwarts of Osgiliath","W","C","56343","6.52","6730","9.54","14387","53.9%","2193","53.5%","3828","56.7%","6021","55.5%","8355","52.7%","2.8pp"
"Saruman the White","U","U","11363","3.42","3132","3.94","13737","52.7%","2254","54.5%","4148","56.0%","6402","55.5%","7260","50.2%","5.3pp"
"Meriadoc Brandybuck","G","U","13774","4.01","2468","5.09","10016","52.3%","1881","56.0%","2437","55.1%","4318","55.5%","5652","49.8%","5.7pp"
"Sméagol, Helpful Guide","BG","R","2457","2.27","944","2.24","3661","52.8%","630","54.4%","929","56.2%","1559","55.5%","2099","50.9%","4.6pp"
"Grond, the Gatebreaker","B","U","14942","4.23","3359","5.38","12561","55.5%","2037","54.0%","3260","56.4%","5297","55.5%","7286","55.6%","-0.1pp"
"Generous Ent","G","C","51050","5.51","7156","7.71","28471","53.4%","4899","53.1%","7240","57.1%","12139","55.5%","16197","51.6%","3.9pp"
"Bag End Porter","G","C","56553","6.68","6012","9.70","13159","53.3%","2161","53.8%","3272","56.6%","5433","55.5%","7694","51.7%","3.7pp"
"Fall of Cair Andros","R","R","3544","3.14","856","3.51","2760","55.2%","458","51.5%","734","57.9%","1192","55.5%","1557","55.0%","0.4pp"
"Aragorn, Company Leader","WG","R","2350","2.24","870","2.16","3259","51.5%","587","54.5%","786","56.0%","1373","55.4%","1867","48.5%","6.9pp"
"Strider, Ranger of the North","RG","U","16587","5.00","2328","6.99","5714","53.7%","920","55.8%","1355","55.1%","2275","55.3%","3419","52.6%","2.7pp"
"East-Mark Cavalier","W","C","54317","6.06","7791","8.55","26732","55.5%","4725","56.5%","6356","54.5%","11081","55.3%","15619","55.6%","-0.3pp"
"Nasty End","B","C","55313","6.03","9301","8.48","31349","56.3%","5163","53.3%","7993","56.6%","13156","55.3%","18197","57.0%","-1.6pp"
"Gorbag of Minas Morgul","B","U","13744","3.78","2816","5.05","12937","56.1%","2355","55.3%","3198","55.3%","5553","55.3%","7373","56.7%","-1.4pp"
"Eagles of the North","W","C","51087","5.37","8634","7.46","34677","55.2%","5971","52.7%","8728","57.1%","14699","55.3%","19905","55.1%","0.2pp"
"Hithlain Knots","U","C","54593","6.27","8136","8.75","24840","52.6%","4306","50.9%","7483","57.7%","11789","55.2%","12975","50.3%","4.9pp"
"Wose Pathfinder","G","C","45446","4.86","6611","6.52","28556","53.1%","5256","57.0%","6735","53.7%","11991","55.1%","16478","51.5%","3.6pp"
"Mirkwood Bats","B","C","45209","4.71","8203","6.50","34283","55.5%","5600","53.7%","8850","56.0%","14450","55.1%","19826","55.8%","-0.7pp"
"Escape from Orthanc","W","C","60875","7.69","8357","10.68","13216","54.7%","2040","53.7%","3142","56.0%","5182","55.1%","8027","54.5%","0.6pp"
"Elrond, Lord of Rivendell","U","U","10748","3.24","2661","3.80","12121","52.8%","2141","52.9%","3563","56.4%","5704","55.1%","6348","50.6%","4.5pp"
"Olog-hai Crusher","R","C","58857","7.09","8081","10.17","13889","56.7%","2230","55.2%","3248","54.9%","5478","55.0%","8421","57.8%","-2.8pp"
"Great Hall of the Citadel","","C","58686","6.89","7561","9.81","18202","53.0%","3143","55.0%","4615","55.0%","7758","55.0%","10417","51.5%","3.5pp"
"Landroval, Horizon Witness","W","U","12225","3.50","2683","4.35","11936","54.3%","1848","53.6%","3054","55.8%","4902","55.0%","6950","53.6%","1.4pp"
"Friendly Rivalry","RG","U","19240","5.91","2485","8.34","4903","53.4%","750","51.6%","1161","57.0%","1911","54.9%","2988","52.4%","2.5pp"
"The Shire","","R","3778","3.08","842","3.71","3408","52.5%","591","56.9%","826","53.4%","1417","54.8%","1985","50.8%","4.0pp"
"Took Reaper","W","C","54439","6.06","8055","8.44","29046","54.6%","5240","54.2%","7117","55.2%","12357","54.8%","16658","54.4%","0.4pp"
"Esquire of the King","W","C","57316","6.81","7844","9.62","20900","55.1%","3631","56.4%","4984","53.5%","8615","54.7%","12259","55.3%","-0.6pp"
"Banish from Edoras","W","C","48543","5.13","6613","7.46","22303","53.6%","3548","50.8%","5826","57.1%","9374","54.7%","12918","52.8%","1.9pp"
"The Black Breath","B","C","60650","7.51","7624","11.01","5650","53.5%","930","51.5%","1466","56.8%","2396","54.7%","3246","52.7%","2.0pp"
"Arwen's Gift","U","C","54259","6.13","8326","8.60","24571","52.8%","3960","50.7%","7572","56.8%","11532","54.7%","13091","51.3%","3.4pp"
"The One Ring","","M","838","1.48","441","1.46","1985","53.1%","351","53.6%","483","55.5%","834","54.7%","1145","51.9%","2.8pp"
"Mirkwood Spider","G","C","54694","6.26","5695","9.26","17433","53.1%","3156","55.0%","4132","54.4%","7288","54.6%","10046","51.9%","2.8pp"
"Elrond, Master of Healing","UG","R","2764","2.64","881","2.59","3024","50.1%","504","55.4%","930","54.2%","1434","54.6%","1574","46.3%","8.3pp"
"Mirrormere Guardian","G","C","57435","6.84","6326","9.84","16354","53.3%","2844","53.4%","3955","55.3%","6799","54.5%","9478","52.4%","2.1pp"
"Stew the Coneys","G","U","13105","3.58","2593","4.48","12106","53.0%","2006","50.8%","3134","56.8%","5140","54.5%","6929","52.0%","2.5pp"
"Goldberry, River-Daughter","U","R","4728","3.74","960","4.62","2717","51.4%","462","53.2%","805","55.2%","1267","54.5%","1446","48.8%","5.7pp"
"Mordor Trebuchet","B","C","48989","5.30","8001","7.47","28206","55.1%","4918","53.2%","7038","55.2%","11956","54.4%","16236","55.6%","-1.2pp"
"Barrow-Blade","","U","19707","5.89","2283","8.78","3772","55.5%","617","57.9%","897","52.0%","1514","54.4%","2256","56.3%","-1.9pp"
"Meneldor, Swift Savior","U","U","11803","3.46","2805","4.15","11501","52.3%","1925","50.2%","3404","56.6%","5329","54.3%","6118","50.3%","4.0pp"
"Dreadful as the Storm","U","C","61257","8.18","7207","11.72","4609","50.8%","707","50.5%","1351","56.2%","2058","54.2%","2538","48.1%","6.2pp"
"Rush the Room","R","C","62449","8.40","7621","11.99","3491","54.5%","522","54.8%","804","53.7%","1326","54.1%","2165","54.6%","-0.5pp"
"Faramir, Field Commander","W","U","8837","2.59","2836","3.00","14068","53.7%","2404","53.7%","3652","54.4%","6056","54.1%","7948","53.1%","1.0pp"
"Dúnedain Blade","W","C","59115","7.32","7282","10.47","13088","55.6%","2085","53.9%","3120","54.2%","5205","54.1%","7884","56.5%","-2.5pp"
"Dúnedain Rangers","G","U","14375","4.17","2444","5.39","9501","52.8%","1602","52.4%","2443","55.1%","4045","54.0%","5418","51.6%","2.4pp"
"Isildur's Fateful Strike","B","R","2563","2.27","1030","2.37","4685","54.3%","754","52.4%","1235","54.9%","1989","53.9%","2704","54.5%","-0.5pp"
"Ithilien Kingfisher","U","C","47396","5.00","8600","6.70","34498","51.9%","6092","50.8%","10044","55.9%","16136","53.9%","18119","50.1%","3.8pp"
"Ringsight","UB","U","21403","6.86","2897","9.96","2369","51.6%","372","48.7%","753","56.4%","1125","53.9%","1250","49.7%","4.2pp"
"Many Partings","G","C","55330","6.51","6568","9.27","19034","52.4%","3425","53.9%","4644","53.9%","8069","53.9%","10931","51.3%","2.6pp"
