"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Rivendell","","R","3858","3.14","883","3.85","3748","52.6%","714","53.6%","1030","54.0%","1744","53.8%","1986","51.4%","2.4pp"
"Treason of Isengard","U","C","56243","6.60","9415","8.88","27213","52.6%","4367","49.4%","8542","56.0%","12909","53.8%","14325","51.5%","2.3pp"
"Soldier of the Grey Host","W","C","58263","6.87","6327","10.20","9207","52.8%","1503","52.2%","2305","54.7%","3808","53.7%","5385","52.0%","1.8pp"
"Glamdring","","M","1010","1.81","427","1.74","1865","53.1%","297","44.8%","524","58.6%","821","53.6%","1040","52.6%","1.0pp"
"Fire of Orthanc","R","C","62763","8.63","7363","12.33","2228","53.8%","325","50.2%","512","55.7%","837","53.5%","1392","54.0%","-0.4pp"
"Quickbeam, Upstart Ent","G","U","13269","3.81","2565","4.69","10710","52.1%","1641","50.4%","2633","55.3%","4274","53.4%","6366","51.0%","2.5pp"
"Shire Terrace","","C","54515","5.63","8466","8.04","31967","53.3%","5809","52.7%","7937","54.0%","13746","53.4%","18175","53.2%","0.2pp"
"Council's Deliberation","U","U","16630","4.82","3130","6.27","9836","52.0%","1755","50.4%","2851","55.2%","4606","53.4%","5139","50.5%","2.9pp"
"Gandalf the White","W","M","811","1.41","500","1.36","2349","53.3%","350","50.9%","641","54.8%","991","53.4%","1338","52.8%","0.6pp"
"Legolas, Master Archer","G","R","2229","2.02","819","2.03","3601","51.3%","630","52.9%","932","53.5%","1562","53.3%","2032","49.4%","3.9pp"
"Willow-Wind","U","C","57137","6.78","7240","9.72","16234","51.4%","2536","50.5%","4799","54.7%","7335","53.3%","8745","49.5%","3.7pp"
"You Cannot Pass!","W","U","19462","6.12","2328","9.05","3514","52.4%","535","50.8%","890","54.6%","1425","53.2%","2086","51.9%","1.3pp"
"Lembas","","C","57780","6.39","7180","9.44","13801","52.0%","2526","49.8%","4458","55.1%","6984","53.2%","7556","51.2%","2.0pp"
"Cast into the Fire","R","C","61198","7.82","7443","11.26","5031","53.8%","799","48.8%","1272","55.9%","2071","53.2%","2955","54.1%","-0.9pp"
"Pippin's Bravery","G","C","61293","8.01","6640","11.44","7978","51.5%","1216","50.7%","1890","54.6%","3106","53.1%","4845","50.5%","2.6pp"
"Ioreth of the Healing House","U","U","18427","5.36","2833","7.42","7877","52.0%","1318","50.8%","2275","54.3%","3593","53.0%","4258","51.1%","2.0pp"
"Gimli, Mournful Avenger","RG","R","4361","3.86","721","5.18","1520","49.5%","259","53.7%","369","52.3%","628","52.9%","879","47.2%","5.7pp"
"Slip On the Ring","W","C","58090","7.03","6680","10.33","9227","52.1%","1443","51.7%","2323","53.5%","3766","52.8%","5457","51.7%","1.2pp"
"Celeborn the Wise","G","U","13631","3.86","1968","4.99","7190","50.3%","1150","51.7%","1927","53.3%","3077","52.7%","4072","48.3%","4.4pp"
"Wizard's Rockets","","C","61554","7.71","8414","10.82","10320","52.3%","1856","52.5%","2655","52.8%","4511","52.7%","5805","52.0%","0.8pp"
"Fog on the Barrow-Downs","W","C","46291","4.91","6178","6.99","23057","53.1%","3840","49.6%","5711","54.7%","9551","52.7%","13463","53.5%","-0.8pp"
"Gimli's Axe","R","C","61849","8.16","7096","11.80","3995","54.9%","581","52.3%","950","52.8%","1531","52.6%","2465","56.2%","-3.6pp"
"Grey Havens Navigator","U","C","55478","6.51","6867","9.44","16730","50.9%","2798","50.2%","4776","53.7%","7574","52.4%","9036","49.5%","2.9pp"
"Mushroom Watchdogs","G","C","53252","6.11","6834","8.48","21691","51.9%","3914","52.5%","5156","52.2%","9070","52.3%","12545","51.5%","0.9pp"
"Nimble Hobbit","W","C","59557","7.42","7128","10.64","10516","52.4%","1839","50.8%","2537","53.3%","4376","52.3%","6137","52.4%","-0.1pp"
"Lotho, Corrupt Shirriff","WB","R","4598","3.87","980","4.88","2901","53.6%","491","50.7%","727","53.2%","1218","52.2%","1671","54.4%","-2.2pp"
"Now for Wrath, Now for Ruin!","W","C","59032","7.23","6370","10.72","8380","53.6%","1214","49.6%","2075","53.7%","3289","52.2%","5088","54.4%","-2.2pp"
"Butterbur, Bree Innkeeper","WG","U","15375","4.67","2289","6.27","7130","50.8%","1163","47.6%","1873","54.9%","3036","52.1%","4071","49.7%","2.4pp"
"Gift of Strands","G","U","18866","5.74","2070","8.39","4047","50.4%","616","52.3%","1038","52.0%","1654","52.1%","2377","49.1%","3.0pp"
"Galadriel of Lothlórien","UG","R","2859","2.68","908","2.60","3062","48.7%","541","52.9%","912","51.6%","1453","52.1%","1591","45.4%","6.7pp"
"Tale of Tinúviel","W","U","15975","4.79","2213","6.42","6043","52.0%","918","47.8%","1545","54.6%","2463","52.1%","3573","52.0%","0.1pp"
"Sting, the Glinting Dagger","","R","2690","2.37","597","2.45","2151","51.7%","373","51.2%","539","52.7%","912","52.1%","1232","51.4%","0.7pp"
"Peregrin Took","G","U","12684","3.70","2230","4.64","8820","51.8%","1585","52.3%","2139","51.8%","3724","52.0%","5056","51.2%","0.8pp"
"Press the Enemy","U","R","4560","3.86","809","4.94","2161","49.2%","331","45.9%","650","55.1%","981","52.0%","1181","46.4%","5.6pp"
"Surrounded by Orcs","U","C","56849","6.95","7961","9.78","17204","50.8%","2823","49.0%","5349","53.4%","8172","51.9%","9085","49.9%","2.0pp"
"Bewitching Leechcraft","U","C","56560","6.75","6559","9.84","12344","51.3%","2127","48.4%","3570","53.9%","5697","51.9%","6543","50.7%","1.2pp"
"Inherited Envelope","","C","58545","6.83","6187","10.33","7868","50.3%","1361","48.1%","1998","54.4%","3359","51.9%","4493","49.1%","2.8pp"
"Second Breakfast","W","C","60041","7.47","6741","10.95","7252","52.6%","1094","50.2%","1692","52.4%","2786","51.5%","4460","53.3%","-1.7pp"
"The Grey Havens","","U","20649","6.11","2078","9.53","3210","51.0%","603","48.3%","778","53.7%","1381","51.3%","1814","50.7%","0.7pp"
"Elven Chorus","G","R","2646","2.41","741","2.57","2810","51.0%","455","50.1%","717","52.0%","1172","51.3%","1628","51.0%","0.3pp"
"Shadow of the Enemy","B","M","1760","3.15","361","3.71","900","54.1%","143","","246","52.8%","389","51.2%","508","56.1%","-4.9pp"
"Galadhrim Guide","G","C","57118","6.93","5772","10.16","11272","50.0%","1835","49.1%","2852","52.2%","4687","51.0%","6519","49.2%","1.8pp"
"Glorfindel, Dauntless Rescuer","G","U","14860","4.30","2016","5.93","6144","49.1%","1037","48.7%","1622","52.2%","2659","50.8%","3435","47.7%","3.1pp"
"Chance-Met Elves","G","C","51776","6.11","5595","8.64","16271","49.5%","2836","50.3%","4164","51.1%","7000","50.8%","9155","48.4%","2.3pp"
"Gwaihir the Windlord","WU","U","17450","5.35","2396","7.68","4589","49.3%","726","48.8%","1436","51.6%","2162","50.6%","2382","47.6%","3.0pp"
"Galadhrim Bow","G","C","60087","7.69","5986","11.37","6027","50.5%","945","47.9%","1416","52.4%","2361","50.6%","3653","50.3%","0.3pp"
"Bombadil's Song","G","C","58661","7.18","6149","10.50","11292","50.1%","1864","47.6%","2818","52.4%","4682","50.5%","6577","49.8%","0.7pp"
"Lothlórien Lookout","G","C","54436","6.43","6111","9.10","18097","50.1%","3318","52.3%","4361","48.8%","7679","50.3%","10345","49.9%","0.3pp"
"Bill Ferny, Bree Swindler","U","U","19325","5.81","2785","8.30","6560","49.7%","1186","49.7%","1816","50.6%","3002","50.2%","3534","49.5%","0.7pp"
"Nimrodel Watcher","U","C","56018","6.77","7115","9.54","15929","49.4%","2866","48.6%","4189","50.8%","7055","49.9%","8760","48.9%","1.0pp"
"Horn of the Mark","","R","2581","2.43","701","2.56","2585","52.5%","457","46.0%","593","52.6%","1050","49.7%","1534","54.5%","-4.8pp"
"Revive the Shire","G","C","60990","7.86","6156","11.55","6541","50.2%","1037","45.5%","1642","52.1%","2679","49.5%","3855","50.9%","-1.4pp"
"Captain of Umbar","U","C","60263","7.57","6985","10.95","8278","48.6%","1374","46.7%","2371","50.9%","3745","49.3%","4507","47.9%","1.5pp"
"Knights of Dol Amroth","U","C","58166","7.20","6319","10.62","8952","47.9%","1372","44.2%","2769","51.7%","4141","49.2%","4782","46.8%","2.4pp"
"Rising of the Day","R","U","20654","6.82","2153","10.63","1030","52.9%","169","","224","47.3%","393","49.1%","636","55.3%","-6.2pp"
"Storm of Saruman","U","M","1787","3.06","398","3.61","1068","48.3%","155","","332","51.5%","487","48.9%","574","47.7%","1.1pp"
"Elven Farsight","G","C","56928","7.04","5540","10.48","9230","49.0%","1620","45.4%","2333","51.2%","3953","48.8%","5197","49.1%","-0.3pp"
"Mirror of Galadriel","","U","20137","6.05","2057","9.26","2593","49.4%","422","46.7%","724","49.9%","1146","48.7%","1442","50.1%","-1.4pp"
"Saruman of Many Colors","WUB","M","1130","2.05","445","2.00","1354","46.6%","221","43.0%","402","51.7%","623","48.6%","711","44.4%","4.2pp"
"Display of Power","R","R","6402","5.23","850","7.90","697","","103","","181","","284","48.6%","411","52.1%","-3.5pp"
"Brandywine Farmer","G","C","59728","7.63","6114","11.12","8529","49.9%","1433","46.0%","2061","50.1%","3494","48.4%","4999","50.9%","-2.5pp"
"Long List of the Ents","G","U","20082","6.47","2217","9.75","2090","48.0%","347","52.7%","506","44.7%","853","47.9%","1237","48.0%","-0.1pp"
"Shire Scarecrow","","C","62624","8.27","6855","11.87","4194","48.4%","804","44.9%","1055","49.6%","1859","47.6%","2322","49.1%","-1.5pp"
"Shower of Arrows","G","C","61126","8.21","5359","12.36","2316","46.7%","326","44.8%","577","49.0%","903","47.5%","1403","46.2%","1.3pp"
"Ent-Draught Basin","","U","21544","6.76","2065","10.31","1176","51.4%","201","45.3%","292","48.3%","493","47.1%","684","54.7%","-7.6pp"
"Fangorn, Tree Shepherd","G","R","3942","3.46","575","4.49","1339","47.7%","178","","341","47.5%","519","46.8%","812","47.9%","-1.1pp"
"Legolas, Counter of Kills","UG","U","15976","4.86","2008","7.03","4566","46.1%","768","44.3%","1250","47.8%","2018","46.4%","2522","45.4%","1.0pp"
"Borne Upon a Wind","U","R","6075","5.07","861","7.55","830","47.0%","137","","223","47.1%","360","46.4%","473","47.1%","-0.8pp"
"Shortcut to Mushrooms","G","U","16803","5.05","1954","7.33","4571","48.8%","760","40.3%","1090","49.4%","1850","45.7%","2705","50.9%","-5.2pp"
"Entish Restoration","G","U","16966","5.08","2009","7.26","4249","48.1%","725","40.1%","1003","49.5%","1728","45.5%","2514","49.9%","-4.3pp"
"Mithril Coat","","R","2231","2.00","683","2.10","2693","48.2%","428","43.7%","660","45.6%","1088","44.9%","1593","50.5%","-5.7pp"
"The Watcher in the Water","U","M","1619","2.92","370","3.25","694","","133","","204","43.1%","337","41.2%","354","47.2%","-5.9pp"
"Lost Isle Calling","U","R","5380","4.73","716","6.76","676","","121","","162","","283","36.0%","390","42.3%","-6.3pp"
"Forge Anew","W","R","6339","5.25","745","8.23","102","","16","","27","","43","","59","",""
"Hew the Entwood","R","M","2842","4.79","409","7.10","40","","8","","7","","15","","25","",""
"Last March of the Ents","G","M","1815","3.16","282","4.05","449","","69","","120","","189","","260","48.5%",""
"The Ring Goes South","G","R","5558","4.69","619","7.52","235","","40","","61","","101","","133","",""
"Sharkey, Tyrant of the Shire","UB","R","6644","5.31","822","8.21","133","","22","","43","","65","","68","",""
"Tom Bombadil","WUBRG","M","2697","4.26","349","6.19","33","","5","","13","","18","","15","",""
"Stone of Erech","","U","22734","7.51","2261","11.46","165","","28","","42","","70","","95","",""
