"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Treason of Isengard","U","C","33957","6.59","5830","8.81","16763","52.5%","2699","49.8%","5265","55.7%","7964","53.7%","8800","51.2%","2.6pp"
"Banish from Edoras","W","C","29216","5.12","4083","7.40","13231","53.0%","2115","49.8%","3480","56.1%","5595","53.7%","7624","52.5%","1.3pp"
"Ioreth of the Healing House","U","U","11063","5.32","1723","7.30","4723","51.7%","794","51.9%","1350","54.4%","2144","53.5%","2559","50.2%","3.3pp"
"Shire Terrace","","C","32745","5.64","5157","8.03","18941","53.2%","3444","52.8%","4702","53.9%","8146","53.4%","10768","53.1%","0.3pp"
"Willow-Wind","U","C","34200","6.75","4483","9.57","10247","51.7%","1637","50.3%","3003","55.1%","4640","53.4%","5503","49.8%","3.6pp"
"Council's Deliberation","U","U","9893","4.75","1936","6.07","6077","51.7%","1057","50.0%","1746","55.4%","2803","53.4%","3217","50.0%","3.4pp"
"Cast into the Fire","R","C","36849","7.80","4411","11.22","2848","53.5%","454","48.9%","751","56.1%","1205","53.4%","1639","53.4%","-0.1pp"
"Meneldor, Swift Savior","U","U","6969","3.42","1739","4.03","7041","52.0%","1182","49.2%","2080","55.4%","3262","53.2%","3743","50.7%","2.5pp"
"Dreadful as the Storm","U","C","36894","8.14","4320","11.66","2754","50.1%","428","50.2%","771","54.7%","1199","53.1%","1553","47.8%","5.3pp"
"Elrond, Master of Healing","UG","R","1655","2.63","564","2.54","1885","49.4%","303","53.1%","593","53.0%","896","53.0%","983","46.7%","6.3pp"
"Soldier of the Grey Host","W","C","34876","6.81","3791","10.08","5631","53.2%","892","52.9%","1425","53.1%","2317","53.0%","3310","53.3%","-0.3pp"
"Goldberry, River-Daughter","U","R","2775","3.68","575","4.44","1609","50.4%","259","52.9%","464","52.8%","723","52.8%","884","48.5%","4.3pp"
"Lembas","","C","34731","6.32","4442","9.31","8912","51.7%","1658","50.6%","2838","53.6%","4496","52.5%","4879","51.2%","1.3pp"
"Celeborn the Wise","G","U","8206","3.81","1270","4.80","4647","50.2%","755","49.8%","1213","54.2%","1968","52.5%","2649","48.4%","4.1pp"
"Fog on the Barrow-Downs","W","C","27709","4.88","3791","6.91","13892","53.0%","2290","49.5%","3440","54.3%","5730","52.4%","8138","53.3%","-0.9pp"
"You Cannot Pass!","W","U","11610","6.07","1396","8.99","2070","52.2%","324","50.0%","501","53.9%","825","52.4%","1243","52.1%","0.3pp"
"Mushroom Watchdogs","G","C","31879","6.08","4361","8.31","13755","51.7%","2473","51.8%","3264","52.8%","5737","52.3%","7966","51.1%","1.2pp"
"Surrounded by Orcs","U","C","34284","6.93","4890","9.74","10580","51.0%","1744","50.4%","3304","53.2%","5048","52.3%","5569","50.1%","2.1pp"
"Gimli, Mournful Avenger","RG","R","2562","3.68","447","4.83","912","48.7%","160","","217","50.2%","377","52.3%","525","46.1%","6.2pp"
"Pippin's Bravery","G","C","36811","7.94","4163","11.25","5250","51.3%","807","48.7%","1240","54.4%","2047","52.2%","3189","50.6%","1.6pp"
"Now for Wrath, Now for Ruin!","W","C","35429","7.17","3765","10.63","5208","53.3%","760","51.1%","1294","52.7%","2054","52.1%","3153","54.1%","-2.0pp"
"Lotho, Corrupt Shirriff","WB","R","2702","3.81","603","4.75","1917","54.2%","317","50.2%","478","53.3%","795","52.1%","1116","55.4%","-3.3pp"
"Bewitching Leechcraft","U","C","33922","6.71","4053","9.73","7726","51.9%","1327","49.4%","2255","53.6%","3582","52.0%","4084","51.5%","0.5pp"
"Peregrin Took","G","U","7565","3.65","1456","4.51","5517","51.7%","993","52.1%","1350","51.9%","2343","52.0%","3141","51.2%","0.8pp"
"Galadriel of Lothlórien","UG","R","1667","2.64","578","2.42","1917","48.8%","327","51.4%","581","52.3%","908","52.0%","994","45.7%","6.3pp"
"Sting, the Glinting Dagger","","R","1583","2.33","383","2.43","1393","52.3%","236","52.1%","355","51.8%","591","51.9%","797","52.3%","-0.4pp"
"Grey Havens Navigator","U","C","33324","6.49","4241","9.35","10368","50.3%","1737","49.7%","2970","53.1%","4707","51.8%","5588","48.9%","2.9pp"
"Storm of Saruman","U","M","1037","3.03","244","3.57","704","","112","","216","55.6%","328","51.8%","373","46.1%","5.7pp"
"Nimble Hobbit","W","C","35900","7.39","4354","10.54","6544","52.1%","1126","50.1%","1607","53.0%","2733","51.8%","3813","52.1%","-0.3pp"
"Tale of Tinúviel","W","U","9412","4.71","1386","6.24","3750","52.7%","565","48.1%","967","53.9%","1532","51.8%","2215","53.4%","-1.6pp"
"Butterbur, Bree Innkeeper","WG","U","9181","4.65","1433","6.18","4354","50.4%","729","47.9%","1131","54.1%","1860","51.7%","2482","49.4%","2.2pp"
"The Grey Havens","","U","12345","6.04","1242","9.48","2012","50.7%","372","46.0%","494","55.9%","866","51.6%","1135","50.1%","1.5pp"
"Slip On the Ring","W","C","34834","6.98","3986","10.27","5173","51.5%","809","49.7%","1288","52.8%","2097","51.6%","3072","51.6%","0.0pp"
"Second Breakfast","W","C","36025","7.42","4074","10.83","4492","53.0%","681","49.0%","1043","53.1%","1724","51.5%","2765","54.0%","-2.5pp"
"Wizard's Rockets","","C","37019","7.70","5027","10.81","5917","51.8%","1067","50.2%","1494","51.9%","2561","51.2%","3352","52.2%","-1.0pp"
"Chance-Met Elves","G","C","31053","6.09","3583","8.53","10361","49.5%","1797","49.2%","2690","52.3%","4487","51.1%","5812","48.2%","2.8pp"
"Gimli's Axe","R","C","37098","8.12","4247","11.74","2507","54.0%","368","52.2%","580","50.3%","948","51.1%","1560","55.8%","-4.7pp"
"Press the Enemy","U","R","2679","3.78","497","4.86","1315","49.0%","205","42.9%","416","54.8%","621","50.9%","694","47.1%","3.8pp"
"Inherited Envelope","","C","35274","6.80","3692","10.25","4670","50.2%","802","46.8%","1167","53.6%","1969","50.8%","2690","49.8%","1.0pp"
"Gift of Strands","G","U","11419","5.74","1321","8.35","2584","50.0%","384","51.8%","665","49.9%","1049","50.6%","1523","49.6%","1.0pp"
"Glorfindel, Dauntless Rescuer","G","U","8784","4.25","1269","5.77","3843","48.7%","653","49.3%","1024","51.0%","1677","50.3%","2130","47.3%","3.0pp"
"Bill Ferny, Bree Swindler","U","U","11545","5.73","1705","8.13","4171","49.8%","737","52.0%","1177","49.3%","1914","50.3%","2244","49.5%","0.8pp"
"Gwaihir the Windlord","WU","U","10371","5.30","1461","7.46","2771","49.3%","445","49.2%","841","50.9%","1286","50.3%","1454","47.5%","2.9pp"
"Long List of the Ents","G","U","11943","6.38","1308","9.57","1287","48.5%","214","57.9%","311","45.0%","525","50.3%","762","47.2%","3.0pp"
"Lothlórien Lookout","G","C","32890","6.44","3904","9.07","11374","50.3%","2086","52.3%","2701","48.4%","4787","50.1%","6541","50.2%","-0.1pp"
"Fangorn, Tree Shepherd","G","R","2337","3.34","356","4.21","841","48.2%","115","","203","51.2%","318","50.0%","521","46.8%","3.2pp"
"Galadhrim Bow","G","C","36059","7.61","3643","11.14","3962","49.9%","597","46.9%","943","52.0%","1540","50.0%","2414","50.0%","0.0pp"
"Bombadil's Song","G","C","35164","7.13","3828","10.32","7099","49.7%","1185","47.3%","1789","51.4%","2974","49.8%","4106","49.5%","0.3pp"
"Elven Farsight","G","C","34147","6.98","3415","10.35","5838","49.6%","1033","46.7%","1420","52.0%","2453","49.8%","3329","49.3%","0.5pp"
"Galadhrim Guide","G","C","34168","6.89","3608","10.03","7034","48.8%","1172","47.2%","1740","51.5%","2912","49.8%","4087","48.2%","1.6pp"
"Horn of the Mark","","R","1466","2.26","436","2.37","1592","51.8%","283","45.9%","351","52.7%","634","49.7%","957","53.3%","-3.6pp"
"Saruman of Many Colors","WUB","M","649","1.99","272","1.90","754","","133","","216","52.8%","349","49.6%","393","43.3%","6.3pp"
"Rising of the Day","R","U","12432","6.78","1288","10.51","657","","108","","139","","247","49.4%","410","56.3%","-6.9pp"
"Revive the Shire","G","C","36469","7.79","3738","11.38","4197","50.5%","692","44.2%","1066","52.7%","1758","49.4%","2437","51.5%","-2.2pp"
"Nimrodel Watcher","U","C","33463","6.75","4435","9.39","10038","48.4%","1795","48.2%","2607","50.0%","4402","49.3%","5570","47.7%","1.5pp"
"Captain of Umbar","U","C","36397","7.56","4275","10.91","5068","48.2%","832","46.6%","1434","50.5%","2266","49.1%","2785","47.3%","1.7pp"
"Mirror of Galadriel","","U","12053","5.98","1238","9.26","1554","49.9%","250","48.4%","438","49.3%","688","49.0%","861","50.5%","-1.5pp"
"Elven Chorus","G","R","1545","2.36","463","2.43","1658","49.8%","263","48.3%","409","49.4%","672","49.0%","979","50.7%","-1.7pp"
"Brandywine Farmer","G","C","35854","7.57","3795","10.95","5706","49.7%","960","45.0%","1371","50.0%","2331","48.0%","3348","50.9%","-3.0pp"
"Knights of Dol Amroth","U","C","35102","7.17","3859","10.58","5298","47.1%","831","41.4%","1612","50.7%","2443","47.5%","2834","47.0%","0.6pp"
"Shower of Arrows","G","C","36908","8.19","3323","12.28","1497","47.3%","201","45.8%","393","48.1%","594","47.3%","897","47.4%","-0.1pp"
"Mithril Coat","","R","1315","1.98","420","2.10","1592","49.4%","235","46.4%","380","47.4%","615","47.0%","971","50.9%","-3.9pp"
"Borne Upon a Wind","U","R","3594","4.93","504","7.42","534","","86","","137","","223","46.6%","312","49.0%","-2.4pp"
"Shire Scarecrow","","C","37567","8.25","4114","11.86","2396","48.3%","466","42.3%","609","49.9%","1075","46.6%","1310","49.7%","-3.1pp"
"Shortcut to Mushrooms","G","U","10054","4.95","1208","7.10","2861","49.5%","468","39.7%","654","50.6%","1122","46.1%","1727","51.5%","-5.5pp"
"Entish Restoration","G","U","10038","4.97","1217","7.03","2621","48.5%","449","40.3%","613","49.9%","1062","45.9%","1555","50.4%","-4.5pp"
"Ent-Draught Basin","","U","12923","6.70","1245","10.27","635","","110","","162","","272","44.9%","364","55.5%","-10.6pp"
"Legolas, Counter of Kills","UG","U","9511","4.78","1218","6.89","2793","44.9%","446","41.7%","765","45.8%","1211","44.3%","1564","45.1%","-0.8pp"
"The Watcher in the Water","U","M","946","2.81","242","3.12","455","","96","","133","","229","43.2%","224","46.0%","-2.8pp"
"Forge Anew","W","R","3809","5.15","444","8.25","55","","9","","16","","25","","30","",""
"Lost Isle Calling","U","R","3175","4.62","423","6.42","406","","63","","107","","170","","233","42.9%",""
"Display of Power","R","R","3788","5.18","483","7.86","382","","61","","98","","159","","224","51.8%",""
"Hew the Entwood","R","M","1661","4.67","235","6.77","26","","6","","5","","11","","15","",""
"Last March of the Ents","G","M","1073","3.14","173","3.97","313","","48","","79","","127","","186","",""
"The Ring Goes South","G","R","3289","4.53","360","6.94","166","","32","","37","","69","","97","",""
"Sharkey, Tyrant of the Shire","UB","R","3886","5.20","477","8.06","78","","13","","24","","37","","42","",""
"Tom Bombadil","WUBRG","M","1528","4.20","197","6.03","27","","5","","9","","14","","13","",""
"Stone of Erech","","U","13545","7.41","1301","11.40","111","","19","","29","","48","","63","",""
