"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Dunland Crebain","B","C","22149","3.62","7642","4.35","42309","60.3%","7618","62.6%","10844","63.3%","18462","63.0%","23754","58.1%","4.9pp"
"There and Back Again","R","R","1213","1.78","726","1.74","3682","59.1%","638","62.5%","890","63.3%","1528","63.0%","2139","56.3%","6.6pp"
"Shadow Summoning","WB","U","9476","4.64","2602","5.38","10094","59.7%","1719","64.7%","2619","61.8%","4338","63.0%","5747","57.3%","5.6pp"
"Gollum, Patient Plotter","B","U","5677","2.69","2426","3.03","13283","60.3%","2450","63.9%","3468","62.2%","5918","62.9%","7348","58.3%","4.7pp"
"Palantír of Orthanc","","M","463","1.50","290","1.44","1518","58.0%","257","71.6%","428","57.7%","685","62.9%","832","54.0%","9.0pp"
"Foray of Orcs","R","U","6774","3.08","2862","3.36","14916","59.9%","2529","62.4%","3989","63.2%","6518","62.9%","8478","57.7%","5.2pp"
"The Torment of Gollum","B","C","32382","6.05","6891","7.83","26288","60.6%","4259","63.0%","6989","62.8%","11248","62.9%","15030","58.8%","4.1pp"
"Rally at the Hornburg","R","C","29578","5.36","7833","6.54","38466","60.5%","6877","63.2%","9482","62.3%","16359","62.6%","22063","58.9%","3.7pp"
"Ranger's Firebrand","R","U","6194","2.95","2363","3.38","12743","59.9%","2173","61.1%","3287","63.3%","5460","62.4%","7299","58.0%","4.4pp"
"Call of the Ring","B","R","1035","1.61","726","1.57","3813","58.2%","655","68.9%","974","57.9%","1629","62.3%","2172","55.1%","7.2pp"
"Gothmog, Morgul Lieutenant","B","U","5427","2.63","2088","2.98","11243","59.1%","1905","61.2%","2936","62.6%","4841","62.0%","6392","56.9%","5.1pp"
"Saruman's Trickery","U","U","8695","4.20","2256","5.07","9385","56.2%","1551","60.3%","2932","62.3%","4483","61.6%","4942","51.4%","10.2pp"
"Shelob's Ambush","B","C","34298","6.46","5850","8.84","17909","59.8%","2836","60.1%","4466","62.5%","7302","61.6%","10597","58.6%","3.0pp"
"Théoden, King of Rohan","WR","U","8253","4.19","1953","4.82","7832","58.2%","1356","62.6%","1786","60.4%","3142","61.3%","4636","55.9%","5.5pp"
"Sauron, the Dark Lord","UBR","M","505","1.48","363","1.45","1812","56.3%","306","61.1%","493","61.5%","799","61.3%","991","52.0%","9.4pp"
"Bitter Downfall","B","U","5049","2.45","2530","2.70","13825","58.4%","2348","58.1%","3711","63.3%","6059","61.3%","7827","56.1%","5.2pp"
"Book of Mazarbul","R","U","7182","3.39","2163","3.92","10921","59.3%","1919","61.5%","2571","60.8%","4490","61.1%","6419","58.1%","3.0pp"
"Mauhúr, Uruk-hai Captain","BR","U","7255","3.66","2060","4.25","9544","59.3%","1663","64.0%","2282","58.9%","3945","61.0%","5609","58.1%","3.0pp"
"Sauron, the Necromancer","B","R","949","1.48","653","1.43","3283","58.0%","497","59.0%","881","62.2%","1378","61.0%","1913","55.7%","5.3pp"
"Denethor, Ruling Steward","WB","U","7349","3.55","2249","4.06","9449","56.5%","1632","59.3%","2501","62.1%","4133","61.0%","5311","53.1%","7.9pp"
"Bilbo, Retired Burglar","UR","U","8685","4.45","2230","5.16","8097","56.0%","1425","60.4%","2364","60.7%","3789","60.6%","4286","51.8%","8.8pp"
"Old Man Willow","BG","U","7611","3.75","2047","4.33","7615","54.8%","1266","57.5%","2007","62.3%","3273","60.4%","4327","50.8%","9.7pp"
"Smite the Deathless","R","C","18788","3.27","7256","3.79","39205","58.8%","6806","59.0%","10005","61.3%","16811","60.4%","22399","57.6%","2.8pp"
"Shadowfax, Lord of Horses","WR","U","9508","4.80","1791","6.21","5821","57.9%","938","61.7%","1296","59.3%","2234","60.3%","3533","56.2%","4.2pp"
"Gandalf's Sanction","UR","U","9803","4.91","2677","5.49","10480","56.6%","1727","53.0%","3708","63.6%","5435","60.2%","5203","53.1%","7.1pp"
"Easterling Vanguard","B","C","27815","4.54","6232","6.02","32368","59.4%","5726","60.5%","8082","60.0%","13808","60.2%","18551","58.8%","1.4pp"
"Frodo, Sauron's Bane","W","R","1357","2.07","545","2.16","2382","56.9%","409","67.0%","648","55.9%","1057","60.2%","1311","54.1%","6.1pp"
"Boromir, Warden of the Tower","W","R","1207","1.82","575","1.82","2830","57.3%","504","60.7%","735","59.7%","1239","60.1%","1560","54.8%","5.3pp"
"Aragorn, the Uniter","WURG","M","798","2.21","258","2.34","724","","129","","179","","308","60.1%","414","45.4%","14.7pp"
"Quarrel's End","R","C","34646","6.70","6057","9.09","18416","58.6%","3150","58.9%","4742","60.7%","7892","60.0%","10534","57.6%","2.4pp"
"The Mouth of Sauron","UB","U","7861","3.87","2449","4.52","9857","55.4%","1544","55.6%","2947","62.3%","4491","60.0%","5269","51.4%","8.6pp"
"March from the Black Gate","B","U","5807","2.76","2151","3.14","11361","58.6%","2120","64.8%","2845","56.2%","4965","59.9%","6373","57.6%","2.3pp"
"Mordor Muster","B","C","27222","4.53","6800","5.93","34802","59.0%","6295","59.9%","8951","59.8%","15246","59.9%","19561","58.2%","1.7pp"
"Éomer, Marshal of Rohan","R","R","1252","1.96","643","2.03","3276","59.7%","589","57.4%","798","61.7%","1387","59.8%","1883","59.3%","0.5pp"
"King of the Oathbreakers","WB","R","1416","2.07","722","1.93","2974","55.6%","486","59.5%","777","60.0%","1263","59.8%","1686","52.6%","7.2pp"
"Troll of Khazad-dûm","B","C","28533","4.86","5738","6.68","27065","58.6%","4593","58.2%","7084","60.7%","11677","59.7%","15385","57.8%","1.9pp"
"Uruk-hai Berserker","B","C","28298","4.81","5885","6.49","28260","58.4%","4892","59.0%","7306","60.1%","12198","59.7%","16033","57.4%","2.3pp"
"The Balrog, Durin's Bane","BR","R","1388","2.15","678","2.19","2997","56.0%","455","60.0%","756","59.3%","1211","59.5%","1790","53.7%","5.9pp"
"Shelob, Child of Ungoliant","BG","R","1213","1.86","687","1.75","3089","55.6%","498","57.8%","811","60.5%","1309","59.5%","1759","52.1%","7.4pp"
"Sam's Desperate Rescue","B","C","33351","6.19","5779","8.52","18984","58.6%","3034","55.5%","4874","61.9%","7908","59.5%","11066","57.9%","1.5pp"
"Frodo Baggins","WG","U","7694","3.85","1781","4.60","6456","53.8%","1090","62.0%","1657","57.8%","2747","59.4%","3653","49.4%","10.0pp"
"Relentless Rohirrim","R","C","33164","6.21","5431","8.58","17399","59.0%","2860","59.3%","4213","59.5%","7073","59.4%","10338","58.6%","0.8pp"
"Bill the Pony","W","U","7336","3.53","2124","4.25","9015","55.6%","1544","57.0%","2379","60.9%","3923","59.3%","5047","52.5%","6.9pp"
"Improvised Club","R","C","31147","5.62","6328","7.47","26325","58.5%","4176","57.4%","6595","60.5%","10771","59.3%","15555","58.0%","1.2pp"
"Errand-Rider of Gondor","W","C","25598","4.28","5932","5.53","28737","57.1%","5034","58.1%","7356","59.8%","12390","59.1%","16293","55.5%","3.7pp"
"Haunt of the Dead Marshes","B","C","31828","5.68","5591","7.88","20722","58.2%","3687","58.4%","5365","59.6%","9052","59.1%","11644","57.6%","1.5pp"
"Delighted Halfling","G","R","1463","1.98","566","1.94","2269","53.1%","405","65.2%","551","54.6%","956","59.1%","1304","48.5%","10.6pp"
"Warbeast of Gorgoroth","R","C","33910","6.37","4813","9.04","13141","57.9%","2046","57.7%","3149","59.9%","5195","59.0%","7944","57.1%","1.9pp"
"Spiteful Banditry","R","M","553","1.65","349","1.61","1583","56.2%","262","55.3%","419","61.3%","681","59.0%","901","54.1%","5.0pp"
"Lash of the Balrog","B","C","25181","4.20","5990","5.48","29265","58.1%","4655","55.4%","7705","61.1%","12360","58.9%","16915","57.6%","1.4pp"
"Flowering of the White Tree","W","R","1169","1.65","706","1.60","3319","57.3%","578","58.8%","842","59.0%","1420","58.9%","1896","56.0%","3.0pp"
"War of the Last Alliance","W","R","1842","2.66","501","2.77","1791","55.4%","295","58.3%","445","59.3%","740","58.9%","1048","52.9%","6.1pp"
"Glorious Gale","U","C","29560","5.36","5841","6.98","24055","55.7%","4220","57.0%","7129","59.8%","11349","58.8%","12645","52.8%","5.9pp"
"Battle-Scarred Goblin","R","C","32911","6.09","5454","8.38","20773","58.7%","3689","59.2%","4737","58.1%","8426","58.6%","12351","58.7%","-0.1pp"
"Oath of the Grey Host","B","U","7837","3.60","2376","4.25","10663","57.1%","1773","56.3%","2714","59.9%","4487","58.5%","6164","56.2%","2.3pp"
"Samwise the Stouthearted","W","U","5515","2.64","2023","3.02","9807","55.4%","1723","58.3%","2544","58.6%","4267","58.5%","5487","52.9%","5.6pp"
"Moria Marauder","R","R","1704","2.47","742","2.50","3601","58.8%","633","60.5%","882","57.0%","1515","58.5%","2094","59.2%","-0.7pp"
"Glóin, Dwarf Emissary","R","R","1835","2.61","626","2.76","2953","56.9%","507","57.6%","743","59.1%","1250","58.5%","1701","55.7%","2.7pp"
"Pippin, Guard of the Citadel","WU","R","1862","2.96","582","3.05","1604","53.1%","270","57.8%","473","58.8%","743","58.4%","831","48.4%","10.0pp"
"Protector of Gondor","W","C","31091","5.56","5476","7.49","22709","57.3%","3731","58.7%","5615","58.2%","9346","58.4%","13335","56.4%","2.0pp"
"Birthday Escape","U","C","29077","5.22","5944","6.71","25257","55.3%","4515","56.3%","7766","59.4%","12281","58.3%","13011","52.5%","5.8pp"
"Goblin Fireleaper","R","U","9397","4.35","2174","5.66","10305","59.0%","1831","58.8%","2462","57.8%","4293","58.2%","6013","59.4%","-1.2pp"
"Horses of the Bruinen","U","U","10289","5.03","2083","6.44","7486","54.2%","1171","51.5%","2374","61.4%","3545","58.1%","3968","50.8%","7.3pp"
"Haradrim Spearmaster","R","C","32798","6.03","5314","8.36","19873","58.6%","3467","58.3%","4450","58.0%","7917","58.1%","11948","59.0%","-0.9pp"
"Cirith Ungol Patrol","B","C","33844","6.33","5407","8.84","17363","57.8%","2625","56.5%","4479","58.9%","7104","58.0%","10271","57.7%","0.3pp"
"The Battle of Bywater","W","R","1670","2.36","578","2.56","2347","56.0%","407","52.6%","600","61.7%","1007","58.0%","1340","54.4%","3.6pp"
"Erkenbrand, Lord of Westfold","R","U","8178","3.95","1959","4.75","8253","58.9%","1381","57.7%","1918","58.2%","3299","58.0%","4922","59.4%","-1.4pp"
"Rosie Cotton of South Lane","W","U","5906","2.80","1884","3.20","9204","56.5%","1549","56.7%","2305","58.8%","3854","57.9%","5297","55.2%","2.7pp"
"Fiery Inscription","R","U","9139","4.68","1973","5.68","7341","56.0%","1281","56.0%","2087","58.9%","3368","57.8%","3925","54.3%","3.5pp"
"Soothing of Sméagol","U","C","32083","5.87","5638","7.78","20596","54.7%","3588","53.5%","6344","60.1%","9932","57.7%","10638","51.8%","5.9pp"
"Oliphaunt","R","C","32163","5.77","5365","8.14","20603","57.5%","3510","56.5%","5053","58.4%","8563","57.6%","12018","57.4%","0.3pp"
"The Bath Song","U","U","9182","4.45","2131","5.37","8114","54.6%","1310","55.0%","2429","58.9%","3739","57.5%","4334","52.2%","5.4pp"
"Shagrat, Loot Bearer","BR","R","2686","3.82","447","5.10","912","56.6%","129","","224","59.4%","353","57.5%","568","55.6%","1.9pp"
"Scroll of Isildur","U","R","2005","2.91","644","3.02","2488","52.8%","402","50.5%","767","61.1%","1169","57.5%","1305","48.4%","9.1pp"
"Fall of Gil-galad","G","R","1429","2.14","548","2.23","2356","53.0%","418","55.3%","584","59.1%","1002","57.5%","1349","49.5%","8.0pp"
"Gandalf, Friend of the Shire","U","U","5737","2.83","2070","3.14","9440","54.3%","1604","55.3%","2834","58.7%","4438","57.5%","4954","51.5%","6.0pp"
"Isolation at Orthanc","U","C","33922","6.59","6662","8.48","22088","55.4%","3624","53.0%","6707","59.8%","10331","57.4%","11688","53.5%","3.9pp"
"Éowyn, Lady of Rohan","W","U","6193","2.97","1707","3.49","8175","55.6%","1420","57.0%","2010","57.7%","3430","57.4%","4720","54.1%","3.3pp"
"Morgul-Knife Wound","B","C","33442","6.31","4184","9.25","9206","57.0%","1557","55.2%","2302","58.9%","3859","57.4%","5335","56.7%","0.7pp"
"Reprieve","W","U","8636","3.99","2310","4.78","9659","55.8%","1715","57.0%","2472","57.5%","4187","57.3%","5465","54.7%","2.6pp"
"Swarming of Moria","R","C","31514","5.71","5917","7.75","22983","56.6%","3962","56.7%","5909","57.7%","9871","57.3%","13095","56.1%","1.2pp"
"Rise of the Witch-king","BG","U","9619","4.81","1661","6.36","4433","54.4%","689","56.0%","1164","58.0%","1853","57.3%","2582","52.4%","4.9pp"
"Lórien Revealed","U","C","31576","5.83","6017","7.72","23000","54.7%","4081","53.7%","7072","59.3%","11153","57.2%","12106","52.5%","4.7pp"
"Gandalf the Grey","UR","R","1518","2.32","668","2.26","2811","54.2%","469","52.7%","911","59.6%","1380","57.2%","1493","51.5%","5.7pp"
"Pelargir Survivor","U","C","35077","6.93","5421","9.41","17277","55.0%","3042","57.6%","5025","56.9%","8067","57.2%","9189","52.9%","4.3pp"
"Gríma Wormtongue","B","U","7507","3.49","1854","4.33","8409","57.0%","1469","55.1%","2152","58.6%","3621","57.2%","4794","56.8%","0.4pp"
"Barad-dûr","","R","1677","2.23","653","2.36","3294","58.0%","596","55.4%","814","58.5%","1410","57.2%","1881","58.6%","-1.4pp"
"Flame of Anor","UR","R","2105","3.07","786","3.19","2806","53.8%","438","55.5%","974","57.9%","1412","57.2%","1481","51.1%","6.0pp"
"Deceive the Messenger","U","C","35205","7.10","5840","9.56","13826","55.0%","2336","56.6%","4020","57.5%","6356","57.1%","7422","53.0%","4.2pp"
"Mines of Moria","","R","3105","4.04","539","5.72","1890","55.1%","365","57.5%","423","56.7%","788","57.1%","1100","53.7%","3.4pp"
"Snarling Warg","B","C","34238","6.53","4652","9.46","9785","56.9%","1614","57.1%","2495","56.9%","4109","57.0%","5685","56.9%","0.1pp"
"Shire Shirriff","W","U","6819","3.16","2103","3.71","9860","56.0%","1728","54.6%","2471","58.6%","4199","57.0%","5653","55.4%","1.6pp"
"Westfold Rider","W","C","31076","5.57","5083","7.63","21015","56.3%","3780","57.4%","4953","56.2%","8733","56.8%","12253","55.9%","0.9pp"
"Lobelia Sackville-Baggins","B","R","1471","2.09","647","2.27","3055","55.3%","517","55.1%","731","57.9%","1248","56.7%","1797","54.1%","2.6pp"
"Rohirrim Lancer","R","C","33065","6.17","5660","8.41","21475","58.0%","3772","58.7%","4996","55.2%","8768","56.7%","12695","58.8%","-2.1pp"
"Erebor Flamesmith","R","C","32145","6.18","5924","8.15","21599","56.3%","3850","55.9%","5692","57.2%","9542","56.7%","11996","56.0%","0.7pp"
"Eastfarthing Farmer","W","C","31241","5.70","4488","8.02","14609","54.0%","2510","55.1%","3595","57.7%","6105","56.6%","8460","52.2%","4.5pp"
"Grond, the Gatebreaker","B","U","9144","4.22","2077","5.29","7709","56.1%","1242","54.4%","2002","57.9%","3244","56.6%","4478","55.7%","0.8pp"
"Minas Tirith","","R","1911","2.64","548","2.99","2479","55.7%","424","54.0%","632","58.2%","1056","56.5%","1421","55.1%","1.4pp"
"Sauron's Ransom","UB","R","2565","3.58","738","4.04","2227","53.9%","361","52.1%","691","58.8%","1052","56.5%","1192","51.8%","4.7pp"
"Breaking of the Fellowship","R","C","31700","5.86","4289","8.40","11835","55.2%","1951","55.9%","3015","56.8%","4966","56.4%","6851","54.2%","2.2pp"
"Orcish Medicine","B","C","33389","6.22","4526","9.05","10908","56.0%","1769","55.1%","2702","57.1%","4471","56.3%","6440","55.8%","0.5pp"
"Arwen Undómiel","UG","U","8169","4.23","1515","5.02","5308","51.1%","970","58.1%","1506","55.0%","2476","56.3%","2794","46.5%","9.7pp"
"Strider, Ranger of the North","RG","U","9955","4.93","1435","6.73","3460","53.6%","573","55.5%","830","56.6%","1403","56.2%","2044","51.8%","4.4pp"
"Glamdring","","M","610","1.80","269","1.71","1149","54.4%","188","","332","59.9%","520","56.2%","627","52.8%","3.4pp"
"Hobbit's Sting","W","C","27935","4.90","4966","6.54","20613","55.0%","3288","52.8%","5131","58.3%","8419","56.1%","12163","54.3%","1.9pp"
"Merry, Esquire of Rohan","WR","R","2300","3.35","564","3.99","1889","55.7%","336","58.3%","384","54.2%","720","56.1%","1164","55.2%","1.0pp"
"Samwise Gamgee","WG","R","1638","2.59","489","2.62","1981","53.3%","350","56.0%","508","56.1%","858","56.1%","1102","50.8%","5.2pp"
"Nasty End","B","C","33238","6.01","5557","8.43","18312","56.7%","3082","53.4%","4624","57.8%","7706","56.0%","10611","57.3%","-1.3pp"
"Lost to Legend","W","U","10690","5.33","2113","6.76","6937","55.1%","1112","51.7%","1825","58.6%","2937","56.0%","3995","54.4%","1.5pp"
"Uglúk of the White Hand","BR","U","8571","4.21","1555","5.60","6231","56.8%","1074","56.8%","1441","55.3%","2515","55.9%","3733","57.2%","-1.2pp"
"East-Mark Cavalier","W","C","32610","6.05","4666","8.53","15542","55.9%","2730","56.4%","3662","55.4%","6392","55.9%","9132","55.9%","-0.1pp"
"Meriadoc Brandybuck","G","U","8209","3.98","1573","5.04","6193","52.3%","1125","57.0%","1507","55.0%","2632","55.9%","3528","49.7%","6.2pp"
"Ent's Fury","G","C","29438","5.35","4402","7.18","16600","53.1%","2543","51.9%","4349","58.1%","6892","55.8%","9646","51.1%","4.7pp"
"Stern Scolding","U","U","10956","5.43","2368","6.79","8195","54.0%","1421","56.8%","2416","55.2%","3837","55.8%","4336","52.2%","3.6pp"
"One Ring to Rule Them All","B","R","1375","2.11","605","2.12","2572","55.5%","451","54.5%","655","56.6%","1106","55.8%","1453","55.3%","0.5pp"
"Mirrormere Guardian","G","C","34575","6.85","3884","9.84","9983","54.1%","1732","55.4%","2459","56.1%","4191","55.8%","5743","52.7%","3.0pp"
"Isildur's Fateful Strike","B","R","1457","2.24","613","2.28","2647","54.7%","440","53.2%","693","57.4%","1133","55.8%","1520","53.6%","2.2pp"
"Mirkwood Bats","B","C","27156","4.69","5077","6.42","21420","56.2%","3497","54.8%","5552","56.4%","9049","55.8%","12371","56.5%","-0.7pp"
"Dawn of a New Age","W","M","662","1.79","323","1.76","1461","54.8%","246","56.9%","378","55.0%","624","55.8%","831","54.0%","1.7pp"
"Gorbag of Minas Morgul","B","U","8168","3.71","1722","4.93","7928","56.4%","1445","55.8%","1951","55.6%","3396","55.7%","4522","57.0%","-1.3pp"
"Generous Ent","G","C","30596","5.52","4424","7.62","17073","53.7%","2908","53.6%","4298","57.1%","7206","55.7%","9791","51.9%","3.8pp"
"Mount Doom","","M","974","2.86","199","3.24","590","","116","","143","","259","55.6%","331","61.0%","-5.4pp"
"Saruman the White","U","U","6877","3.44","1951","3.93","8456","52.8%","1389","55.1%","2556","55.8%","3945","55.5%","4463","50.3%","5.2pp"
"The One Ring","","M","499","1.46","262","1.39","1243","53.8%","229","55.0%","295","55.9%","524","55.5%","715","52.6%","2.9pp"
"Doors of Durin","RG","R","2071","3.30","503","3.54","1410","52.0%","242","56.2%","329","55.0%","571","55.5%","835","49.8%","5.7pp"
"Stalwarts of Osgiliath","W","C","33869","6.53","3984","9.60","8119","53.5%","1238","53.9%","2119","56.2%","3357","55.3%","4758","52.1%","3.2pp"
"Gandalf the White","W","M","494","1.39","323","1.35","1442","53.7%","229","53.7%","373","56.3%","602","55.3%","832","52.3%","3.0pp"
"Enraged Huorn","G","C","34127","6.58","3861","9.63","9936","52.8%","1554","53.6%","2514","56.3%","4068","55.3%","5826","51.0%","4.3pp"
"Mordor Trebuchet","B","C","29564","5.32","4950","7.41","17350","55.5%","3038","54.2%","4254","56.0%","7292","55.3%","10048","55.6%","-0.4pp"
"Gimli's Fury","R","C","36776","7.83","4690","11.21","5211","57.0%","808","54.6%","1138","55.7%","1946","55.2%","3259","58.0%","-2.8pp"
"Bag End Porter","G","C","34120","6.66","3705","9.57","8007","53.2%","1328","53.5%","1967","56.3%","3295","55.2%","4683","51.7%","3.4pp"
"Escape from Orthanc","W","C","36562","7.63","5014","10.56","7995","54.4%","1254","55.2%","1867","55.1%","3121","55.1%","4868","54.0%","1.1pp"
"Landroval, Horizon Witness","W","U","7270","3.47","1651","4.24","7189","54.7%","1078","54.5%","1855","55.5%","2933","55.1%","4201","54.2%","0.9pp"
"Gimli, Counter of Kills","R","U","9034","4.17","1550","5.54","5782","55.7%","944","53.7%","1418","56.0%","2362","55.1%","3423","55.9%","-0.9pp"
"Stew the Coneys","G","U","7772","3.56","1622","4.42","7295","53.1%","1202","50.0%","1930","58.2%","3132","55.1%","4138","51.6%","3.5pp"
"Phial of Galadriel","","R","1532","2.21","560","2.25","2566","56.0%","460","55.4%","653","54.8%","1113","55.1%","1444","56.7%","-1.6pp"
"Fire of Orthanc","R","C","37747","8.64","4375","12.36","1231","54.7%","178","","298","57.0%","476","55.0%","755","54.4%","0.6pp"
"Great Hall of the Citadel","","C","35479","6.91","4427","9.82","10305","53.0%","1833","54.9%","2631","55.0%","4464","55.0%","5826","51.4%","3.5pp"
"Esquire of the King","W","C","34197","6.75","4736","9.47","12710","55.1%","2195","57.0%","3028","53.3%","5223","54.9%","7474","55.1%","-0.2pp"
"Wose Pathfinder","G","C","27530","4.87","4196","6.50","17495","53.1%","3230","56.6%","4070","53.5%","7300","54.8%","10137","51.7%","3.1pp"
"Rivendell","","R","2254","3.14","552","3.80","2293","52.9%","422","53.6%","641","55.7%","1063","54.8%","1219","51.2%","3.7pp"
"Olog-hai Crusher","R","C","35290","7.14","4811","10.21","8378","56.7%","1352","54.3%","1974","55.2%","3326","54.8%","5058","58.0%","-3.2pp"
"The Black Breath","B","C","36472","7.48","4451","11.02","3255","53.6%","544","50.6%","850","57.5%","1394","54.8%","1858","52.6%","2.2pp"
"Legolas, Master Archer","G","R","1307","1.96","514","1.99","2147","51.7%","364","54.9%","521","54.7%","885","54.8%","1252","49.4%","5.4pp"
"Ringsight","UB","U","12833","6.84","1711","9.95","1300","51.1%","200","50.5%","410","56.8%","610","54.8%","689","48.0%","6.7pp"
"Took Reaper","W","C","32663","6.05","4885","8.35","17568","54.7%","3190","54.4%","4272","54.9%","7462","54.7%","10087","54.5%","0.2pp"
"Arwen's Gift","U","C","32462","6.12","5105","8.49","15026","52.7%","2402","50.1%","4630","57.1%","7032","54.7%","8022","51.2%","3.5pp"
"Aragorn, Company Leader","WG","R","1350","2.19","539","2.12","1970","51.2%","344","52.3%","481","56.3%","825","54.7%","1131","48.8%","5.9pp"
"Friendly Rivalry","RG","U","11640","5.85","1571","8.12","3094","52.6%","492","52.2%","693","56.3%","1185","54.6%","1905","51.4%","3.2pp"
"Rush the Room","R","C","37558","8.40","4522","11.94","2106","54.7%","304","53.9%","504","55.0%","808","54.6%","1297","54.7%","-0.1pp"
"Eagles of the North","W","C","30644","5.38","5271","7.43","20494","54.8%","3555","52.2%","5103","56.1%","8658","54.5%","11780","54.9%","-0.4pp"
"Elrond, Lord of Rivendell","U","U","6409","3.19","1697","3.74","7355","52.7%","1336","51.6%","2132","56.2%","3468","54.5%","3862","50.9%","3.6pp"
"Prince Imrahil the Fair","WU","U","9082","4.64","1724","5.76","4705","51.3%","810","54.3%","1427","54.5%","2237","54.4%","2421","48.2%","6.3pp"
"Sméagol, Helpful Guide","BG","R","1425","2.23","578","2.20","2268","53.0%","377","53.6%","580","55.0%","957","54.4%","1310","51.9%","2.5pp"
"Dúnedain Blade","W","C","35376","7.25","4394","10.39","7919","55.4%","1294","54.4%","1911","54.4%","3205","54.4%","4715","56.0%","-1.6pp"
"Shadow of the Enemy","B","M","1028","3.05","215","3.39","579","","87","","167","","254","54.3%","324","54.6%","-0.3pp"
"Many Partings","G","C","33221","6.46","4116","9.13","12055","53.1%","2168","54.7%","2897","54.0%","5065","54.3%","6968","52.3%","2.0pp"
"Dúnedain Rangers","G","U","8572","4.15","1561","5.28","5828","52.7%","986","52.7%","1446","55.3%","2432","54.3%","3365","51.3%","3.0pp"
"Fall of Cair Andros","R","R","2125","3.10","520","3.38","1700","54.7%","272","52.9%","445","55.1%","717","54.3%","976","55.0%","-0.8pp"
"Barrow-Blade","","U","11626","5.80","1358","8.55","2361","54.4%","380","59.7%","574","50.3%","954","54.1%","1407","54.7%","-0.6pp"
"Hithlain Knots","U","C","32947","6.24","5039","8.65","15063","52.0%","2680","50.2%","4524","56.3%","7204","54.1%","7812","50.0%","4.0pp"
"Mirkwood Spider","G","C","33066","6.26","3510","9.17","10409","52.8%","1870","54.7%","2441","53.3%","4311","53.9%","6034","51.8%","2.1pp"
"The Shire","","R","2166","2.99","536","3.66","2005","52.0%","341","55.1%","496","53.0%","837","53.9%","1162","50.7%","3.2pp"
"Ithilien Kingfisher","U","C","28415","4.97","5392","6.63","21318","51.6%","3745","51.1%","6195","55.5%","9940","53.8%","11221","49.7%","4.1pp"
"Quickbeam, Upstart Ent","G","U","7990","3.82","1617","4.61","6627","52.3%","1016","50.6%","1656","55.8%","2672","53.8%","3914","51.0%","2.8pp"
"Faramir, Field Commander","W","U","5220","2.56","1775","2.90","8476","53.1%","1442","53.7%","2193","53.9%","3635","53.8%","4808","52.3%","1.5pp"
