"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Saruman of Many Colors","WUB","M","2689","2.15","998","2.10","3286","47.7%","513","43.9%","990","52.9%","1503","49.8%","1733","45.4%","4.4pp"
"Sauron, the Dark Lord","UBR","M","1798","1.51","1270","1.44","6578","55.9%","1102","59.5%","1907","63.0%","3009","61.7%","3471","50.6%","11.1pp"
"Sauron's Ransom","UB","R","9790","3.76","2708","4.41","8812","55.4%","1485","54.9%","2766","60.1%","4251","58.3%","4628","52.5%","5.7pp"
"Shadow Summoning","WB","U","33621","4.50","9264","5.24","37054","58.0%","6423","62.4%","9560","61.0%","15983","61.6%","21062","55.3%","6.3pp"
"Shadowfax, Lord of Horses","WR","U","34176","4.64","6847","5.97","23123","57.0%","3714","59.5%","5393","59.0%","9107","59.2%","13824","55.3%","3.9pp"
"Shagrat, Loot Bearer","BR","R","10648","4.03","1696","5.60","3271","55.8%","536","54.7%","773","57.2%","1309","56.1%","1977","55.5%","0.6pp"
"Sharkey, Tyrant of the Shire","UB","R","15397","5.57","1939","8.53","232","","36","","78","","114","","119","",""
"Shelob, Child of Ungoliant","BG","R","4664","1.96","2338","1.91","10666","53.7%","1701","53.8%","2899","58.5%","4600","56.8%","6018","51.1%","5.7pp"
"Sméagol, Helpful Guide","BG","R","5755","2.35","2057","2.39","8103","52.4%","1337","53.5%","2118","56.7%","3455","55.4%","4625","50.3%","5.2pp"
"Strider, Ranger of the North","RG","U","37433","5.16","5069","7.37","11809","52.4%","1875","53.7%","2827","54.0%","4702","53.8%","7079","51.5%","2.4pp"
"Théoden, King of Rohan","WR","U","29676","4.12","7330","4.80","30134","57.4%","5242","61.2%","7102","59.1%","12344","60.0%","17624","55.4%","4.6pp"
"Tom Bombadil","WUBRG","M","6271","4.48","848","6.70","65","","9","","25","","34","","31","",""
"Uglúk of the White Hand","BR","U","31644","4.22","5556","5.66","22403","56.3%","3693","55.7%","5504","55.6%","9197","55.7%","13261","56.6%","-1.0pp"
"Andúril, Flame of the West","","M","1399","1.06","1377","1.06","8757","60.7%","1518","70.6%","2329","69.9%","3847","70.2%","4902","53.2%","17.0pp"
"Barrow-Blade","","U","45015","6.12","4978","9.32","7110","53.9%","1202","53.4%","1745","51.9%","2947","52.5%","4161","54.9%","-2.4pp"
"Ent-Draught Basin","","U","48504","7.01","4664","10.72","2096","50.0%","348","42.0%","520","50.6%","868","47.1%","1224","52.4%","-5.2pp"
"Glamdring","","M","2388","1.99","886","2.01","3797","52.0%","621","45.2%","1102","57.3%","1723","52.9%","2062","51.1%","1.9pp"
"Horn of Gondor","","R","3348","1.30","2821","1.29","17151","60.9%","3132","69.0%","4398","68.2%","7530","68.6%","9622","54.9%","13.6pp"
"Horn of the Mark","","R","6312","2.64","1487","2.94","5238","51.6%","895","46.9%","1247","51.7%","2142","49.7%","3094","52.9%","-3.2pp"
"Inherited Envelope","","C","129167","6.78","14219","10.18","20833","50.9%","3648","50.3%","5512","54.2%","9160","52.7%","11626","49.4%","3.2pp"
"Lembas","","C","128123","6.52","16078","9.59","31036","52.5%","5711","50.9%","10834","56.4%","16545","54.5%","16453","51.2%","3.3pp"
"Mirror of Galadriel","","U","45328","6.27","4606","9.72","4844","48.6%","798","45.4%","1293","50.4%","2091","48.5%","2740","48.6%","-0.1pp"
"Mithril Coat","","R","5358","2.14","1336","2.27","5343","48.3%","858","43.4%","1340","46.8%","2198","45.5%","3127","50.4%","-4.9pp"
"The One Ring","","M","1828","1.48","957","1.47","4548","54.5%","781","53.8%","1190","57.4%","1971","56.0%","2568","53.4%","2.6pp"
"Palantír of Orthanc","","M","1680","1.40","1280","1.38","7624","58.6%","1400","69.2%","2125","61.5%","3525","64.6%","4081","53.4%","11.2pp"
"Phial of Galadriel","","R","5618","2.20","2021","2.27","9888","54.8%","1801","57.4%","2568","56.3%","4369","56.8%","5489","53.2%","3.6pp"
"Shire Scarecrow","","C","137778","8.32","15392","11.90","10159","48.5%","1906","47.2%","2593","49.7%","4499","48.6%","5633","48.4%","0.2pp"
"Sting, the Glinting Dagger","","R","6695","2.65","1225","3.00","4241","51.0%","723","49.8%","1073","51.4%","1796","50.7%","2437","51.1%","-0.4pp"
"Stone of Erech","","U","50599","7.74","5307","11.68","337","","47","","94","","141","","196","",""
"Wizard's Rockets","","C","135365","7.68","19129","10.78","24878","52.4%","4512","52.6%","6626","53.2%","11138","53.0%","13724","51.9%","1.1pp"
"Barad-dûr","","R","6395","2.42","2221","2.71","11656","57.4%","2127","56.6%","2965","57.4%","5092","57.1%","6545","57.6%","-0.5pp"
"Great Hall of the Citadel","","C","127444","6.70","17854","9.46","47092","52.9%","8213","54.0%","12121","54.8%","20334","54.4%","26698","51.8%","2.7pp"
"The Grey Havens","","U","46385","6.32","4644","9.83","6645","50.7%","1198","46.3%","1616","53.8%","2814","50.6%","3804","50.6%","-0.0pp"
"Minas Tirith","","R","7628","2.85","2012","3.36","9327","54.8%","1608","55.5%","2364","56.3%","3972","56.0%","5345","53.9%","2.1pp"
"Mines of Moria","","R","12293","4.21","2033","5.98","7442","55.2%","1347","56.5%","1809","55.4%","3156","55.9%","4278","54.8%","1.1pp"
"Mount Doom","","M","4240","3.17","811","3.95","2449","57.7%","466","56.0%","611","60.2%","1077","58.4%","1368","57.2%","1.2pp"
"Rivendell","","R","9019","3.26","2059","4.04","8873","52.8%","1614","54.8%","2545","55.8%","4159","55.4%","4663","50.3%","5.1pp"
"The Shire","","R","8989","3.31","1747","4.10","6965","52.5%","1204","56.8%","1646","54.4%","2850","55.4%","4101","50.4%","5.0pp"
"Shire Terrace","","C","120479","5.65","17717","8.19","66482","53.0%","12198","52.4%","16866","53.6%","29064","53.1%","37316","53.0%","0.1pp"
