"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Haunt of the Dead Marshes","B","C","42677","5.63","7758","7.77","29682","58.2%","5294","59.4%","7598","59.2%","12892","59.3%","16753","57.3%","2.0pp"
"The Balrog, Durin's Bane","BR","R","1861","2.15","908","2.17","4260","56.4%","647","59.5%","1085","58.8%","1732","59.1%","2535","54.6%","4.4pp"
"Improvised Club","R","C","41727","5.56","8676","7.34","37612","58.5%","6014","56.4%","9438","60.7%","15452","59.0%","22160","58.1%","0.9pp"
"Warbeast of Gorgoroth","R","C","45820","6.34","6670","8.99","19115","57.6%","3021","57.3%","4555","60.1%","7576","59.0%","11545","56.6%","2.4pp"
"King of the Oathbreakers","WB","R","1894","2.12","986","1.99","4149","55.6%","672","59.1%","1100","58.8%","1772","58.9%","2339","53.0%","5.9pp"
"Glorious Gale","U","C","40040","5.35","7858","6.96","32879","55.5%","5828","57.2%","9761","59.8%","15589","58.8%","17228","52.5%","6.3pp"
"Flowering of the White Tree","W","R","1600","1.68","940","1.66","4574","57.0%","757","58.4%","1138","59.0%","1895","58.7%","2674","55.6%","3.1pp"
"Pippin, Guard of the Citadel","WU","R","2553","2.96","803","3.01","2325","53.1%","388","58.5%","680","58.8%","1068","58.7%","1221","48.1%","10.6pp"
"The Battle of Bywater","W","R","2309","2.37","783","2.55","3223","56.7%","554","55.4%","813","60.9%","1367","58.7%","1855","55.1%","3.6pp"
"Horses of the Bruinen","U","U","13889","5.00","2797","6.43","10170","54.7%","1585","52.7%","3244","61.5%","4829","58.6%","5374","51.3%","7.4pp"
"Errand-Rider of Gondor","W","C","34210","4.25","7943","5.49","38912","56.8%","6825","57.8%","9859","59.2%","16684","58.6%","22155","55.4%","3.2pp"
"Lash of the Balrog","B","C","33698","4.18","8114","5.46","40421","57.7%","6468","55.1%","10735","60.6%","17203","58.6%","23229","57.1%","1.4pp"
"Shelob, Child of Ungoliant","BG","R","1640","1.85","904","1.73","4089","54.9%","654","54.9%","1063","60.8%","1717","58.5%","2347","51.6%","6.9pp"
"Protector of Gondor","W","C","41697","5.54","7422","7.41","31361","57.1%","5105","58.6%","7746","58.5%","12851","58.5%","18471","56.1%","2.5pp"
"Oath of the Grey Host","B","U","10436","3.60","3142","4.28","14389","57.1%","2408","56.6%","3718","59.7%","6126","58.5%","8250","56.2%","2.3pp"
"Samwise the Stouthearted","W","U","7488","2.64","2709","3.03","13352","55.8%","2330","57.6%","3431","58.9%","5761","58.4%","7501","53.6%","4.8pp"
"Birthday Escape","U","C","39094","5.21","8004","6.73","34581","55.3%","6114","56.1%","10787","59.7%","16901","58.4%","17721","52.4%","6.0pp"
"Rosie Cotton of South Lane","W","U","7917","2.80","2486","3.23","12396","56.5%","2116","57.0%","3099","59.2%","5215","58.3%","7090","54.8%","3.5pp"
"Cirith Ungol Patrol","B","C","45683","6.31","7443","8.81","24132","57.7%","3684","56.1%","6216","59.6%","9900","58.3%","14245","57.2%","1.1pp"
"Moria Marauder","R","R","2291","2.50","985","2.56","4845","58.2%","836","60.3%","1212","56.9%","2048","58.3%","2805","58.3%","0.0pp"
"Battle-Scarred Goblin","R","C","44153","6.06","7568","8.30","30034","58.6%","5351","59.1%","6945","57.4%","12296","58.1%","17752","58.9%","-0.7pp"
"Scroll of Isildur","U","R","2684","2.92","838","3.13","3366","53.1%","574","51.9%","1010","61.7%","1584","58.1%","1758","48.4%","9.7pp"
"Glóin, Dwarf Emissary","R","R","2464","2.62","843","2.78","3923","57.0%","657","58.0%","1017","58.2%","1674","58.1%","2246","56.1%","2.1pp"
"Haradrim Spearmaster","R","C","43953","5.97","7214","8.27","27646","58.4%","4826","57.9%","6294","57.9%","11120","57.9%","16521","58.8%","-0.9pp"
"Isolation at Orthanc","U","C","45869","6.63","8827","8.59","29592","55.6%","4830","53.4%","9136","60.1%","13966","57.8%","15551","53.6%","4.2pp"
"Reprieve","W","U","11556","4.02","3011","4.85","12668","56.1%","2254","57.1%","3237","58.1%","5491","57.7%","7172","54.9%","2.8pp"
"Rise of the Witch-king","BG","U","13053","4.85","2271","6.47","6120","54.3%","983","55.1%","1558","59.3%","2541","57.7%","3580","51.9%","5.8pp"
"The Bath Song","U","U","12274","4.43","2877","5.40","11251","54.3%","1834","54.1%","3336","59.6%","5170","57.7%","6017","51.5%","6.2pp"
"Goblin Fireleaper","R","U","12604","4.31","2988","5.58","14336","58.5%","2533","57.8%","3437","57.6%","5970","57.7%","8368","59.0%","-1.4pp"
"Delighted Halfling","G","R","1948","2.03","741","2.00","3077","52.6%","556","63.1%","754","53.4%","1310","57.6%","1755","48.9%","8.7pp"
"Deceive the Messenger","U","C","47589","7.09","7754","9.57","18630","55.0%","3149","56.7%","5491","58.0%","8640","57.5%","9930","52.7%","4.9pp"
"Fiery Inscription","R","U","12196","4.60","2703","5.52","10384","56.1%","1798","55.2%","2945","58.9%","4743","57.5%","5568","54.6%","2.9pp"
"Swarming of Moria","R","C","42295","5.66","7935","7.67","31589","56.7%","5485","56.9%","8074","57.9%","13559","57.5%","18009","56.1%","1.4pp"
"Flame of Anor","UR","R","2808","3.11","1038","3.21","3674","53.9%","579","56.6%","1279","57.9%","1858","57.5%","1926","50.9%","6.5pp"
"Lórien Revealed","U","C","42568","5.83","8012","7.75","31161","54.7%","5590","54.3%","9516","59.4%","15106","57.5%","16401","52.4%","5.0pp"
"Erkenbrand, Lord of Westfold","R","U","10950","3.92","2620","4.73","11212","57.8%","1820","57.0%","2633","57.8%","4453","57.5%","6720","58.0%","-0.5pp"
"Shagrat, Loot Bearer","BR","R","3684","3.88","624","5.25","1267","55.9%","187","","309","59.2%","496","57.5%","781","54.5%","2.9pp"
"Barad-dûr","","R","2250","2.25","855","2.42","4301","58.0%","765","56.9%","1069","57.8%","1834","57.4%","2462","58.4%","-1.0pp"
"Soothing of Sméagol","U","C","43096","5.88","7487","7.83","27864","54.6%","4796","53.5%","8675","59.6%","13471","57.4%","14370","51.8%","5.6pp"
"Oliphaunt","R","C","43227","5.73","7221","8.10","28468","57.4%","4888","56.4%","7003","58.1%","11891","57.4%","16545","57.4%","-0.0pp"
"Sauron's Ransom","UB","R","3541","3.65","984","4.23","2983","54.2%","472","55.1%","923","58.5%","1395","57.3%","1603","51.5%","5.9pp"
"Gandalf, Friend of the Shire","U","U","7697","2.82","2757","3.14","12687","54.2%","2146","54.8%","3844","58.6%","5990","57.2%","6636","51.4%","5.9pp"
"Éowyn, Lady of Rohan","W","U","8364","2.99","2317","3.55","11226","55.4%","1961","57.3%","2752","57.1%","4713","57.2%","6481","53.8%","3.3pp"
"Pelargir Survivor","U","C","46953","6.90","7303","9.32","23671","54.7%","4197","57.2%","6923","57.1%","11120","57.1%","12530","52.5%","4.7pp"
"Morgul-Knife Wound","B","C","44826","6.29","5670","9.21","12783","56.5%","2186","54.8%","3226","58.5%","5412","57.0%","7353","56.2%","0.8pp"
"Fall of Gil-galad","G","R","1960","2.15","706","2.25","3121","52.7%","548","54.4%","797","58.8%","1345","57.0%","1769","49.2%","7.8pp"
"Rohirrim Lancer","R","C","44406","6.10","7747","8.29","29964","57.9%","5324","59.1%","7008","55.3%","12332","57.0%","17614","58.5%","-1.6pp"
"Minas Tirith","","R","2577","2.70","749","3.12","3411","56.0%","567","55.2%","866","58.0%","1433","56.9%","1974","55.3%","1.6pp"
"Lobelia Sackville-Baggins","B","R","1991","2.08","880","2.23","4211","55.0%","710","54.9%","1050","58.0%","1760","56.8%","2436","53.7%","3.1pp"
"Gríma Wormtongue","B","U","10020","3.48","2481","4.31","11433","56.5%","1996","55.2%","2942","57.7%","4938","56.7%","6510","56.3%","0.4pp"
"One Ring to Rule Them All","B","R","1900","2.11","812","2.11","3488","55.8%","595","54.1%","893","58.5%","1488","56.7%","1986","55.0%","1.7pp"
"Erebor Flamesmith","R","C","43038","6.11","7890","8.10","29508","56.2%","5251","55.7%","7815","57.3%","13066","56.7%","16362","55.7%","0.9pp"
"Arwen Undómiel","UG","U","11043","4.26","2024","5.16","7254","51.8%","1333","59.0%","2043","55.1%","3376","56.6%","3836","47.4%","9.2pp"
"Orcish Medicine","B","C","45091","6.24","6172","9.10","15066","56.2%","2465","54.7%","3712","57.7%","6177","56.5%","8886","56.0%","0.6pp"
"Westfold Rider","W","C","41881","5.55","6869","7.60","29142","56.2%","5211","56.8%","6959","56.2%","12170","56.5%","16936","56.0%","0.5pp"
"Gandalf the Grey","UR","R","2097","2.33","925","2.31","3803","54.0%","640","54.1%","1240","57.7%","1880","56.4%","2014","51.7%","4.7pp"
"Snarling Warg","B","C","46358","6.54","6347","9.50","13359","56.4%","2203","56.6%","3414","56.3%","5617","56.4%","7752","56.4%","0.0pp"
"Shire Shirriff","W","U","9133","3.16","2803","3.77","13395","55.6%","2373","54.2%","3310","57.9%","5683","56.4%","7700","55.1%","1.3pp"
"Samwise Gamgee","WG","R","2228","2.60","649","2.63","2650","53.7%","470","56.6%","682","56.2%","1152","56.3%","1471","51.4%","4.9pp"
"Eastfarthing Farmer","W","C","42071","5.70","5957","8.04","19450","54.0%","3345","54.9%","4803","57.3%","8148","56.3%","11246","52.3%","4.0pp"
"Breaking of the Fellowship","R","C","42644","5.84","5965","8.35","16850","55.1%","2752","54.9%","4379","57.2%","7131","56.3%","9696","54.2%","2.1pp"
"Phial of Galadriel","","R","2065","2.22","738","2.28","3387","55.3%","616","55.2%","878","56.8%","1494","56.2%","1881","54.7%","1.5pp"
"Doors of Durin","RG","R","2792","3.31","666","3.62","1953","52.7%","332","56.0%","465","56.1%","797","56.1%","1153","50.6%","5.5pp"
"Grond, the Gatebreaker","B","U","12218","4.24","2768","5.34","10195","55.9%","1645","54.8%","2650","56.9%","4295","56.1%","5917","55.8%","0.3pp"
"Fall of Cair Andros","R","R","2880","3.15","697","3.53","2248","55.7%","370","54.3%","608","57.1%","978","56.0%","1262","55.5%","0.5pp"
"Merry, Esquire of Rohan","WR","R","3116","3.38","763","4.01","2521","55.1%","445","60.0%","519","52.6%","964","56.0%","1548","54.3%","1.7pp"
"Mines of Moria","","R","4265","4.07","736","5.68","2619","54.9%","495","57.4%","596","54.9%","1091","56.0%","1526","54.2%","1.8pp"
"Ent's Fury","G","C","39358","5.36","5771","7.21","22430","53.2%","3473","52.0%","5853","58.4%","9326","56.0%","13020","51.3%","4.7pp"
"Meriadoc Brandybuck","G","U","11122","3.99","2055","5.03","8307","52.3%","1544","57.0%","2032","55.2%","3576","56.0%","4689","49.5%","6.5pp"
"Lost to Legend","W","U","14482","5.36","2865","6.81","9646","55.1%","1564","52.6%","2475","58.1%","4039","56.0%","5602","54.5%","1.5pp"
"Saruman the White","U","U","9285","3.44","2577","3.95","11238","53.1%","1865","55.1%","3376","56.4%","5241","55.9%","5933","50.5%","5.5pp"
"Stalwarts of Osgiliath","W","C","45498","6.52","5386","9.57","11185","54.1%","1703","54.6%","2963","56.7%","4666","55.9%","6515","52.7%","3.2pp"
"Prince Imrahil the Fair","WU","U","12187","4.66","2308","5.83","6364","51.6%","1105","55.6%","1891","56.1%","2996","55.9%","3298","47.8%","8.1pp"
"Hobbit's Sting","W","C","37393","4.89","6588","6.54","27943","55.0%","4491","52.8%","6908","57.8%","11399","55.8%","16512","54.5%","1.3pp"
"Stern Scolding","U","U","14703","5.45","3125","6.82","10875","54.2%","1893","56.7%","3216","55.3%","5109","55.8%","5734","52.7%","3.1pp"
"Enraged Huorn","G","C","45851","6.57","5110","9.64","13670","52.8%","2167","53.4%","3454","57.2%","5621","55.7%","7984","50.6%","5.2pp"
"Uglúk of the White Hand","BR","U","11555","4.21","2121","5.60","8530","57.0%","1446","56.2%","2024","55.4%","3470","55.7%","5082","57.7%","-2.0pp"
"Nasty End","B","C","44781","6.04","7544","8.47","25311","56.5%","4185","53.2%","6393","57.2%","10578","55.6%","14733","57.1%","-1.4pp"
"Gorbag of Minas Morgul","B","U","11059","3.76","2287","5.01","10561","56.3%","1948","55.1%","2585","55.9%","4533","55.5%","6020","56.8%","-1.2pp"
"Generous Ent","G","C","41161","5.51","5847","7.66","23120","53.4%","3981","53.6%","5841","56.8%","9822","55.5%","13191","51.6%","3.9pp"
"Gandalf the White","W","M","643","1.41","407","1.38","1897","54.2%","288","53.1%","501","56.9%","789","55.5%","1094","53.0%","2.5pp"
"East-Mark Cavalier","W","C","43854","6.04","6249","8.55","21382","55.7%","3783","56.1%","5079","55.0%","8862","55.5%","12495","55.7%","-0.2pp"
"Gimli, Counter of Kills","R","U","12005","4.16","2075","5.55","7917","55.7%","1287","54.7%","1953","56.0%","3240","55.5%","4678","55.6%","-0.1pp"
"Mount Doom","","M","1393","2.98","292","3.54","837","57.6%","163","","212","58.0%","375","55.5%","462","59.3%","-3.8pp"
"Strider, Ranger of the North","RG","U","13337","4.96","1887","6.87","4721","53.3%","767","55.1%","1123","55.6%","1890","55.4%","2813","51.9%","3.5pp"
"Great Hall of the Citadel","","C","47584","6.90","6071","9.82","14469","53.0%","2540","55.2%","3643","55.6%","6183","55.4%","8265","51.2%","4.2pp"
"Mirkwood Bats","B","C","36354","4.68","6677","6.44","28074","55.7%","4575","53.7%","7267","56.1%","11842","55.2%","16232","56.1%","-0.9pp"
"Dawn of a New Age","W","M","876","1.78","432","1.75","2061","54.5%","349","55.0%","530","55.3%","879","55.2%","1175","54.0%","1.1pp"
"Sméagol, Helpful Guide","BG","R","1938","2.24","771","2.21","3028","53.2%","507","54.8%","791","55.4%","1298","55.2%","1732","51.8%","3.3pp"
"The Black Breath","B","C","49156","7.51","6117","11.02","4368","53.2%","731","51.4%","1130","57.4%","1861","55.1%","2503","51.7%","3.4pp"
"Glamdring","","M","821","1.83","346","1.78","1489","53.5%","241","46.9%","429","59.7%","670","55.1%","815","52.1%","2.9pp"
"Eagles of the North","W","C","41182","5.36","6986","7.42","27786","55.1%","4818","53.0%","6971","56.4%","11789","55.0%","15935","55.1%","-0.1pp"
"Bag End Porter","G","C","45859","6.66","4928","9.61","10972","53.2%","1829","53.4%","2692","56.1%","4521","55.0%","6415","51.9%","3.1pp"
"Friendly Rivalry","RG","U","15616","5.91","2052","8.24","4109","53.3%","644","51.1%","951","57.6%","1595","55.0%","2509","52.3%","2.7pp"
"Landroval, Horizon Witness","W","U","9901","3.50","2206","4.32","9778","54.5%","1496","53.8%","2493","55.6%","3989","55.0%","5715","53.9%","1.0pp"
"Wose Pathfinder","G","C","36861","4.87","5462","6.52","23406","52.9%","4326","56.7%","5496","53.5%","9822","54.9%","13516","51.4%","3.5pp"
"Escape from Orthanc","W","C","49192","7.67","6790","10.64","10694","54.8%","1661","54.1%","2509","55.4%","4170","54.9%","6516","54.7%","0.2pp"
"Rivendell","","R","3104","3.13","729","3.82","3123","53.1%","594","54.2%","865","55.4%","1459","54.9%","1648","51.5%","3.4pp"
"Gimli's Fury","R","C","49440","7.82","6307","11.22","6947","56.5%","1081","53.7%","1530","55.7%","2611","54.9%","4330","57.5%","-2.6pp"
"Elrond, Lord of Rivendell","U","U","8721","3.22","2231","3.75","10050","52.7%","1822","52.8%","2934","56.1%","4756","54.9%","5247","50.6%","4.2pp"
"Hithlain Knots","U","C","44246","6.26","6700","8.72","20364","52.5%","3550","50.4%","6118","57.3%","9668","54.8%","10626","50.2%","4.5pp"
"Elrond, Master of Healing","UG","R","2242","2.65","747","2.60","2534","50.0%","413","56.4%","783","53.9%","1196","54.8%","1321","46.1%","8.7pp"
"Esquire of the King","W","C","46143","6.78","6317","9.56","16882","55.1%","2915","56.8%","4049","53.2%","6964","54.7%","9900","55.2%","-0.5pp"
"Arwen's Gift","U","C","43814","6.12","6815","8.56","20104","52.8%","3248","50.6%","6205","56.9%","9453","54.7%","10682","51.3%","3.4pp"
"Isildur's Fateful Strike","B","R","2041","2.25","824","2.34","3658","54.2%","589","53.5%","974","55.4%","1563","54.7%","2103","53.5%","1.2pp"
"Mirrormere Guardian","G","C","46522","6.84","5141","9.83","13510","53.5%","2345","54.2%","3268","55.0%","5613","54.7%","7832","52.6%","2.1pp"
"Aragorn, Company Leader","WG","R","1842","2.22","710","2.14","2663","51.1%","458","53.3%","643","55.7%","1101","54.7%","1543","48.5%","6.1pp"
"Took Reaper","W","C","44095","6.06","6507","8.41","23415","54.6%","4247","54.6%","5650","54.7%","9897","54.6%","13494","54.5%","0.2pp"
"Mordor Trebuchet","B","C","39707","5.30","6595","7.44","23128","55.3%","4052","53.6%","5724","55.4%","9776","54.6%","13336","55.7%","-1.1pp"
"The One Ring","","M","679","1.47","351","1.43","1597","53.3%","290","52.4%","374","56.1%","664","54.5%","928","52.4%","2.1pp"
"Olog-hai Crusher","R","C","47588","7.10","6507","10.19","11121","56.3%","1795","54.8%","2604","54.3%","4399","54.5%","6729","57.5%","-3.0pp"
"Mirkwood Spider","G","C","44298","6.25","4648","9.21","14142","53.1%","2559","55.1%","3319","54.1%","5878","54.5%","8181","51.9%","2.6pp"
"Banish from Edoras","W","C","39261","5.14","5426","7.46","18114","53.5%","2886","50.4%","4697","56.9%","7583","54.4%","10513","52.8%","1.6pp"
"Dúnedain Blade","W","C","47681","7.29","5896","10.43","10554","55.6%","1716","54.4%","2519","54.3%","4235","54.4%","6319","56.3%","-1.9pp"
"Stew the Coneys","G","U","10513","3.56","2164","4.42","10076","52.9%","1674","50.5%","2602","56.8%","4276","54.3%","5766","51.9%","2.5pp"
"Ringsight","UB","U","17333","6.87","2315","10.01","1795","50.9%","288","49.0%","554","56.9%","842","54.2%","954","48.4%","5.7pp"
"The Shire","","R","2990","3.06","700","3.69","2737","51.7%","492","56.5%","668","52.4%","1160","54.1%","1571","50.0%","4.2pp"
"Many Partings","G","C","44784","6.50","5420","9.22","15767","52.7%","2830","54.1%","3819","54.1%","6649","54.1%","9091","51.6%","2.5pp"
"Council's Deliberation","U","U","13403","4.79","2554","6.18","8048","52.3%","1426","51.3%","2328","55.8%","3754","54.1%","4213","50.6%","3.5pp"
"Ithilien Kingfisher","U","C","38355","4.99","7119","6.65","28432","51.9%","4985","51.0%","8285","55.9%","13270","54.0%","14969","50.0%","4.1pp"
"Dúnedain Rangers","G","U","11623","4.14","2025","5.32","7796","52.8%","1320","52.1%","1977","55.3%","3297","54.0%","4457","51.5%","2.5pp"
"Faramir, Field Commander","W","U","7113","2.57","2317","2.97","11293","53.3%","1914","53.3%","2936","54.4%","4850","54.0%","6403","52.6%","1.4pp"
"Meneldor, Swift Savior","U","U","9509","3.44","2318","4.12","9535","52.3%","1581","49.7%","2818","56.4%","4399","54.0%","5087","50.5%","3.5pp"
"Treason of Isengard","U","C","45615","6.61","7704","8.88","22115","52.8%","3530","49.5%","7003","56.2%","10533","54.0%","11584","51.5%","2.4pp"
